query,is_answerable,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_top1_correct,tfidf_correct_answer,w2v_mean_predicted_faq_id,w2v_mean_similarity,w2v_mean_accepted,w2v_mean_top1_correct,w2v_mean_correct_answer,w2v_tfidf_predicted_faq_id,w2v_tfidf_similarity,w2v_tfidf_accepted,w2v_tfidf_top1_correct,w2v_tfidf_correct_answer
"Describe for me merge my Flipkart accounts, will my SuperCoins also merge.",True,310,310,0.9333321474397156,True,True,True,310,0.9593013354393817,True,True,True,310,0.9755918880951963,True,True,True
I need a clear description of does 'Out of Stock' mean.,True,177,177,0.8694437213414319,True,True,True,177,0.883846073345404,False,True,False,177,0.931380985718516,True,True,True
Explain how this works: i missed the shipment of my purchase today. What should I do.,True,57,57,0.7203293489695743,True,True,True,57,0.9507884312287803,True,True,True,57,0.9378522607025165,True,True,True
Explain the cause: do I see a 'shipment charge'.,True,182,182,0.6767102077443857,True,True,True,188,0.945745110601624,True,False,False,188,0.9288681740829312,True,False,False
Am I allowed to ensure that I am placed in a hospital setting?,False,,95,0.42537056977111243,False,False,False,59,0.8918654271512263,False,False,False,252,0.8817486451350541,False,False,False
I need to establish what do the distinct purchase statuses in 'My Orders' mean.,True,283,283,0.7563179112701666,True,True,True,283,0.9330973747092144,True,True,True,283,0.9408016171089881,True,True,True
How do I replace a car battery?,False,,500,0.41712415454809626,False,False,False,351,0.8363265606688585,False,False,False,500,0.8648759670351227,False,False,False
Which study areas does History pursue?,False,,391,0.36541845893002417,False,False,False,191,0.7467177202647028,False,False,False,147,0.7700330607423551,False,False,False
Please clarify the following point: the online entry submission won't let me put in an application to the degree I want - what's wrong.,False,,64,0.2745706602258876,False,False,False,64,0.9022585685834453,False,False,False,64,0.879373859343404,False,False,False
I want to establish whether there any hidden costs (Octroi or Sales Tax) when I shop on Flipkart.,True,36,36,0.8743568320848248,True,True,True,36,0.9557598077665589,True,True,True,36,0.9752575939829893,True,True,True
I need guidance on this matter: how much time does it take for the shipment to reach a pickup shop.,True,105,105,0.809425127780625,True,True,True,105,0.9629818282337692,True,True,True,105,0.9655884878382148,True,True,True
What is the correct procedure to foreclose my EMI with Bajaj Finserv?,True,439,439,0.7691405344238023,True,True,True,499,0.9237436367326679,True,False,False,439,0.960105174226619,True,True,True
In which place is it possible to verify the expiry related particulars of my Flipkart Plus membership?,True,11,11,0.520920608390343,False,True,False,123,0.8995146635706489,False,False,False,232,0.8926464828652654,False,False,False
I am trying to make use of a new email location to log in to my Flipkart profile - what is the process?,True,75,75,0.6768199593084538,True,True,True,256,0.9221179340960743,True,False,False,256,0.9321205436404789,True,False,False
Give me the details of the money back timelines if I call off or send back a item.,True,281,281,0.3702809628133412,False,True,False,281,0.9209358705663913,True,True,True,195,0.9239441037372437,True,False,False
Explain how this works: does a Present Card expire.,True,453,453,0.7158482775875173,True,True,True,412,0.901894584240075,False,False,False,412,0.902513043678324,False,False,False
Describe for me should I do if I miss a call or alert.,False,,107,0.3942137497261554,False,False,False,167,0.922918338977566,True,False,False,132,0.8989031523890849,False,False,False
How do I tune an acoustic guitar?,False,,156,0.4229078130529087,False,False,False,156,0.8387018902310259,False,False,False,156,0.8128406607968636,False,False,False
Explain the advantage of buying an Ather 2-wheeler vehicle through Flipkart.,True,78,78,0.9673083041009576,True,True,True,78,0.9840455516725134,True,True,True,78,0.9934734874496239,True,True,True
"I am trying to submit my final, official academic record (or other required documents) - what is the process?",False,,214,0.38895822885866416,False,False,False,367,0.9290720881383578,True,False,False,367,0.9320849839387648,True,False,False
Which medicine should I take for a fever?,False,,391,0.3156321265035561,False,False,False,92,0.8557814502779821,False,False,False,92,0.8384265345380666,False,False,False
I am trying to locate the offers in SuperCoin Zone - what is the process?,True,432,432,0.6352178870784229,True,True,True,201,0.9129464478885901,False,False,False,201,0.9006460001048806,False,False,False
Tell me the moment at which and how many times does a BGauss vehicle require servicing.,True,486,486,0.8170065223414656,True,True,True,486,0.9633528140756961,True,True,True,486,0.9672014592653052,True,True,True
Tell me what should I do if I locate the package open or tampered on shipment.,True,80,80,0.81665263525206,True,True,True,80,0.9705364135125539,True,True,True,80,0.9506495963305838,True,True,True
What time does the next train leave?,False,,312,0.331532401251729,False,False,False,147,0.8738403565079288,False,False,False,376,0.8263428236771982,False,False,False
Describe for me Flipkart deliver the Bounce 2-wheeler at my home.,True,482,482,0.8647544054767271,True,True,True,482,0.9761974826615213,True,True,True,482,0.9786813989115524,True,True,True
Identify who does this policy put in an application to.,False,,367,0.38100836594346343,False,False,False,105,0.8384292633153445,False,False,False,100,0.8488335314126513,False,False,False
I need a clear description of 'SuperCoins Rewards' be cancelled or returned.,True,257,257,0.865723628133084,True,True,True,257,0.9022226880780623,False,True,False,257,0.9464446792596231,True,True,True
I need a clear description of after-sales services are being provided by Flipkart for BGauss 2-wheelers.,True,261,261,0.8988207972196253,True,True,True,200,0.9783017088612423,True,False,False,261,0.9863105259231403,True,True,True
Describe for me is my EMI debited.,True,409,409,0.7997730105469661,True,True,True,409,0.8871503742109687,False,True,False,409,0.8889617490798124,False,True,False
Is it permitted to order another Present Card with the Present Card I have?,True,378,378,0.6486472192606678,True,True,True,327,0.9209789836503254,True,False,False,327,0.9103220753279078,True,False,False
Tell me if there a filter on offer through which I can only see products with a Plus badge.,True,162,162,0.8239355282424817,True,True,True,162,0.9633692830285532,True,True,True,162,0.9667088816044591,True,True,True
Can you translate this paragraph into Japanese?,False,,366,0.24460050686235826,False,False,False,232,0.8588732252073603,False,False,False,232,0.8986856750362032,False,False,False
What is the correct procedure to make use of my mobile identifier to login on the Flipkart mobile app?,True,1,1,0.7964797179277224,True,True,True,234,0.9441194661628106,True,False,False,1,0.9504428677501499,True,True,True
Which classes can be taken within Master of Visual Studies in Studio Art?,False,,172,0.42299222444928314,False,False,False,172,0.82752333356374,False,False,False,235,0.81634692084566,False,False,False
Where does a qualification in Anishinaabe Law Camp lead?,False,,157,0.32536926459991444,False,False,False,148,0.7881590550704045,False,False,False,148,0.7928969787135877,False,False,False
I need guidance on this matter: should I register the item with the make to avail the guarantee benefits on it.,True,58,58,0.6992233069277585,True,True,True,58,0.9381682423286587,True,True,True,58,0.9143255347859459,True,True,True
What steps should someone follow to delete my saved card?,True,355,355,0.6892901904838664,True,True,True,37,0.9005730082094541,False,False,False,37,0.9353750487494064,True,False,False
"Explain how this works: the location while ordering Ather 2-wheeler on Flipkart is distinct from the one on my location proof (Aadhaar Card), what should I do now.",True,265,265,0.711619201271912,True,True,True,265,0.9827304926676056,True,True,True,265,0.9755881353637186,True,True,True
Is it permitted to redeem my 'on the way' SuperCoins to avail discounts on item?,True,180,180,0.8556036392858463,True,True,True,180,0.9431957135223061,True,True,True,180,0.9657274627039801,True,True,True
Would it be possible to order more than one Ather 2-wheeler through the same Flipkart profile?,True,43,43,0.6454105447058213,True,True,True,43,0.9551661949246554,True,True,True,43,0.9629006623805303,True,True,True
Am I allowed to reject the Flipkart Quick purchase at the time of shipment?,True,161,161,0.6617366998425191,True,True,True,161,0.9338980839194153,True,True,True,168,0.9211445761118249,True,False,False
What steps should someone follow to purchase for large quantities of the item as part of a corporate purchase?,True,397,397,0.6301837122469988,True,True,True,397,0.9213981632717924,True,True,True,397,0.9373066344968258,True,True,True
I need guidance on this matter: does this policy put in an application to the federated/theological colleges.,False,,367,0.49629419917657225,False,False,False,319,0.8664847327097718,False,False,False,319,0.8634231006796547,False,False,False
I need to establish what subsidies are being provided by BGauss and how to claim them.,True,47,47,0.8284739205489622,True,True,True,55,0.968292716329337,True,False,False,55,0.9707325819621988,True,False,False
Would it be possible to make use of a corporate email ID to sign up?,True,139,139,0.7350364792772047,True,True,True,139,0.9392696439607869,True,True,True,139,0.9607297624049698,True,True,True
Describe for me quickly does the battery for BGauss 2-wheelers charge again.,True,303,303,0.9094640814987945,True,True,True,303,0.9806698509669822,True,True,True,303,0.9850731047593971,True,True,True
Explain Flipkart Plus degree.,True,183,183,0.6386696147885594,True,True,True,183,0.7679396407064608,False,True,False,239,0.8171451288657637,False,False,False
Explain how this works: i sent my submission but I have not heard back from the former student unit. How do I know my submission and supporting documents have been received.,False,,287,0.36993808894126146,False,False,False,146,0.9030295391911113,False,False,False,146,0.8954221814822915,False,False,False
I need guidance on this matter: in which all cities can I buy a Bounce 2-wheeler.,True,371,371,0.7363053180437924,True,True,True,371,0.9570326378236722,True,True,True,371,0.9486567368671849,True,True,True
Is it permitted to forfeit awarded transfer credit?,False,,381,0.44424380390026674,False,False,False,192,0.8653930723205037,False,False,False,192,0.8260023409883308,False,False,False
Please clarify the following point: how will I get alerts.,False,,457,0.6410100788634228,True,False,False,457,0.9004500405406552,False,False,False,457,0.8712880549075797,False,False,False
Is it permitted to drop off an product I want to send back at the pick-up shop?,True,48,48,0.7546260562414633,True,True,True,48,0.941283977886936,True,True,True,48,0.9561777294579674,True,True,True
Please clarify the following point: i want to verify my guarantee particulars for the item but I don't have the guarantee card. What should I do.,True,146,146,0.6547876976657432,True,True,True,146,0.9591087009838845,True,True,True,2,0.9260671349103072,True,False,False
What steps should someone follow to claim guarantee services for refurbished items?,True,66,66,0.5435680472959467,False,True,False,10,0.8912451251916401,False,False,False,10,0.9114590341641048,True,False,False
Confirm whether someone would earn cashback if I have used someone else's Flipkart Axis Financial institution Credit Card.,True,344,344,0.8589936248694651,True,True,True,344,0.9858256063166545,True,True,True,344,0.9902248479313538,True,True,True
Explain how this works: i have requested for a send back for my product. When will it happen.,True,7,7,0.7666783036395171,True,True,True,7,0.9632312818133288,True,True,True,7,0.9545987222912485,True,True,True
Confirm whether the guarantee being provided by Flipkart for Ampere Magnus EX.,True,414,414,0.7467947143724779,True,True,True,414,0.9675629621595531,True,True,True,414,0.965735792590117,True,True,True
"Please clarify the following point: i always login with my phone identifier, but I recently lost my phone. I have also forgotten the passcode to my Flipkart profile. How do I access it.",True,246,246,0.92440214185453,True,True,True,246,0.9899067850292588,True,True,True,246,0.9909364593833309,True,True,True
What should be understood about Plus Zone?,True,225,225,0.6377216988355425,True,True,True,225,0.8425426164876393,False,True,False,225,0.8483748577477492,False,True,False
"I need guidance on this matter: the location while ordering Bounce vehicle on Flipkart is distinct from the one on my location proof (Aadhar Card), what should I do now.",True,259,259,0.7113341771224672,True,True,True,259,0.9839614838106567,True,True,True,247,0.9781698695765718,True,False,False
Confirm whether someone would be able to live in the same room after Jump Start.,False,,495,0.23216959417010685,False,False,False,495,0.9002685661944368,False,False,False,495,0.9265088132646211,True,False,False
What is the capital of every country in Europe?,False,,201,0.3451533508276104,False,False,False,201,0.8899018896659119,False,False,False,201,0.8210353129541748,False,False,False
Please clarify the following point: the choice to order an Ather 2-wheeler is not on offer at my pincode.,True,398,398,0.791479794727505,True,True,True,398,0.9688621328583974,True,True,True,398,0.9630875062233492,True,True,True
I need guidance on this matter: how is the Send back Fee determined.,True,317,317,0.6988397704399342,True,True,True,18,0.8934358967336123,False,False,False,132,0.8642766926082114,False,False,False
Am I allowed to redeem all of my on offer SuperCoins while with the SuperCoin Settle the amount function?,True,111,111,0.5712520696053119,False,True,False,166,0.9255753134418374,True,False,False,166,0.9288652887021671,True,False,False
Give me the details of the 'Save Card' function.,True,467,467,0.4896081915999542,False,True,False,402,0.8637873133861386,False,False,False,402,0.841041317460073,False,False,False
I need guidance on this matter: i see that the guarantee terms for my item have changed on Flipkart from when I bought the item. Will this affect my guarantee.,True,154,154,0.7490357897250149,True,True,True,154,0.9508213854918897,True,True,True,154,0.9425740128928951,True,True,True
"Explain how this works: if I call off or send back an product from my purchase, what will happen to my 'On the way' SuperCoins.",True,195,195,0.6108008380912138,True,True,True,195,0.961103935731573,True,True,True,195,0.9473888303773942,True,True,True
Confirm whether it okay if I miss an event during Jump Start.,False,,461,0.3388241853892225,False,False,False,32,0.870782926949903,False,False,False,32,0.8429581969748472,False,False,False
I need guidance on this matter: how long does it take to call off an purchase.,True,112,112,0.5196962858288294,False,True,False,112,0.9189087059686561,False,True,False,112,0.909731752889924,False,True,False
What working outlook do former Social Work students have?,False,,351,0.5817463939263967,True,False,False,4,0.8513516219764167,False,False,False,351,0.8452011587561141,False,False,False
I need guidance on this matter: how does U of T Mississauga assess classes for equivalency.,False,,84,0.27521028631692357,False,False,False,179,0.8428129013682958,False,False,False,412,0.8327722262569635,False,False,False
Explain how this works: the shipment of my purchase is delayed. What should I do.,True,121,121,0.6372222562488289,True,True,True,121,0.9469455652767181,True,True,True,121,0.9278523581179753,True,True,True
What ingredients are needed for vegetable soup?,False,,459,0.4259283962396325,False,False,False,174,0.7955419154692308,False,False,False,174,0.7732714502118047,False,False,False
Where can I stream the championship match?,False,,268,0.5437643384920168,False,False,False,445,0.914206204971198,False,False,False,268,0.8723568396606803,False,False,False
Explain how this works: how will I get my money back for returning an product I paid for with Money on Shipment.,True,181,181,0.5347729173281652,False,True,False,181,0.9557650214883818,True,True,True,181,0.9319485178957262,True,True,True
Is it permitted to call off a part of my Flipkart Quick purchase after I have placed it?,True,96,96,0.6404962242370688,True,True,True,96,0.9560181881059846,True,True,True,96,0.9672775958836791,True,True,True
Explain an OTP or verification code.,True,131,131,0.9596995891579931,True,True,True,131,0.9097170975766525,False,True,False,131,0.9740292959901141,True,True,True
Tell me what date does the guarantee service put in an application for my refurbished item purchased on Flipkart.,True,82,82,0.6830080517414566,True,True,True,82,0.9290665889130496,True,True,True,82,0.9138568454934134,True,True,True
I need a clear description of is 'SuperCoins Price' calculated.,True,426,426,0.7917180017835317,True,True,True,215,0.9210833099695883,True,False,False,151,0.9303248191945637,True,False,False
I am trying to sign up for an extended guarantee for my item - what is the process?,True,106,106,0.6795643235064326,True,True,True,195,0.8861045878227702,False,False,False,48,0.9086915889766227,False,False,False
Please clarify the following point: there is a mismatch in guarantee terms between Flipkart and the brand's website. What will happen to the guarantee on my item now.,True,122,122,0.8804289613827803,True,True,True,122,0.9786790646356722,True,True,True,122,0.9802383459470191,True,True,True
I need a clear description of does 'Permanently Discontinued' or 'Out of Print' mean.,True,116,116,0.922414797486169,True,True,True,116,0.9218676611790964,True,True,True,116,0.9625588869145617,True,True,True
Describe the way Teaching is arranged.,False,,180,0.42731392563668674,False,False,False,423,0.7944850746828424,False,False,False,193,0.8313959631005882,False,False,False
Confirm whether my shipment safe at the pick-up shop.,True,323,323,0.8145558199532994,True,True,True,323,0.964549887346087,True,True,True,323,0.9734241389782345,True,True,True
Is it permitted to order all the listed benefits with prepaid method of transaction and by redeeming SuperCoins as part Money and Coins for Benefits?,True,483,483,0.6170814771131052,True,True,True,483,0.9476992626364563,True,True,True,483,0.9597603833924593,True,True,True
Am I allowed to redeem SuperCoins to avail price reduction for Flipkart Present Card?,True,384,384,0.5663845018307019,False,True,False,187,0.9331056261565818,True,False,False,187,0.9350753967985533,True,False,False
Confirm whether someone would get early access to sale as I'm a Flipkart Plus customer.,True,59,59,0.862449566660434,True,True,True,59,0.9748833589442509,True,True,True,59,0.9814453271676771,True,True,True
Explain the cause: can't I get some products shipped to my location.,True,137,137,0.8322383024089278,True,True,True,137,0.9674778267804219,True,True,True,137,0.9740190057869175,True,True,True
Confirm whether PhonePe digital purse on offer on Flipkart's Windows and iOS apps too.,True,421,421,0.8947908924439103,True,True,True,421,0.9685118755564917,True,True,True,421,0.9846027875571352,True,True,True
What should be understood about the advantage of buying Ampere Magnus EX through Flipkart?,True,126,126,0.8085825549135657,True,True,True,126,0.9736529465590423,True,True,True,126,0.9719450535061978,True,True,True
Please clarify the following point: i finished my practicum. Why do I still have IPR on my grade academic record.,False,,337,0.340943934387133,False,False,False,246,0.9169780630695119,False,False,False,146,0.8994070336302785,False,False,False
Am I allowed to order more than one Hero MotoCorp in my name/through Flipkart profile?,True,169,169,0.7710692593654391,True,True,True,169,0.9624702510666321,True,True,True,169,0.9671514982864375,True,True,True
Would it be possible to club my purchases from distinct sellers to be delivered together?,True,12,12,0.7169857683407356,True,True,True,12,0.9195174726923353,False,True,False,12,0.9418174189894809,True,True,True
Please clarify the following point: i have bought an Ather 2-wheeler but I want to have a distinct model. What should I do.,True,110,110,0.9604835660296293,True,True,True,110,0.9952050710024024,True,True,True,110,0.9960386395718225,True,True,True
For what reason is University of Toronto smoke-free?,False,,224,0.3863787866817175,False,False,False,258,0.8806983500285945,False,False,False,258,0.8722708791804156,False,False,False
What should be understood about the guarantee being provided by Ather?,True,330,341,0.4679964731156991,False,False,False,368,0.9469641730785987,True,False,False,368,0.9537004953012819,True,False,False
I am trying to deactivate my profile - what is the process?,True,211,211,0.5217132157290248,False,True,False,69,0.9045206599861417,False,False,False,69,0.856848322239192,False,False,False
I need guidance on this matter: how secure is the transaction through SuperCoin Settle the amount.,True,296,296,0.6056971206556205,True,True,True,296,0.9059302448660737,False,True,False,296,0.8947230060392221,False,True,False
Can you predict next week's lottery numbers?,False,,366,0.257925601554145,False,False,False,335,0.8489297957990358,False,False,False,366,0.8394041739235233,False,False,False
Explain how this works: for how long is a transaction code as a part of SuperCoin Settle the amount valid once it is generated.,True,442,442,0.8739097086324795,True,True,True,442,0.9740127386513187,True,True,True,442,0.9774148985906929,True,True,True
I need a clear description of if I do not want my cards to be imported.,True,199,199,0.8813359930549067,True,True,True,199,0.9589056917407554,True,True,True,199,0.9705091746577185,True,True,True
Give me the details of the costs applicable for guarantee claim in case of a refurbished item.,True,34,34,0.6631700932606546,True,True,True,34,0.9187909436143376,False,True,False,34,0.9278342637835305,True,True,True
Confirm whether a pick-up shop choice better than having the shipment sent directly to me.,True,41,41,0.897079874603383,True,True,True,41,0.9789386221166629,True,True,True,41,0.9867667870889135,True,True,True
Would it be possible to redeem SuperCoins to avail discounts for items on Shopsy?,True,387,387,0.6805966069176076,True,True,True,387,0.933076965489954,True,True,True,180,0.9433337572549347,True,False,False
I need guidance on this matter: i'm waiting for an revise on the current state of my Visa submission. Can I register for Jump Start.,False,,461,0.27016952618771684,False,False,False,451,0.9144032938985431,False,False,False,451,0.9132868628310431,True,False,False
What steps should someone follow to send back or exchange an product?,True,223,223,0.5236342861265941,False,True,False,327,0.86391747835947,False,False,False,327,0.8869030260184,False,False,False
I need guidance on this matter: i lost my guarantee card. How can I get guarantee.,True,98,98,0.5736243148295133,False,True,False,98,0.9315599204250246,True,True,True,37,0.910619212082081,True,False,False
Explain how this works: how will the SuperCoins earned be calculated if I choose to order a item with 'SuperCoins Price'.,True,151,151,0.7898909776331156,True,True,True,151,0.9670073788421594,True,True,True,151,0.9671003410370912,True,True,True
Is it necessary to have to settle the amount anything extra to order or make use of a Present Card?,True,298,298,0.6677191161550616,True,True,True,298,0.9286801723067483,True,True,True,298,0.9492743673113186,True,True,True
Explain the advantage of buying a Hero MotoCorp 2-wheeler vehicle through Flipkart.,True,38,38,0.9712551884338185,True,True,True,38,0.9872617581085164,True,True,True,38,0.995164627694195,True,True,True
Must someone get a spare tyre with Ampere Magnus EX?,True,496,496,0.8769564902501493,True,True,True,496,0.9797571683164253,True,True,True,496,0.9903549285564749,True,True,True
Give me the details of the amount I can shop for with Money on Shipment transaction choice.,True,210,210,0.5051373608436186,False,True,False,210,0.9021415492591881,False,True,False,193,0.8861018828443331,False,False,False
Is it the case that I would get the choice to test drive a Hero MotoCorp 2-wheeler? How many times will I be allowed to take a test drive in the same purchase?,True,307,307,0.8582768571043166,True,True,True,307,0.9917265738919383,True,True,True,307,0.9925102191195758,True,True,True
What should be understood about Money on Shipment?,True,294,324,0.3617866125680164,False,False,False,132,0.8402401595130173,False,False,False,132,0.8807494438631833,False,False,False
Please explain see the 'Cancel' button but I can't click on it. Why.,True,160,160,0.9950204752401162,True,True,True,160,0.995396893209487,True,True,True,160,0.9992840171122169,True,True,True
Clarify what should I do if I don't get the bill for my purchase.,True,2,2,0.6292038311959223,True,True,True,2,0.9857813544006178,True,True,True,2,0.9638256598125956,True,True,True
"Please clarify the following point: my permit is about to expire, how and when should I put in an application to extend it.",False,,390,0.37733616560030403,False,False,False,136,0.8869483439061687,False,False,False,213,0.8870183759764186,False,False,False
Can you calculate my income tax return?,False,,366,0.2802673840062765,False,False,False,227,0.8531694972767466,False,False,False,232,0.8810067329721051,False,False,False
Confirm whether it necessary to have an profile to shop on Flipkart.,True,91,91,0.9259170253267656,True,True,True,91,0.975380021245129,True,True,True,91,0.9794437365300264,True,True,True
Please explain does 'Instant Cashback' work.,True,198,198,0.9776871661667165,True,True,True,198,0.9306708703354442,True,True,True,198,0.9797202752320984,True,True,True
How do I install solar panels on a roof?,False,,234,0.4374586979217017,False,False,False,171,0.8580180088449683,False,False,False,271,0.841268942779821,False,False,False
Would it be possible to choose PhonePe digital purse as a money back choice?,True,275,275,0.394931066058955,False,True,False,187,0.8902246703282471,False,False,False,275,0.912851648561719,True,True,True
What investigations are carried out in Finance?,False,,177,0.41416071766049245,False,False,False,34,0.7898983354944181,False,False,False,116,0.7966867825530016,False,False,False
Explain how this works: am I qualified to stay in Canada after completing my degree degree.,False,,125,0.4023797177487426,False,False,False,44,0.8754362924424103,False,False,False,77,0.8580906583600428,False,False,False
Is it permitted to order more than one BGauss 2-wheeler in my name/same Flipkart profile?,True,27,27,0.8232557989026223,True,True,True,27,0.955322001519803,True,True,True,27,0.9734478979742361,True,True,True
I need guidance on this matter: how does the pick-up shop choice on Flipkart work.,True,153,153,0.6593080511228516,True,True,True,153,0.9354479164438018,True,True,True,153,0.9255078092882785,True,True,True
Clarify what will happen if Ather make approved retailer who will reach me is very far from my location.,True,440,440,0.7138980139988552,True,True,True,449,0.973072310599864,True,False,False,449,0.966301681670777,True,False,False
Give me the details of the procedure after settling payment the ex-showroom amount for Ampere Magnus EX on Flipkart.,True,5,5,0.6666288887499005,True,True,True,5,0.9599569267221725,True,True,True,5,0.9525677163973328,True,True,True
Which areas of learning belong to Language and Literacies Education?,False,,391,0.323497711604985,False,False,False,460,0.8001349638010911,False,False,False,83,0.8026143845644458,False,False,False
What lies behind the fact that do I require to download Alertable if I already have the University grounds Safety app?,False,,229,0.3388802979616352,False,False,False,199,0.8930733895411951,False,False,False,199,0.8760268347098665,False,False,False
What is the correct procedure to get my U of T student card?,False,,388,0.3887707403898205,False,False,False,243,0.8638491142923928,False,False,False,457,0.855478090947987,False,False,False
For what reason is the refurbished category not visible for me on my Flipkart app?,True,193,193,0.8607168801949767,True,True,True,193,0.980067637783021,True,True,True,193,0.9867978928189148,True,True,True
What steps should someone follow to settle the amount for my purchase?,True,302,205,0.3863308933416352,False,False,False,357,0.9013065321433811,False,False,False,357,0.8837357139700042,False,False,False
"Is it permitted to drop a class, or learn part-time?",False,,48,0.27269012885645283,False,False,False,442,0.865369139166463,False,False,False,397,0.850432919714004,False,False,False
Clarify what will happen to the cashback if I send back a item.,True,120,120,0.7970795337484978,True,True,True,120,0.9747395872073307,True,True,True,120,0.9629259356762616,True,True,True
I need to establish what will happen if the make approved retailer who will reach me is very far from my location.,True,452,449,0.6811235524040855,True,False,False,449,0.9450021940678132,True,False,False,449,0.9415394326565796,True,False,False
What lies behind the fact that do I see a dispatch charge for an product with the Plus badge?,True,25,25,0.7107353650862812,True,True,True,25,0.9627515555416651,True,True,True,25,0.9647657651790541,True,True,True
Please clarify the following point: will the shipment be tried again if I'm not able to collect my purchase the first time.,True,252,252,0.890474199481885,True,True,True,252,0.9853004962892058,True,True,True,252,0.986903782619783,True,True,True
Give me the details of 'SuperCoins Rewards' on offer on the SuperCoin Zone and how can I avail them.,True,405,405,0.7762962999829199,True,True,True,405,0.959393266479073,True,True,True,405,0.9650133298128075,True,True,True
Should I expect to get the choice to test drive a Bounce 2-wheeler? How many times will I be allowed to take a test drive in the same purchase?,True,295,295,0.927863374074715,True,True,True,295,0.9913938308410793,True,True,True,295,0.9931576258976441,True,True,True
Am I expected to require to wear an academic hood?,False,,392,0.42023990696294644,False,False,False,197,0.850497529537138,False,False,False,416,0.8503918301160353,False,False,False
Explain how this works: there is no seal on the guarantee card I got. How will I claim guarantee.,True,18,18,0.7946982141577146,True,True,True,18,0.9739657610098522,True,True,True,18,0.9722606771359739,True,True,True
What steps should someone follow to order with a Present card?,True,350,327,0.37213053042567273,False,False,False,394,0.887463884472589,False,False,False,394,0.8924315605556608,False,False,False
Describe for me sellers on Flipkart ship internationally.,True,271,271,0.8777545055265168,True,True,True,193,0.9036342599534919,False,False,False,271,0.9039419354137133,False,True,False
Tell me if 'Credit Card No Charge EMI' transaction method on offer on Flipkart's website and mobile app.,True,278,278,0.7531484343750657,True,True,True,278,0.9538177118953765,True,True,True,278,0.9560180315817463,True,True,True
Am I allowed to make use of an overseas identifier to sign up?,True,197,197,0.5298333696348014,False,True,False,197,0.9198615431732725,False,True,False,197,0.9252821170983927,True,True,True
"Please clarify the following point: i have an Axis Financial institution Buzz Credit Card, can I still put in an application for the Flipkart Axis Financial institution Credit Card.",True,241,241,0.7820013620305756,True,True,True,241,0.9742639166936524,True,True,True,241,0.9729137491668728,True,True,True
What shape does Electrical & Computer Engineering Undergraduate Degree take?,False,,112,0.5173894164880499,False,False,False,148,0.873138306675333,False,False,False,148,0.8479721255020347,False,False,False
I need a clear description of accessories will be provided with Magnus EX.,True,434,434,0.8656884358760515,True,True,True,434,0.9437921810291242,True,True,True,434,0.9692559718897383,True,True,True
What steps should someone follow to get invoices for my previous purchases without having to verify my e-mails?,True,44,44,0.7807604462770112,True,True,True,44,0.9247441947521399,True,True,True,44,0.9386466237932248,True,True,True
Confirm whether someone would get a wall mount for my television in the box.,True,92,92,0.8356251603129441,True,True,True,92,0.9617794615492675,True,True,True,92,0.968222649243169,True,True,True
