query,is_answerable,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_top1_correct,tfidf_correct_answer,w2v_mean_predicted_faq_id,w2v_mean_similarity,w2v_mean_accepted,w2v_mean_top1_correct,w2v_mean_correct_answer,w2v_tfidf_predicted_faq_id,w2v_tfidf_similarity,w2v_tfidf_accepted,w2v_tfidf_top1_correct,w2v_tfidf_correct_answer
Which professions follow on from Global Affairs?,True,210,210,0.5616226712738818,True,True,True,210,0.8906429975591025,False,True,False,210,0.904489634025432,False,True,False
What is the best camera for wildlife photography?,False,,431,0.48030682229118243,True,False,False,431,0.9765618169954653,True,False,False,431,0.9092455431566193,False,False,False
Clarify what should I do if I don't get the bill for my purchase.,False,,493,0.45013335821938494,False,False,False,424,0.953551192283573,True,False,False,493,0.929029737044344,False,False,False
Describe for me does 'Out of Stock' mean.,False,,304,0.34641187931053,False,False,False,323,0.8592867727504927,False,False,False,323,0.8693756274870956,False,False,False
Explain how this works: i received a suspicious-looking email from a U of T profile. How can I tell if it's legitimate.,True,477,477,0.9130742768781029,True,True,True,477,0.9883859353745051,True,True,True,477,0.9905695086449111,True,True,True
Please clarify the following point: does this policy put in an application to the federated/theological colleges.,True,307,307,0.7647057773533541,True,True,True,307,0.9211175691904184,False,True,False,307,0.9400309198701015,False,True,False
Explain how this works: how long does it take to call off an purchase.,False,,453,0.5189117111802597,True,False,False,453,0.9271619769988195,False,False,False,453,0.9413425882444644,False,False,False
I need guidance on this matter: if I require to provide proof of English language proficiency will I get an offer of entry.,True,263,263,0.86151478132742,True,True,True,263,0.9867255571839841,True,True,True,263,0.9850947200184337,True,True,True
Give me the details of the 'Save Card' function.,False,,463,0.33642827203454984,False,False,False,354,0.8796641972522067,False,False,False,354,0.8997189544297226,False,False,False
I need guidance on this matter: should I call Flipkart's Customer Care for set-up once my item is delivered.,False,,300,0.3179236200409271,False,False,False,494,0.9427043204318509,True,False,False,494,0.9388146135261853,False,False,False
Please clarify the following point: how long will it take for a money back from Flipkart to my PhonePe digital purse.,False,,453,0.42671553487908737,False,False,False,359,0.909286656830319,False,False,False,381,0.9271574907969292,False,False,False
"Please explain the award is renewable, what grade should I maintain.",True,372,372,0.8384880677491453,True,True,True,372,0.9623896523673989,True,True,True,372,0.9634905397963021,True,True,True
What lies behind the fact that is University of Toronto smoke-free?,True,303,303,0.8089136420157104,True,True,True,303,0.9513235379255978,True,True,True,303,0.9776135649028362,True,True,True
Describe for me am I matched to a practicum.,True,478,478,0.7319442079070537,True,True,True,484,0.9289963029556574,False,False,False,490,0.9374919547661759,False,False,False
What shape does Urban Innovation take?,True,102,102,0.5480812047386103,True,True,True,403,0.8708036973240049,False,False,False,403,0.8511242852759837,False,False,False
What steps should someone follow to enroll in my first-year classes?,True,464,464,0.6762228958513454,True,True,True,454,0.8933891586169569,False,False,False,470,0.9152063209618116,False,False,False
Please clarify the following point: i reviewed your Partner Organizations on the FIFSW website. Why is it that I do not see a particular practicum in this year's choices.,True,490,490,0.8687191468275883,True,True,True,490,0.994377504214212,True,True,True,490,0.9948109101122499,True,True,True
Please clarify the following point: i'm not feeling well. Can I see a doctor or mental health professional on university grounds.,True,475,475,0.8232431396637008,True,True,True,475,0.9815162971275437,True,True,True,475,0.9825427144689115,True,True,True
Is it permitted to take the shipment after opening and checking the contents inside?,False,,252,0.32638976504606976,False,False,False,417,0.8689162675429801,False,False,False,496,0.8742803920033555,False,False,False
Which scholarly work happens within Dentistry (with Specialty Training)?,True,183,183,0.6034222962824147,True,True,True,130,0.9124447867677209,False,False,False,232,0.9153688060423989,False,False,False
Which professions follow on from Physical Therapy?,True,85,85,0.6008685403229872,True,True,True,85,0.8569247070748703,False,True,False,85,0.8777300023673706,False,True,False
"Please clarify the following point: i'm getting an error message that says, 'You've exceeded the maximum identifier of attempts to enter correct verification code'. How can I log in to my Flipkart profile now.",False,,379,0.2901059151256866,False,False,False,379,0.9293143350062764,False,False,False,493,0.917321599237266,False,False,False
I need guidance on this matter: how long does it take CIC to procedure my submission.,True,453,453,0.7432154992198001,True,True,True,453,0.9642433110656315,True,True,True,453,0.9705302977836143,True,True,True
Explain the cause: is my work/volunteer experience not considered when I am matched for an interview.,True,494,494,0.9414904329832341,True,True,True,494,0.9718021551408468,True,True,True,494,0.9874281226192998,True,True,True
How do people who finish Social Work progress professionally?,True,94,125,0.38734126876490604,False,False,False,439,0.8859372892451612,False,False,False,439,0.8795341538913628,False,False,False
Please clarify the following point: does dropping a class or taking a gap year affect my legal current state.,True,461,461,0.7223867749120529,True,True,True,461,0.9745007331588467,True,True,True,461,0.9783889625467862,True,True,True
"I need a clear description of Once I'm inside Convocation Hall, will I be able to leave and enter again.",True,274,274,0.9613417572262536,True,True,True,274,0.9828862211224286,True,True,True,274,0.9927098631944593,True,True,True
Confirm whether someone would require to show ID to collect my gown.,True,276,276,0.7338575829075814,True,True,True,276,0.953022095452356,True,True,True,276,0.965178187132752,True,True,True
Is it the case that I would be able to live in the same room after Jump Start?,True,328,328,0.8495819503125814,True,True,True,328,0.9448757033966149,True,True,True,328,0.9599059146273138,True,True,True
I need to establish what does 'Transfer' Present Card in my Digital purse do.,False,,463,0.37330649352402895,False,False,False,341,0.9042321643836284,False,False,False,379,0.9055219877435146,False,False,False
What is the correct procedure to settle the amount my fees fees?,True,469,469,0.5087981902682476,True,True,True,386,0.9267654604538696,False,False,False,386,0.8946742933019032,False,False,False
What working life comes after Chemistry?,True,239,189,0.40978744451714666,False,False,False,131,0.8750769889535229,False,False,False,27,0.8984679285203915,False,False,False
What should be understood about an Exclusion?,True,391,391,0.6493108256155026,True,True,True,254,0.9085403960993461,False,False,False,494,0.9116935111276256,False,False,False
Explain how this works: am I qualified to stay in Canada after completing my degree degree.,True,456,456,0.8106815080790213,True,True,True,456,0.9398174459027393,True,True,True,456,0.9462943906865597,False,True,False
Is it permitted to bring bags into Convocation Hall?,True,272,272,0.9058875727429684,True,True,True,252,0.9106287628285592,False,False,False,327,0.917872135648386,False,False,False
Is it necessary to require to wear an academic hood?,True,277,277,0.6679990666565563,True,True,True,255,0.9156966243163935,False,False,False,277,0.9299996687197775,False,True,False
What is the correct procedure to include a new shipment location to my Flipkart profile?,False,,241,0.2787235261699298,False,False,False,386,0.9420933759864238,True,False,False,386,0.8870667963584913,False,False,False
Am I expected to require to submit proof of English proficiency?,True,357,357,0.7442275934343043,True,True,True,357,0.9657947585534635,True,True,True,357,0.9782659043168864,True,True,True
Describe the way Geography is arranged.,True,78,178,0.4911125648028194,True,False,False,289,0.9156075669693726,False,False,False,170,0.9032090431895373,False,False,False
Can you calculate my income tax return?,False,,455,0.3323365187625382,False,False,False,465,0.8352176467410805,False,False,False,245,0.8271525858572455,False,False,False
Would it be possible to send back my Ather 2-wheeler in case I get a damaged vehicle?,False,,429,0.3825417141596238,False,False,False,484,0.935947616442575,True,False,False,369,0.9338463264157625,False,False,False
I need guidance on this matter: how is Bajaj Finserv transaction method distinct from the credit card EMI transaction method.,False,,289,0.4793213560032453,True,False,False,490,0.9174281836842003,False,False,False,490,0.9117184042849128,False,False,False
Where can I stream the championship match?,False,,308,0.30989613954027895,False,False,False,281,0.9062460263867556,False,False,False,471,0.8715920501989732,False,False,False
What is the timing for when should I register for classes at U of T Mississauga?,True,394,394,0.8809129846084063,True,True,True,394,0.9597329213653678,True,True,True,394,0.9774555538147799,True,True,True
What material does Adult Education and Community Development teach?,True,20,20,0.8180680543470139,True,True,True,152,0.9171579922242648,False,False,False,214,0.9349584639565716,False,False,False
Would it be possible to get UTAlert notifications from all three campuses?,True,290,290,0.725367650674765,True,True,True,290,0.9172967274030587,False,True,False,290,0.9576564587450085,True,True,True
I need a clear description of does smoke-free mean? Does this include cannabis.,True,304,304,0.932843454311578,True,True,True,304,0.9317079383094887,True,True,True,304,0.9802049041399459,True,True,True
Which page should someone visit to go to smoke?,True,308,308,0.5775297608441164,True,True,True,312,0.9094619130402801,False,False,False,312,0.9032719426788005,False,False,False
I want to establish whether the amount for an Ather 2-wheeler inclusive of subsidy.,False,,249,0.358592600779736,False,False,False,248,0.91781984171329,False,False,False,248,0.9271229075323622,False,False,False
Confirm whether there a filter on offer through which I can only see products with a Plus badge.,False,,475,0.26226466746217336,False,False,False,495,0.9310291905139486,True,False,False,244,0.9118592813000254,False,False,False
Which study areas does Anthropology pursue?,True,114,61,0.4345036810432306,False,False,False,43,0.8705539399203402,False,False,False,67,0.8920942177195783,False,False,False
Please explain do I collect my graduation gown.,True,275,275,0.7884228577209982,True,True,True,275,0.9396087391209572,True,True,True,275,0.9425251142089959,False,True,False
I need guidance on this matter: it says in my Engineering Applicant Portal that I will be receiving a funding award for first year -- do I have to do something to get this.,True,470,470,0.8397827413089497,True,True,True,470,0.9927911104775674,True,True,True,470,0.9912508254771225,True,True,True
I need guidance on this matter: how should I settle the amount the submission fee.,True,418,418,0.5576926899318295,True,True,True,418,0.9419696111526069,True,True,True,418,0.9233401308981593,False,True,False
Please clarify the following point: i received an offer to a degree or U of T university grounds that I didn't put in an application to. What does this mean.,True,353,353,0.7559605628356976,True,True,True,353,0.9759144655882716,True,True,True,353,0.9771682336969407,True,True,True
Would it be possible to clap or cheer during the convocation ceremony?,True,280,280,0.8311568156455919,True,True,True,421,0.9252358312402293,False,False,False,280,0.9356295949209498,False,True,False
Which areas of learning belong to Dalla Lana School of Public Health?,True,80,80,0.7318223065766176,True,True,True,95,0.8986657959870384,False,False,False,80,0.9436388840933387,False,True,False
Is it permitted to modify my class timetable?,True,465,465,0.4235022727373807,False,True,False,384,0.8985275784786108,False,False,False,496,0.894882195137223,False,False,False
How do I replace a car battery?,False,,500,0.45828238129496884,False,False,False,262,0.9318362889852206,True,False,False,262,0.8787584672088696,False,False,False
Would it be possible to make use of the Money on Shipment transaction choice for every item I order on Flipkart?,False,,458,0.24241012501811218,False,False,False,369,0.9421906967045834,True,False,False,379,0.9362067688532274,False,False,False
Which page should someone visit to get details on applying for a post-graduate work permit (PGWP)?,True,460,460,0.7615069605991126,True,True,True,458,0.9352574187337727,True,False,False,460,0.9462655258803553,False,True,False
I need guidance on this matter: how will I locate out how many transfer credits I have received.,True,387,387,0.8433226911981558,True,True,True,387,0.9885732067747195,True,True,True,387,0.9865838447885101,True,True,True
"How do people who finish Drama, Theatre and Performance Studies progress professionally?",True,155,32,0.5999994145457457,True,False,False,445,0.8204931701075991,False,False,False,132,0.8748852432518504,False,False,False
Describe for me My academic records are in a language other than English. Shall I also submit English translations of my documents.,True,427,427,0.9379999200158823,True,True,True,427,0.9882125714910454,True,True,True,427,0.9894213542786228,True,True,True
Clarify what charging choices are on offer with Ather 2-wheelers. Is there a separate charge associated with it.,False,,446,0.268588680624836,False,False,False,362,0.9022968411746247,False,False,False,490,0.9205137029229044,False,False,False
Give me the details of an Extra.,True,392,392,0.590181418467026,True,True,True,354,0.8870531138861621,False,False,False,259,0.9099032423872433,False,False,False
Am I allowed to forfeit awarded transfer credit?,True,393,393,0.8940167298217915,True,True,True,393,0.9189126090810027,False,True,False,393,0.9668426140504228,True,True,True
"Which jobs tend to follow Bachelor of Arts, Visual Studies?",True,212,42,0.6733628065135215,True,False,False,2,0.896122369688806,False,False,False,1,0.9212498483763021,False,False,False
Which qualifications does Master of Landscape Architecture expect?,True,173,119,0.5768055353825186,True,False,False,173,0.9296836950371183,False,True,False,173,0.9366989859214941,False,True,False
What is the correct procedure to get my U of T student card?,True,463,463,0.8661192809996436,True,True,True,399,0.9115290351962883,False,False,False,463,0.935801314584628,False,True,False
"I need guidance on this matter: i'm an overseas student, where can I locate details on learn permits and work permits.",True,473,473,0.7707119294431926,True,True,True,473,0.9798728711773613,True,True,True,473,0.9792038540337713,True,True,True
Please clarify the following point: how will I claim guarantee for refurbished items.,False,,379,0.28397084176500414,False,False,False,337,0.8699489421058071,False,False,False,321,0.8728532030926645,False,False,False
"Should I expect to be considered for all of the programs I applied to at the same time, or only in the purchase I ranked them?",True,337,337,0.9224837778275257,True,True,True,337,0.9877399353611288,True,True,True,337,0.9901407124456884,True,True,True
What is the correct procedure to know if I'm already in the UTAlert system?,True,286,286,0.8850890569276132,True,True,True,372,0.9191336891700008,False,False,False,286,0.9447207145359303,False,True,False
What are today's cricket scores?,False,,360,0.25831419559345936,False,False,False,433,0.8463107569746748,False,False,False,366,0.8676401487456711,False,False,False
Describe the way Pro Bono Students Canada (PBSC) is arranged.,True,195,195,0.8053561887613168,True,True,True,195,0.8910550306840063,False,True,False,195,0.9552935943386506,True,True,True
Clarify what about residence members who smoke at night? Did you consider their safety having to go off university grounds.,True,311,311,0.9511078792287846,True,True,True,311,0.9954753659074862,True,True,True,311,0.995942127154666,True,True,True
I am looking for the right location to get details on the current state of my submission.,True,441,441,0.298681342638385,False,True,False,321,0.9326100862527619,True,False,False,379,0.9269859507856903,False,False,False
Is it permitted to make changes to my submission after I paid the submission fee?,True,416,416,0.7914839988042016,True,True,True,386,0.9408249846448227,True,False,False,416,0.9481182607457237,False,True,False
Please clarify the following point: should I send the results from classes I take in the summer before I start U of T Mississauga.,True,400,400,0.8573185676246794,True,True,True,400,0.9922831014576993,True,True,True,400,0.9917919759720141,True,True,True
What teaching is provided inside Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field)?,True,34,34,0.7325219679024536,True,True,True,15,0.9722564127202926,True,False,False,15,0.982727720501541,True,False,False
"Which areas of learning belong to Drama, Theatre and Performance Studies?",True,132,32,0.6940006563748948,True,False,False,132,0.8633103083103376,False,True,False,132,0.9266220923604654,False,True,False
Am I allowed to reactivate my inactive Flipkart profile?,False,,355,0.5020387671808537,True,False,False,276,0.9238034946762244,False,False,False,276,0.884203121937011,False,False,False
I need guidance on this matter: the reach details of my referee has changed. As I have already submitted the online submission how can I edit the referee's reach details.,True,434,434,0.7777045333237618,True,True,True,434,0.9831005177114381,True,True,True,434,0.9834359480068443,True,True,True
Please clarify the following point: am I required to have a police verify done for my practicum.,True,484,484,0.7377845615736092,True,True,True,484,0.9786772465927395,True,True,True,484,0.9781506535478026,True,True,True
How is Biotechnology organised?,True,73,73,0.5251971246951342,True,True,True,417,0.7953558270923161,False,False,False,283,0.7724361913909468,False,False,False
Please explain should I do if I am unable to move into residence on September 1st as a Jump Start residence student.,True,327,327,0.952399955763572,True,True,True,327,0.9855161003132927,True,True,True,327,0.9927814718221638,True,True,True
"I need guidance on this matter: i was provided entry to one degree, but now I want to transfer to another. Can I.",True,269,269,0.829402411243161,True,True,True,269,0.9739149912872579,True,True,True,269,0.9703351114267073,True,True,True
How do I tune an acoustic guitar?,False,,407,0.4147347388672071,False,False,False,264,0.9369570298843101,True,False,False,264,0.8990763531436011,False,False,False
Which topics are covered inside Electrical and Computer Engineering?,True,43,43,0.5583983006330834,True,True,True,224,0.9033831822830407,False,False,False,43,0.9362397332523991,False,True,False
How do I install solar panels on a roof?,False,,314,0.3831992960320054,False,False,False,500,0.9280240856030793,False,False,False,478,0.8681895399316958,False,False,False
"For what reason did I get an email or app alert, but not a text message?",True,298,298,0.8861022827241549,True,True,True,298,0.975062694999148,True,True,True,298,0.9893288522754172,True,True,True
I am trying to follow my purchase for the Hero MotoCorp 2-wheeler after completing my transaction on Flipkart - what is the process?,False,,456,0.4366476487489339,False,False,False,379,0.92546559062884,False,False,False,379,0.9309133607579073,False,False,False
For what reason do I require to download Alertable if I already have the University grounds Safety app?,True,295,295,0.7640903525797549,True,True,True,295,0.9710957518240525,True,True,True,295,0.9835152865397276,True,True,True
"Give me the details of the difference between an entry category, a degree, and POSt? Can I put in an application directly to my degree or specialist/major/minor.",True,335,335,0.764497664702757,True,True,True,335,0.9388887700649845,True,True,True,335,0.9523363251635281,True,True,True
Where can study projects be found in Master of Education in Counselling Psychology; (Global Mental Health & Counselling Psychology Field) Dual Degree Programs?,True,24,24,0.8513380624170777,True,True,True,10,0.9717852891539983,True,False,False,10,0.9802363544358073,True,False,False
I want to establish whether class time adjusted to accommodate people who want to go out for a break to smoke or vape.,True,312,312,0.9673492427384045,True,True,True,312,0.9877605904870499,True,True,True,312,0.9946587409642832,True,True,True
Would it be possible to get UTAlerts if I don't work/learn at U of T?,True,287,287,0.6378868770543218,True,True,True,287,0.9521501887938866,True,True,True,287,0.962751868339171,True,True,True
Which jobs tend to follow Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field)?,True,12,34,0.7465538710789696,True,False,False,24,0.9562100272597992,True,False,False,24,0.9708165958488918,True,False,False
I need a clear description of sellers on Flipkart ship internationally.,False,,442,0.32558669181869393,False,False,False,251,0.8932105306727427,False,False,False,251,0.879902903601814,False,False,False
What time does the next train leave?,False,,304,0.22230417526314838,False,False,False,302,0.8789748320451112,False,False,False,307,0.8997020081833462,False,False,False
Explain how this works: i know someone who would like to quit smoking or vaping. Are there resources on offer at U of T to assistance them.,True,316,316,0.871544301492663,True,True,True,316,0.9868622311500764,True,True,True,316,0.9898922718779662,True,True,True
Please clarify the following point: am I qualified to work in Canada while learning.,True,452,452,0.5941832126456676,True,True,True,452,0.9439831137313555,True,True,True,452,0.9436046357414751,False,True,False
"Which scholarly work happens within Innovation, Law and Technology?",True,219,219,0.5148728400808886,True,True,True,130,0.8873263295050746,False,False,False,130,0.9238209985530377,False,False,False
Confirm whether it okay if I miss an event during Jump Start.,True,325,325,0.9837951264290924,True,True,True,325,0.979199118957666,True,True,True,325,0.991883265086356,True,True,True
What lies behind the fact that didn't I get the alert right away - or at all?,True,299,299,0.8281766624549924,True,True,True,299,0.9615379499605774,True,True,True,299,0.9804448899626804,True,True,True
What should be understood about Flipkart Plus degree?,False,,420,0.33720000532849975,False,False,False,423,0.8477202825096182,False,False,False,494,0.8740617137721508,False,False,False
Would it be possible to work on- and/or off-campus?,True,457,457,0.7515227321969654,True,True,True,310,0.9221864390671329,False,False,False,457,0.94772763206607,False,True,False
Which study areas does Master of Forest Conservation pursue?,True,194,44,0.6016515952541011,True,False,False,44,0.9240084033864016,False,False,False,194,0.9363912480859194,False,True,False
I need guidance on this matter: i'm waiting for an revise on the current state of my Visa submission. Can I register for Jump Start.,True,321,321,0.7820219699039267,True,True,True,321,0.9820549056718585,True,True,True,321,0.975479781210578,True,True,True
What shape does SURE: Summer Undergraduate Scholarly work in Engineering take?,True,79,79,0.5669610004941424,True,True,True,133,0.8948800868882949,False,False,False,133,0.893406153980088,False,False,False
Which medicine should I take for a fever?,False,,363,0.31495182845126785,False,False,False,320,0.8732038791598221,False,False,False,320,0.874474219265054,False,False,False
Is it permitted to reject the Flipkart Quick purchase at the time of shipment?,False,,36,0.4011265684568885,False,False,False,289,0.902064277751159,False,False,False,289,0.8796378647810333,False,False,False
Which professions follow on from Mineral Engineering Undergraduate Degree?,True,205,205,0.6427821102935657,True,True,True,198,0.9361985162398905,True,False,False,198,0.9624585660454276,True,False,False
What is the timing for when is a send back of an product not possible?,False,,446,0.33969184384641593,False,False,False,371,0.9205945969267691,False,False,False,259,0.911952335441383,False,False,False
Am I allowed to complete both of my practicums at hospitals in Toronto?,True,492,492,0.9305259979574444,True,True,True,492,0.9645527526558656,True,True,True,492,0.9820605859861667,True,True,True
Which page should someone visit to get signs for smoke- and vape-free spaces?,True,315,315,0.6871330733040955,True,True,True,315,0.9211328437970017,False,True,False,315,0.9455480924191367,False,True,False
I need to establish what kind of computer or laptop should I order.,True,468,468,0.6953082171433992,True,True,True,468,0.9547226287929824,True,True,True,468,0.9564419172665434,True,True,True
Can you predict next week's lottery numbers?,False,,350,0.2530729921195529,False,False,False,280,0.8451653540913465,False,False,False,407,0.8768965780238264,False,False,False
Am I allowed to get a new Present Card for the remaining balance if my Present Card has expired?,False,,463,0.48187101528676235,True,False,False,369,0.9434613480436622,True,False,False,369,0.9366718717021963,False,False,False
Am I allowed to make use of my learn permit to put in an application for a SIN?,True,458,458,0.6680020482392977,True,True,True,450,0.9371351558189074,True,False,False,379,0.9355146578589447,False,False,False
I need guidance on this matter: i see that the guarantee terms for my item have changed on Flipkart from when I bought the item. Will this affect my guarantee.,False,,352,0.3626964607366939,False,False,False,442,0.933085111684812,True,False,False,379,0.9331734722798526,False,False,False
Tell me what accessories will be part of BGauss 2-wheelers. Do I have to settle the amount separately for accessories.,False,,241,0.3041614221006845,False,False,False,369,0.9291979278592523,False,False,False,494,0.9297884968249907,False,False,False
"Give an outline of PhD in Architecture, Landscape, and Design syllabus.",True,3,196,0.6530394136224653,True,False,False,53,0.9308335612018126,True,False,False,53,0.9541613110840679,True,False,False
Am I expected to require a learn permit to learn in Canada as an overseas student?,True,449,449,0.4853939043468972,True,True,True,449,0.9439742317881101,True,True,True,449,0.9535462177050361,True,True,True
Explain how this works: will you accept my submission and supporting documents prepared and submitted by an agent or consultant.,True,411,411,0.9321338307510498,True,True,True,411,0.9765284252250513,True,True,True,411,0.9846132824640509,True,True,True
What steps should someone follow to sign up for UTAlert?,True,285,285,0.7520881658953215,True,True,True,326,0.9010602244950542,False,False,False,326,0.9262890734503632,False,False,False
I need guidance on this matter: i recently became a Canadian Permanent Resident. How can I revise my legal current state on my submission.,True,415,415,0.7990763909047927,True,True,True,415,0.9788098475769188,True,True,True,415,0.9740521705897315,True,True,True
"Please clarify the following point: i am an Indigenous student, what do I require to know about registering for Jump Start.",True,320,320,0.7855263484500309,True,True,True,320,0.9902255901367706,True,True,True,320,0.9912538148415978,True,True,True
Explain how this works: my Present Card has expired. Can you extend its validity.,False,,459,0.3787223361432468,False,False,False,435,0.8811470450705058,False,False,False,369,0.9111253436173148,False,False,False
