text_a,text_b,label,faq_id,candidate_faq_id,split,pair_type
can you explain the structure of spanish uoft?,can you explain the structure of Spanish at UOFT?,1,9,9,train,positive
can you explain the structure of spanish uoft?,what subjects will I study in Child Study and Education at UOFT?,0,9,163,train,random
can you explain the structure of spanish uoft?,can you explain the structure of English at UOFT?,0,9,65,train,hard
can you explain structure of spanish at uoft?,can you explain the structure of Spanish at UOFT?,1,9,9,dev,positive
can you explain structure of spanish at uoft?,I want to apply to more than one program; do I have to submit more than one application?,0,9,414,dev,random
can you explain structure of spanish at uoft?,can you explain the structure of English at UOFT?,0,9,65,dev,hard
Could you tell me where do master of education in counselling psychology global mental health counselling psychology field graduates from uoft typically work?,where do Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) graduates from UOFT typically work?,1,10,10,train,positive
Could you tell me where do master of education in counselling psychology global mental health counselling psychology field graduates from uoft typically work?,I'm having trouble logging in to Join U of T. What should I do?,0,10,341,train,random
Could you tell me where do master of education in counselling psychology global mental health counselling psychology field graduates from uoft typically work?,where do Doctor of Education in Counselling Psychology (School Psychology Field) graduates from UOFT typically work?,0,10,37,train,hard
Help needed: where do master of education in counselling psychology global mental health counselling psychology field graduates uoft typically work?,where do Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) graduates from UOFT typically work?,1,10,10,train,positive
Help needed: where do master of education in counselling psychology global mental health counselling psychology field graduates uoft typically work?,what subjects will I study in Master of Forest Conservation at UOFT?,0,10,44,train,random
Help needed: where do master of education in counselling psychology global mental health counselling psychology field graduates uoft typically work?,what research opportunities exist in Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) at UOFT?,0,10,15,train,hard
Quick question: where master education in counselling psychology global mental health counselling psychology field graduates uoft typically work?,where do Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) graduates from UOFT typically work?,1,10,10,dev,positive
Quick question: where master education in counselling psychology global mental health counselling psychology field graduates uoft typically work?,what are the research strengths of Educational Leadership and Policy at UOFT?,0,10,161,dev,random
Quick question: where master education in counselling psychology global mental health counselling psychology field graduates uoft typically work?,what research opportunities exist in Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) at UOFT?,0,10,15,dev,hard
Help needed: what topic will i survey in global professional law uoft?,what subjects will I study in Global Professional Law at UOFT?,1,11,11,train,positive
Help needed: what topic will i survey in global professional law uoft?,what kind of research is done in Astronomy and Astrophysics at UOFT?,0,11,199,train,random
Help needed: what topic will i survey in global professional law uoft?,what can I do with a degree in Global Professional Law from UOFT?,0,11,63,train,hard
what topic will i survey in global professional law at uoft? Any idea?,what subjects will I study in Global Professional Law at UOFT?,1,11,11,train,positive
what topic will i survey in global professional law at uoft? Any idea?,Do I need to wear an academic hood?,0,11,277,train,random
what topic will i survey in global professional law at uoft? Any idea?,what kind of research is done in Global Professional Law at UOFT?,0,11,220,train,hard
Could you tell me what topic survey global professional law at uoft?,what subjects will I study in Global Professional Law at UOFT?,1,11,11,dev,positive
Could you tell me what topic survey global professional law at uoft?,I am planning on taking a prerequisite in the summer before starting my undergraduate studies. Will this affect my admission?,0,11,352,dev,random
Could you tell me what topic survey global professional law at uoft?,can you explain the structure of Global Professional Law at UOFT?,0,11,6,dev,hard
what are the vocation prognosis for doctor of education in counselling psychology counselling psychotherapy field graduates from uoft? Any idea?,what are the career prospects for Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field) graduates from UOFT?,1,12,12,train,positive
what are the vocation prognosis for doctor of education in counselling psychology counselling psychotherapy field graduates from uoft? Any idea?,how can I apply to Postdoctoral Studies in the School of Architecture at MCGILL?,0,12,95,train,random
what are the vocation prognosis for doctor of education in counselling psychology counselling psychotherapy field graduates from uoft? Any idea?,what courses are offered in Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field) at UOFT?,0,12,34,train,hard
Quick question: what are the vocation prognosis for doctor of education in counselling psychology counselling psychotherapy field graduates from uoft?,what are the career prospects for Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field) graduates from UOFT?,1,12,12,train,positive
Quick question: what are the vocation prognosis for doctor of education in counselling psychology counselling psychotherapy field graduates from uoft?,Where can I get information on applying for a post-graduate work permit (PGWP)?,0,12,460,train,random
Quick question: what are the vocation prognosis for doctor of education in counselling psychology counselling psychotherapy field graduates from uoft?,what courses are offered in Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field) at UOFT?,0,12,34,train,hard
what are the vocation prognosis doctor education counselling psychology counselling psychotherapy field graduates uoft?,what are the career prospects for Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field) graduates from UOFT?,1,12,12,dev,positive
what are the vocation prognosis doctor education counselling psychology counselling psychotherapy field graduates uoft?,Which method is the fastest?,0,12,289,dev,random
what are the vocation prognosis doctor education counselling psychology counselling psychotherapy field graduates uoft?,what courses are offered in Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field) at UOFT?,0,12,34,dev,hard
"Hi, what makes counselling and clinical psychology field in clinical psychology utsc curriculum at uoft unusual?",what makes the Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) program at UOFT unique?,1,13,13,train,positive
"Hi, what makes counselling and clinical psychology field in clinical psychology utsc curriculum at uoft unusual?",what are the admission requirements for Spanish at UOFT?,0,13,177,train,random
"Hi, what makes counselling and clinical psychology field in clinical psychology utsc curriculum at uoft unusual?",how can I apply to Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) at UOFT?,0,13,137,train,hard
what makes the counselling and clinical psychology field in clinical psychology utsc curriculum at uoft unusual? Any idea?,what makes the Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) program at UOFT unique?,1,13,13,train,positive
what makes the counselling and clinical psychology field in clinical psychology utsc curriculum at uoft unusual? Any idea?,what kind of research is done in Molecular Genetics at UOFT?,0,13,159,train,random
what makes the counselling and clinical psychology field in clinical psychology utsc curriculum at uoft unusual? Any idea?,how can I apply to Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) at UOFT?,0,13,137,train,hard
what makes the counselling and clinical psychology field clinical psychology utsc curriculum at uoft unequaled? Any idea?,what makes the Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) program at UOFT unique?,1,13,13,dev,positive
what makes the counselling and clinical psychology field clinical psychology utsc curriculum at uoft unequaled? Any idea?,When will I find out about scholarships?,0,13,368,dev,random
what makes the counselling and clinical psychology field clinical psychology utsc curriculum at uoft unequaled? Any idea?,how can I apply to Counselling and Clinical Psychology - Field in Clinical Psychology (UTSC) at UOFT?,0,13,137,dev,hard
can you explain the structure of educational leadership and policy at uoft? Thanks.,can you explain the structure of Educational Leadership and Policy at UOFT?,1,14,14,train,positive
can you explain the structure of educational leadership and policy at uoft? Thanks.,what makes the Master of Business Administration (Extended Full-Time MBA) program at UOFT unique?,0,14,109,train,random
can you explain the structure of educational leadership and policy at uoft? Thanks.,what subjects will I study in Educational Leadership and Policy at UOFT?,0,14,122,train,hard
can explain the structure of educational leadership policy at uoft? Thanks.,can you explain the structure of Educational Leadership and Policy at UOFT?,1,14,14,train,positive
can explain the structure of educational leadership policy at uoft? Thanks.,My name in my official transcripts is different from my passport / other transcripts; shall I provide a document explaining the discrepancy?,0,14,426,train,random
can explain the structure of educational leadership policy at uoft? Thanks.,what subjects will I study in Educational Leadership and Policy at UOFT?,0,14,122,train,hard
can you explain the structure of educational leadership and policy uoft? Any idea?,can you explain the structure of Educational Leadership and Policy at UOFT?,1,14,14,dev,positive
can you explain the structure of educational leadership and policy uoft? Any idea?,When is the move-in date? Do I need to apply for an early move-in?,0,14,326,dev,random
can you explain the structure of educational leadership and policy uoft? Any idea?,what subjects will I study in Educational Leadership and Policy at UOFT?,0,14,122,dev,hard
Could you tell me what research chance exist in master education counselling psychology global mental health counselling psychology field at uoft?,what research opportunities exist in Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) at UOFT?,1,15,15,train,positive
Could you tell me what research chance exist in master education counselling psychology global mental health counselling psychology field at uoft?,what subjects will I study in Electrical & Computer Engineering Undergraduate Program at UOFT?,0,15,218,train,random
Could you tell me what research chance exist in master education counselling psychology global mental health counselling psychology field at uoft?,where do Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) graduates from UOFT typically work?,0,15,10,train,hard
Could you tell me what research chance exist master of education counselling psychology global mental health counselling psychology field uoft?,what research opportunities exist in Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) at UOFT?,1,15,15,train,positive
Could you tell me what research chance exist master of education counselling psychology global mental health counselling psychology field uoft?,My referee did not receive the email from the School of Graduate Studies. Could you please resend it?,0,15,432,train,random
Could you tell me what research chance exist master of education counselling psychology global mental health counselling psychology field uoft?,where do Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) graduates from UOFT typically work?,0,15,10,train,hard
what research chance exist in master of education in counselling psychology global mental health counselling psychology field at uoft?,what research opportunities exist in Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) at UOFT?,1,15,15,dev,positive
what research chance exist in master of education in counselling psychology global mental health counselling psychology field at uoft?,what kind of research is done in Teaching at UOFT?,0,15,112,dev,random
what research chance exist in master of education in counselling psychology global mental health counselling psychology field at uoft?,where do Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) graduates from UOFT typically work?,0,15,10,dev,hard
Help needed: can explain the structure germanic languages and literatures at uoft?,can you explain the structure of Germanic Languages and Literatures at UOFT?,1,16,16,train,positive
Help needed: can explain the structure germanic languages and literatures at uoft?,I just sent my new English proficiency test score. How long does it take for the university to get it?,0,16,359,train,random
Help needed: can explain the structure germanic languages and literatures at uoft?,what are the career prospects for Germanic Languages and Literatures graduates from UOFT?,0,16,160,train,hard
can explain structure germanic languages literatures at uoft? Any idea?,can you explain the structure of Germanic Languages and Literatures at UOFT?,1,16,16,train,positive
can explain structure germanic languages literatures at uoft? Any idea?,Can I use my study permit to apply for a SIN?,0,16,458,train,random
can explain structure germanic languages literatures at uoft? Any idea?,what are the career prospects for Germanic Languages and Literatures graduates from UOFT?,0,16,160,train,hard
Could you tell me can you explain the structure of germanic languages and literatures at uoft?,can you explain the structure of Germanic Languages and Literatures at UOFT?,1,16,16,dev,positive
Could you tell me can you explain the structure of germanic languages and literatures at uoft?,Can I bring bags into Convocation Hall?,0,16,272,dev,random
Could you tell me can you explain the structure of germanic languages and literatures at uoft?,what are the career prospects for Germanic Languages and Literatures graduates from UOFT?,0,16,160,dev,hard
can explain the structure of health informatics at uoft? Any idea?,can you explain the structure of Health Informatics at UOFT?,1,17,17,train,positive
can explain the structure of health informatics at uoft? Any idea?,what kind of research is done in Ecology and Evolutionary Biology at UOFT?,0,17,127,train,random
can explain the structure of health informatics at uoft? Any idea?,can you explain the structure of Health Administration at UOFT?,0,17,30,train,hard
Help needed: can explain the structure of health informatics at uoft?,can you explain the structure of Health Informatics at UOFT?,1,17,17,train,positive
Help needed: can explain the structure of health informatics at uoft?,can you explain the structure of Political Science at UOFT?,0,17,21,train,random
Help needed: can explain the structure of health informatics at uoft?,can you explain the structure of Health Administration at UOFT?,0,17,30,train,hard
can explain structure health informatics at uoft?,can you explain the structure of Health Informatics at UOFT?,1,17,17,dev,positive
can explain structure health informatics at uoft?,what subjects will I study in Political Science at UOFT?,0,17,45,dev,random
can explain structure health informatics at uoft?,what can I do with a degree in Health Informatics from UOFT?,0,17,165,dev,hard
Quick question: what topic will i survey master of architecture post professional uoft?,what subjects will I study in Master of Architecture (post-professional) at UOFT?,1,18,18,train,positive
Quick question: what topic will i survey master of architecture post professional uoft?,what research opportunities exist in Master of Education in Counselling Psychology; (Global Mental Health & Counselling Psychology Field) Dual Degree Programs at UOFT?,0,18,24,train,random
Quick question: what topic will i survey master of architecture post professional uoft?,what are the admission requirements for Master of Architecture (post-professional) at UOFT?,0,18,187,train,hard
Could you tell me what topic i survey in master of architecture post professional uoft?,what subjects will I study in Master of Architecture (post-professional) at UOFT?,1,18,18,train,positive
Could you tell me what topic i survey in master of architecture post professional uoft?,"My visa or eTA is about to expire or already expired, can I travel/return to Canada with my valid study permit?",0,18,455,train,random
Could you tell me what topic i survey in master of architecture post professional uoft?,what are the admission requirements for Master of Architecture (post-professional) at UOFT?,0,18,187,train,hard
what topic will i survey in master of architecture post professional at uoft? Thanks.,what subjects will I study in Master of Architecture (post-professional) at UOFT?,1,18,18,dev,positive
what topic will i survey in master of architecture post professional at uoft? Thanks.,can you explain the structure of One Year MMPA at UOFT?,0,18,40,dev,random
what topic will i survey in master of architecture post professional at uoft? Thanks.,what are the admission requirements for Master of Architecture (post-professional) at UOFT?,0,18,187,dev,hard
can you explain the structure of school and clinical child psychology at uoft? Any idea?,can you explain the structure of School and Clinical Child Psychology at UOFT?,1,19,19,train,positive
can you explain the structure of school and clinical child psychology at uoft? Any idea?,"I'm currently enrolled in a graduate program, can I transfer to OISE and get credit for my studies?",0,19,246,train,random
can you explain the structure of school and clinical child psychology at uoft? Any idea?,what kind of research is done in School and Clinical Child Psychology at UOFT?,0,19,152,train,hard
Help needed: can you explain the structure of school and clinical child psychology at uoft?,can you explain the structure of School and Clinical Child Psychology at UOFT?,1,19,19,train,positive
Help needed: can you explain the structure of school and clinical child psychology at uoft?,I was refused admission - can I appeal?,0,19,270,train,random
Help needed: can you explain the structure of school and clinical child psychology at uoft?,what kind of research is done in School and Clinical Child Psychology at UOFT?,0,19,152,train,hard
Could you tell me can you explain the structure of school clinical child psychology at uoft?,can you explain the structure of School and Clinical Child Psychology at UOFT?,1,19,19,dev,positive
Could you tell me can you explain the structure of school clinical child psychology at uoft?,I was awarded the University of Toronto International Scholar Award. Is this scholarship offer tenable with other scholarships?,0,19,375,dev,random
Could you tell me can you explain the structure of school clinical child psychology at uoft?,can you explain the structure of Counselling & Clinical Psychology at UTSC at UOFT?,0,19,83,dev,hard
Help needed: what topic will i study in adult education and community development uoft?,what subjects will I study in Adult Education and Community Development at UOFT?,1,20,20,train,positive
Help needed: what topic will i study in adult education and community development uoft?,What is the process for referees?,0,20,431,train,random
Help needed: what topic will i study in adult education and community development uoft?,can you explain the structure of Adult Education and Community Development at UOFT?,0,20,4,train,hard
Help needed: what topic will i study in adult education and community development at uoft?,what subjects will I study in Adult Education and Community Development at UOFT?,1,20,20,train,positive
Help needed: what topic will i study in adult education and community development at uoft?,what subjects will I study in Social Justice Education at UOFT?,0,20,81,train,random
Help needed: what topic will i study in adult education and community development at uoft?,can you explain the structure of Adult Education and Community Development at UOFT?,0,20,4,train,hard
what topic will i study adult education and community development at uoft?,what subjects will I study in Adult Education and Community Development at UOFT?,1,20,20,dev,positive
what topic will i study adult education and community development at uoft?,what makes the Counselling and Clinical Psychology - Field in Clinical and Counselling Psychology (OISE) program at UOFT unique?,0,20,39,dev,random
what topic will i study adult education and community development at uoft?,can you explain the structure of Adult Education and Community Development at UOFT?,0,20,4,dev,hard
Help needed: can explain structure of political science at uoft?,can you explain the structure of Political Science at UOFT?,1,21,21,train,positive
Help needed: can explain structure of political science at uoft?,what kind of research is done in Electrical and Computer Engineering at UOFT?,0,21,67,train,random
Help needed: can explain structure of political science at uoft?,what subjects will I study in Political Science at UOFT?,0,21,45,train,hard
Quick question: can you explain the structure of political science uoft?,can you explain the structure of Political Science at UOFT?,1,21,21,train,positive
Quick question: can you explain the structure of political science uoft?,what can I do with a degree in Museum Studies from UOFT?,0,21,202,train,random
Quick question: can you explain the structure of political science uoft?,can you explain the structure of Medical Science at UOFT?,0,21,51,train,hard
can you explain the structure of political science at uoft? Any idea?,can you explain the structure of Political Science at UOFT?,1,21,21,dev,positive
can you explain the structure of political science at uoft? Any idea?,what are the career prospects for Speech-Language Pathology (Research) graduates from UOFT?,0,21,222,dev,random
can you explain the structure of political science at uoft? Any idea?,can you explain the structure of Medical Science at UOFT?,0,21,51,dev,hard
Could you tell me what subjects i study in curriculum and pedagogy at uoft?,what subjects will I study in Curriculum and Pedagogy at UOFT?,1,22,22,train,positive
Could you tell me what subjects i study in curriculum and pedagogy at uoft?,What personal information does the system store?,0,22,302,train,random
Could you tell me what subjects i study in curriculum and pedagogy at uoft?,can you explain the structure of Curriculum and Pedagogy at UOFT?,0,22,8,train,hard
Quick question: what subjects i study in curriculum and pedagogy uoft?,what subjects will I study in Curriculum and Pedagogy at UOFT?,1,22,22,train,positive
Quick question: what subjects i study in curriculum and pedagogy uoft?,where do Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) graduates from UOFT typically work?,0,22,10,train,random
Quick question: what subjects i study in curriculum and pedagogy uoft?,can you explain the structure of Curriculum and Pedagogy at UOFT?,0,22,8,train,hard
what subjects will i study curriculum and pedagogy at uoft? Any idea?,what subjects will I study in Curriculum and Pedagogy at UOFT?,1,22,22,dev,positive
what subjects will i study curriculum and pedagogy at uoft? Any idea?,How can I pay my tuition fees?,0,22,469,dev,random
what subjects will i study curriculum and pedagogy at uoft? Any idea?,can you explain the structure of Curriculum and Pedagogy at UOFT?,0,22,8,dev,hard
Help needed: can you explain the structure immunology uoft?,can you explain the structure of Immunology at UOFT?,1,23,23,train,positive
Help needed: can you explain the structure immunology uoft?,how can I apply to Postdoctoral Studies in the School of Architecture at MCGILL?,0,23,95,train,random
Help needed: can you explain the structure immunology uoft?,can you explain the structure of English at UOFT?,0,23,65,train,hard
Could you tell me can explain the structure of immunology at uoft?,can you explain the structure of Immunology at UOFT?,1,23,23,train,positive
Could you tell me can explain the structure of immunology at uoft?,what kind of research is done in Zheming (Taro) Cai at UOFT?,0,23,170,train,random
Could you tell me can explain the structure of immunology at uoft?,can you explain the structure of English at UOFT?,0,23,65,train,hard
"Hi, can you explain structure immunology at uoft?",can you explain the structure of Immunology at UOFT?,1,23,23,dev,positive
"Hi, can you explain structure immunology at uoft?",what subjects will I study in Master of Architecture (post-professional) at UOFT?,0,23,18,dev,random
"Hi, can you explain structure immunology at uoft?",can you explain the structure of English at UOFT?,0,23,65,dev,hard
what research chance exist in master of education in counselling psychology global mental health counselling psychology field dual degree programs at uoft?,what research opportunities exist in Master of Education in Counselling Psychology; (Global Mental Health & Counselling Psychology Field) Dual Degree Programs at UOFT?,1,24,24,train,positive
what research chance exist in master of education in counselling psychology global mental health counselling psychology field dual degree programs at uoft?,what subjects will I study in Applied Computing at UOFT?,0,24,141,train,random
what research chance exist in master of education in counselling psychology global mental health counselling psychology field dual degree programs at uoft?,where do Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field) graduates from UOFT typically work?,0,24,10,train,hard
