case,model,pretrained_mean_model,query,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_correct_answer,pretrained_mean_predicted_faq_id,pretrained_mean_similarity,pretrained_mean_accepted,pretrained_mean_correct_answer,sequence_predicted_faq_id,sequence_similarity,sequence_accepted,sequence_correct_answer
B,rnn,pw2v_mean,I need to establish what kind of computer or laptop should I order.,468,468,0.6953082171433992,True,True,468,0.8961853754804341,True,True,468,0.7186852824726706,False,False
B,rnn,pw2v_mean,Am I allowed to make use of my learn permit to put in an application for a SIN?,458,458,0.6680020482392977,True,True,458,0.9021615560663169,True,True,362,0.7533430609521006,False,False
B,rnn,pw2v_mean,Am I expected to require a learn permit to learn in Canada as an overseas student?,449,449,0.4853939043468972,True,True,450,0.8302596374301819,False,False,481,0.8298250075290682,True,False
B,rnn,pw2v_mean,What steps should someone follow to sign up for UTAlert?,285,285,0.7520881658953215,True,True,285,0.8022733111397118,False,False,285,0.7833012396548069,False,False
B,rnn,pw2v_mean,How is One Year MMPA organised?,40,40,0.7017167538004327,True,True,40,0.6671980490459899,False,False,200,0.48784868163064316,False,False
B,rnn,pw2v_mean,What material does Master of Urban Design (post-professional) teach?,56,56,0.7912178677882903,True,True,60,0.8451193751201103,False,False,430,0.4819507769831854,False,False
B,rnn,pw2v_mean,Explain the Practicum Administration System (PAS).,479,479,0.9215258710558522,True,True,479,0.9149312910996608,True,True,479,0.7699549876758217,False,False
B,rnn,pw2v_mean,"I need guidance on this matter: my permit is about to expire, how and when should I put in an application to extend it.",454,454,0.8296062254831887,True,True,454,0.9543794757994721,True,True,301,0.6561305376777632,False,False
B,rnn,pw2v_mean,I am trying to put in an application for financial aid - what is the process?,439,439,0.5632017070150773,True,True,326,0.834067573626762,False,False,322,0.5620695971823942,False,False
B,rnn,pw2v_mean,Where does a qualification in Aerospace Science and Engineering lead?,70,70,0.6838844380193606,True,True,70,0.8563958950381334,False,False,496,0.6382846065282574,False,False
B,rnn,pw2v_mean,Explain the scholarly work areas in SURE: Summer Undergraduate Scholarly work in Engineering.,133,133,0.6283235229808922,True,True,133,0.8082120224635456,False,False,443,0.48615066999230316,False,False
B,rnn,pw2v_mean,"I need guidance on this matter: if I have larger personal products, where can I shop them.",273,273,0.712341160349297,True,True,273,0.9257089404878662,True,True,273,0.7875363352417656,False,False
B,rnn,pw2v_mean,What shape does Immunology take?,23,23,0.476796240378457,True,True,23,0.6557695616074983,False,False,17,0.6704236729139073,False,False
B,rnn,pw2v_mean,Explain how this works: i am interested in applying to a degree at the University of Toronto Mississauga. If I put in an application to this degree on OUAC will I be considered for this degree at all three campuses.,334,334,0.798090375340772,True,True,334,0.9334942040886125,True,True,131,0.6866774419313347,False,False
C,rnn,pw2v_mean,"What investigations are carried out in Germanic Literature, Culture and Theory?",47,97,0.7770981683169131,True,False,47,0.8720248053151682,True,True,121,0.7554226911783319,False,False
C,rnn,pw2v_mean,I need guidance on this matter: will credits earned in secondary school or at a distinct post-secondary institution be qualified for entry conditions of the Computer Science degree.,401,401,0.8044175276459338,True,True,401,0.9227331518061287,True,True,401,0.6827567210233995,False,False
C,rnn,pw2v_mean,Tell me the moment at which is the move-in date? Do I require to put in an application for an early move-in.,326,326,0.7476839943284666,True,True,326,0.9541954454765169,True,True,33,0.7216719232278188,False,False
C,rnn,pw2v_mean,I need guidance on this matter: i would like to put in an application to a former student degree at the University of Toronto. Where should I get the submission form.,410,410,0.7525576669895997,True,True,410,0.9413197988411091,True,True,445,0.6424101166222588,False,False
C,rnn,pw2v_mean,"I am trying to submit my final, official academic record (or other required documents) - what is the process?",385,385,0.7405961642821639,True,True,385,0.8854665443730618,True,True,25,0.7154249691809353,False,False
C,rnn,pw2v_mean,Which classes can be taken within Master of Visual Studies in Studio Art?,1,1,0.6467507978829522,True,True,1,0.89558806512956,True,True,253,0.5256208646856539,False,False
C,rnn,pw2v_mean,Explain how this works: does this policy put in an application to all three campuses.,306,306,0.820804342764153,True,True,306,0.8764784072181349,True,True,415,0.6317389159441875,False,False
C,rnn,pw2v_mean,Describe the way School and Clinical Child Psychology is arranged.,19,19,0.6996604548895337,True,True,19,0.8614501050300332,True,True,405,0.5083307271553411,False,False
C,rnn,pw2v_mean,Which employers take on people who finish Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field)?,10,15,0.7099947937153785,True,False,10,0.9483188914657092,True,True,444,0.7828619687329529,False,False
C,rnn,pw2v_mean,Please clarify the following point: does this policy put in an application to the federated/theological colleges.,307,307,0.7647057773533541,True,True,307,0.8828865844013607,True,True,307,0.6809572717464785,False,False
C,rnn,pw2v_mean,I need guidance on this matter: if I require to provide proof of English language proficiency will I get an offer of entry.,263,263,0.86151478132742,True,True,263,0.9559353037335765,True,True,263,0.745370903289352,False,False
C,rnn,pw2v_mean,What steps should someone follow to enroll in my first-year classes?,464,464,0.6762228958513454,True,True,464,0.8625985717590962,True,True,464,0.6949371408142807,False,False
C,rnn,pw2v_mean,Please clarify the following point: i reviewed your Partner Organizations on the FIFSW website. Why is it that I do not see a particular practicum in this year's choices.,490,490,0.8687191468275883,True,True,490,0.9745641665811251,True,True,455,0.7138760551560939,False,False
C,rnn,pw2v_mean,I need guidance on this matter: how long does it take CIC to procedure my submission.,453,453,0.7432154992198001,True,True,453,0.9085075940993599,True,True,453,0.698425062729759,False,False
C,rnn,pw2v_mean,Please clarify the following point: does dropping a class or taking a gap year affect my legal current state.,461,461,0.7223867749120529,True,True,461,0.9127392775568514,True,True,461,0.6849215933543623,False,False
C,rnn,pw2v_mean,Explain how this works: am I qualified to stay in Canada after completing my degree degree.,456,456,0.8106815080790213,True,True,456,0.905985746686705,True,True,456,0.7960153868553623,False,False
C,rnn,pw2v_mean,Would it be possible to get UTAlert notifications from all three campuses?,290,290,0.725367650674765,True,True,290,0.8888666463347257,True,True,54,0.694654486161239,False,False
C,rnn,pw2v_mean,I need guidance on this matter: it says in my Engineering Applicant Portal that I will be receiving a funding award for first year -- do I have to do something to get this.,470,470,0.8397827413089497,True,True,470,0.972463838672784,True,True,305,0.668846769818148,False,False
C,rnn,pw2v_mean,Please clarify the following point: i received an offer to a degree or U of T university grounds that I didn't put in an application to. What does this mean.,353,353,0.7559605628356976,True,True,353,0.9463006590684332,True,True,470,0.7281311098144959,False,False
C,rnn,pw2v_mean,Which page should someone visit to get details on applying for a post-graduate work permit (PGWP)?,460,460,0.7615069605991126,True,True,460,0.9082632697588657,True,True,309,0.6073453818331298,False,False
C,rnn,pw2v_mean,"I need guidance on this matter: i'm an overseas student, where can I locate details on learn permits and work permits.",473,473,0.7707119294431926,True,True,473,0.9265970892084202,True,True,455,0.8345699504100673,True,False
C,rnn,pw2v_mean,What is the correct procedure to know if I'm already in the UTAlert system?,286,286,0.8850890569276132,True,True,286,0.8807305302523,True,True,286,0.7533563173267578,False,False
C,rnn,pw2v_mean,Clarify what about residence members who smoke at night? Did you consider their safety having to go off university grounds.,311,311,0.9511078792287846,True,True,311,0.9705118526533969,True,True,311,0.7602061291694024,False,False
C,rnn,pw2v_mean,What teaching is provided inside Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field)?,34,34,0.7325219679024536,True,True,34,0.9537474903642182,True,True,34,0.5865678089652324,False,False
C,rnn,pw2v_mean,I need guidance on this matter: the reach details of my referee has changed. As I have already submitted the online submission how can I edit the referee's reach details.,434,434,0.7777045333237618,True,True,434,0.9141512321106442,True,True,431,0.6221420666370456,False,False
C,rnn,pw2v_mean,"I need guidance on this matter: i was provided entry to one degree, but now I want to transfer to another. Can I.",269,269,0.829402411243161,True,True,269,0.9408980640027971,True,True,493,0.745821347436363,False,False
C,rnn,pw2v_mean,"Give me the details of the difference between an entry category, a degree, and POSt? Can I put in an application directly to my degree or specialist/major/minor.",335,335,0.764497664702757,True,True,335,0.9224006957132056,True,True,335,0.6250616172150592,False,False
C,rnn,pw2v_mean,Where can study projects be found in Master of Education in Counselling Psychology; (Global Mental Health & Counselling Psychology Field) Dual Degree Programs?,24,24,0.8513380624170777,True,True,24,0.9580750927223989,True,True,456,0.6555073167692615,False,False
C,rnn,pw2v_mean,I need to establish what kind of computer or laptop should I order.,468,468,0.6953082171433992,True,True,468,0.8961853754804341,True,True,468,0.7186852824726706,False,False
C,rnn,pw2v_mean,Am I allowed to make use of my learn permit to put in an application for a SIN?,458,458,0.6680020482392977,True,True,458,0.9021615560663169,True,True,362,0.7533430609521006,False,False
C,rnn,pw2v_mean,"Give an outline of PhD in Architecture, Landscape, and Design syllabus.",3,196,0.6530394136224653,True,False,3,0.879115507487728,True,True,72,0.5096146584552572,False,False
C,rnn,pw2v_mean,Explain the Practicum Administration System (PAS).,479,479,0.9215258710558522,True,True,479,0.9149312910996608,True,True,479,0.7699549876758217,False,False
C,rnn,pw2v_mean,"I need guidance on this matter: my permit is about to expire, how and when should I put in an application to extend it.",454,454,0.8296062254831887,True,True,454,0.9543794757994721,True,True,301,0.6561305376777632,False,False
C,rnn,pw2v_mean,"I need guidance on this matter: if I have larger personal products, where can I shop them.",273,273,0.712341160349297,True,True,273,0.9257089404878662,True,True,273,0.7875363352417656,False,False
C,rnn,pw2v_mean,Explain how this works: i am interested in applying to a degree at the University of Toronto Mississauga. If I put in an application to this degree on OUAC will I be considered for this degree at all three campuses.,334,334,0.798090375340772,True,True,334,0.9334942040886125,True,True,131,0.6866774419313347,False,False
B,bilstm,pw2v_mean,Explain how this works: how will I get alerts.,288,288,0.6571896258663,True,True,288,0.8522335651749893,False,False,231,0.5864342047260878,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: will credits earned in secondary school or at a distinct post-secondary institution be qualified for entry conditions of the Computer Science degree.,401,401,0.8044175276459338,True,True,401,0.9227331518061287,True,True,401,0.5551744289014495,False,False
B,bilstm,pw2v_mean,Tell me the moment at which is the move-in date? Do I require to put in an application for an early move-in.,326,326,0.7476839943284666,True,True,326,0.9541954454765169,True,True,326,0.7398822315511571,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: can transfer students participate in the Jump Start degree.,322,322,0.7833273985610424,True,True,322,0.8466253834964178,False,False,92,0.4588505533780517,False,False
B,bilstm,pw2v_mean,Which areas of learning belong to Language and Literacies Education?,118,118,0.6093861541816653,True,True,118,0.8180561351164138,False,False,280,0.6759025245673442,False,False
B,bilstm,pw2v_mean,Describe the way Museum Studies is arranged.,91,91,0.5966197400600155,True,True,91,0.7545241574583434,False,False,474,0.5842249822490877,False,False
B,bilstm,pw2v_mean,I want to establish whether there any financial support choices for me.,323,323,0.7302798136509048,True,True,323,0.8387225038625415,False,False,424,0.6089517943302071,False,False
B,bilstm,pw2v_mean,Explain how this works: i am qualified for both the Summer and the Fall-Winter degree streams. Which one should I choose.,363,363,0.8869900884478062,True,True,363,0.9395790448201368,True,True,363,0.727472808803571,False,False
B,bilstm,pw2v_mean,What kind of workplace suits a Master of Education in Developmental Psychology & Education leaver?,77,77,0.7048780167215015,True,True,77,0.8558821624753191,False,False,169,0.6584469745783765,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: i would like to put in an application to a former student degree at the University of Toronto. Where should I get the submission form.,410,410,0.7525576669895997,True,True,410,0.9413197988411091,True,True,255,0.6631192314522926,False,False
B,bilstm,pw2v_mean,"I am trying to submit my final, official academic record (or other required documents) - what is the process?",385,385,0.7405961642821639,True,True,385,0.8854665443730618,True,True,255,0.728984837681635,False,False
B,bilstm,pw2v_mean,Which classes can be taken within Master of Visual Studies in Studio Art?,1,1,0.6467507978829522,True,True,1,0.89558806512956,True,True,1,0.6155314397557607,False,False
B,bilstm,pw2v_mean,Explain how this works: does this policy put in an application to all three campuses.,306,306,0.820804342764153,True,True,306,0.8764784072181349,True,True,306,0.6260766583035104,False,False
B,bilstm,pw2v_mean,Describe the way School and Clinical Child Psychology is arranged.,19,19,0.6996604548895337,True,True,19,0.8614501050300332,True,True,92,0.5012964554379726,False,False
B,bilstm,pw2v_mean,Which professions follow on from Global Affairs?,210,210,0.5616226712738818,True,True,210,0.6576030578474317,False,False,349,0.5434874098166614,False,False
B,bilstm,pw2v_mean,Explain how this works: i received a suspicious-looking email from a U of T profile. How can I tell if it's legitimate.,477,477,0.9130742768781029,True,True,477,0.9668223530568536,True,True,477,0.6991698360772992,False,False
B,bilstm,pw2v_mean,Please clarify the following point: does this policy put in an application to the federated/theological colleges.,307,307,0.7647057773533541,True,True,307,0.8828865844013607,True,True,307,0.6970948811881477,False,False
B,bilstm,pw2v_mean,What lies behind the fact that is University of Toronto smoke-free?,303,303,0.8089136420157104,True,True,303,0.8689938404356105,True,True,303,0.7203312979860131,False,False
B,bilstm,pw2v_mean,Describe for me am I matched to a practicum.,478,478,0.7319442079070537,True,True,478,0.9264017775952038,True,True,241,0.623602138276745,False,False
B,bilstm,pw2v_mean,What shape does Urban Innovation take?,102,102,0.5480812047386103,True,True,140,0.7293700933823357,False,False,424,0.5841104390631081,False,False
B,bilstm,pw2v_mean,What steps should someone follow to enroll in my first-year classes?,464,464,0.6762228958513454,True,True,464,0.8625985717590962,True,True,464,0.6487684055862274,False,False
B,bilstm,pw2v_mean,Please clarify the following point: i reviewed your Partner Organizations on the FIFSW website. Why is it that I do not see a particular practicum in this year's choices.,490,490,0.8687191468275883,True,True,490,0.9745641665811251,True,True,334,0.7431937754731456,False,False
B,bilstm,pw2v_mean,Which scholarly work happens within Dentistry (with Specialty Training)?,183,183,0.6034222962824147,True,True,183,0.8236874949648317,False,False,183,0.6836069421601317,False,False
B,bilstm,pw2v_mean,Which professions follow on from Physical Therapy?,85,85,0.6008685403229872,True,True,85,0.7034493077574393,False,False,326,0.48615317851612916,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: how long does it take CIC to procedure my submission.,453,453,0.7432154992198001,True,True,453,0.9085075940993599,True,True,453,0.6536081787316247,False,False
B,bilstm,pw2v_mean,Please clarify the following point: does dropping a class or taking a gap year affect my legal current state.,461,461,0.7223867749120529,True,True,461,0.9127392775568514,True,True,461,0.7167938726926175,False,False
B,bilstm,pw2v_mean,Is it the case that I would be able to live in the same room after Jump Start?,328,328,0.8495819503125814,True,True,328,0.9548538245835727,True,True,328,0.7497657915746748,False,False
B,bilstm,pw2v_mean,What is the correct procedure to settle the amount my fees fees?,469,469,0.5087981902682476,True,True,252,0.7980019917936964,False,False,469,0.5597185809021166,False,False
B,bilstm,pw2v_mean,Explain how this works: am I qualified to stay in Canada after completing my degree degree.,456,456,0.8106815080790213,True,True,456,0.905985746686705,True,True,456,0.7250865808996251,False,False
B,bilstm,pw2v_mean,Is it permitted to bring bags into Convocation Hall?,272,272,0.9058875727429684,True,True,272,0.8991435094751188,True,True,280,0.8275679260927487,True,False
B,bilstm,pw2v_mean,What is the timing for when should I register for classes at U of T Mississauga?,394,394,0.8809129846084063,True,True,394,0.9037970036403317,True,True,399,0.6595186315241657,False,False
B,bilstm,pw2v_mean,What material does Adult Education and Community Development teach?,20,20,0.8180680543470139,True,True,20,0.8346050895042307,False,False,213,0.6564891668826823,False,False
B,bilstm,pw2v_mean,Would it be possible to get UTAlert notifications from all three campuses?,290,290,0.725367650674765,True,True,290,0.8888666463347257,True,True,290,0.6671976193016107,False,False
B,bilstm,pw2v_mean,Which page should someone visit to go to smoke?,308,308,0.5775297608441164,True,True,308,0.8356159705224082,False,False,308,0.7252432402811857,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: it says in my Engineering Applicant Portal that I will be receiving a funding award for first year -- do I have to do something to get this.,470,470,0.8397827413089497,True,True,470,0.972463838672784,True,True,242,0.6470306069744571,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: how should I settle the amount the submission fee.,418,418,0.5576926899318295,True,True,418,0.8552511015207904,False,False,419,0.7034320457047736,False,False
B,bilstm,pw2v_mean,Please clarify the following point: i received an offer to a degree or U of T university grounds that I didn't put in an application to. What does this mean.,353,353,0.7559605628356976,True,True,353,0.9463006590684332,True,True,353,0.6036788972116722,False,False
B,bilstm,pw2v_mean,Which areas of learning belong to Dalla Lana School of Public Health?,80,80,0.7318223065766176,True,True,80,0.8170406863353361,False,False,259,0.6803931727442827,False,False
B,bilstm,pw2v_mean,Give me the details of an Extra.,392,392,0.590181418467026,True,True,392,0.6972927097541803,False,False,392,0.6354604346858036,False,False
B,bilstm,pw2v_mean,Describe the way Pro Bono Students Canada (PBSC) is arranged.,195,195,0.8053561887613168,True,True,195,0.8480502235349394,False,False,190,0.5528762621066938,False,False
B,bilstm,pw2v_mean,Is it permitted to make changes to my submission after I paid the submission fee?,416,416,0.7914839988042016,True,True,416,0.8870522201972474,True,True,416,0.7132411126289504,False,False
B,bilstm,pw2v_mean,What teaching is provided inside Doctor of Education in Counselling Psychology (Counselling & Psychotherapy Field)?,34,34,0.7325219679024536,True,True,34,0.9537474903642182,True,True,473,0.6144773043928451,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: the reach details of my referee has changed. As I have already submitted the online submission how can I edit the referee's reach details.,434,434,0.7777045333237618,True,True,434,0.9141512321106442,True,True,454,0.4688345972816675,False,False
B,bilstm,pw2v_mean,How is Biotechnology organised?,73,73,0.5251971246951342,True,True,148,0.5813318105045724,False,False,371,0.5971284408950759,False,False
B,bilstm,pw2v_mean,Which topics are covered inside Electrical and Computer Engineering?,43,43,0.5583983006330834,True,True,43,0.7931344047177039,False,False,43,0.702347213142103,False,False
B,bilstm,pw2v_mean,Where can study projects be found in Master of Education in Counselling Psychology; (Global Mental Health & Counselling Psychology Field) Dual Degree Programs?,24,24,0.8513380624170777,True,True,24,0.9580750927223989,True,True,24,0.6378707549612309,False,False
B,bilstm,pw2v_mean,Would it be possible to get UTAlerts if I don't work/learn at U of T?,287,287,0.6378868770543218,True,True,287,0.9260051098409914,True,True,316,0.6023129944032771,False,False
B,bilstm,pw2v_mean,Please clarify the following point: am I qualified to work in Canada while learning.,452,452,0.5941832126456676,True,True,452,0.8417916220499213,False,False,452,0.6348867269179737,False,False
B,bilstm,pw2v_mean,"Which scholarly work happens within Innovation, Law and Technology?",219,219,0.5148728400808886,True,True,219,0.8295415291027988,False,False,371,0.5869228189829141,False,False
B,bilstm,pw2v_mean,Would it be possible to work on- and/or off-campus?,457,457,0.7515227321969654,True,True,457,0.9079384142309235,True,True,457,0.7248048116334816,False,False
B,bilstm,pw2v_mean,What shape does SURE: Summer Undergraduate Scholarly work in Engineering take?,79,79,0.5669610004941424,True,True,79,0.8061853092319466,False,False,381,0.5275462461654388,False,False
B,bilstm,pw2v_mean,Which professions follow on from Mineral Engineering Undergraduate Degree?,205,205,0.6427821102935657,True,True,205,0.8134296921642681,False,False,205,0.6680644262959381,False,False
B,bilstm,pw2v_mean,Which page should someone visit to get signs for smoke- and vape-free spaces?,315,315,0.6871330733040955,True,True,315,0.8897547533644954,True,True,315,0.6868333135100025,False,False
