query,is_answerable,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_top1_correct,tfidf_correct_answer,w2v_mean_predicted_faq_id,w2v_mean_similarity,w2v_mean_accepted,w2v_mean_top1_correct,w2v_mean_correct_answer,w2v_tfidf_predicted_faq_id,w2v_tfidf_similarity,w2v_tfidf_accepted,w2v_tfidf_top1_correct,w2v_tfidf_correct_answer,pw2v_mean_predicted_faq_id,pw2v_mean_similarity,pw2v_mean_accepted,pw2v_mean_top1_correct,pw2v_mean_correct_answer,pw2v_tfidf_predicted_faq_id,pw2v_tfidf_similarity,pw2v_tfidf_accepted,pw2v_tfidf_top1_correct,pw2v_tfidf_correct_answer,rnn_predicted_faq_id,rnn_similarity,rnn_accepted,rnn_top1_correct,rnn_correct_answer,bilstm_predicted_faq_id,bilstm_similarity,bilstm_accepted,bilstm_top1_correct,bilstm_correct_answer
"I am trying to submit my final, official academic record (or other required documents) - what is the process?",True,385,385,0.7405961642821639,True,True,True,253,0.950271897172012,True,False,False,385,0.9699222154666657,True,True,True,385,0.8854665443730618,True,True,True,385,0.8947260455824795,True,True,True,25,0.7154249691809353,False,False,False,255,0.728984837681635,False,False,False
Which classes can be taken within Master of Visual Studies in Studio Art?,True,1,1,0.6467507978829522,True,True,True,2,0.9301355274468458,True,False,False,1,0.9448135632545518,False,True,False,1,0.89558806512956,True,True,True,57,0.8935585531844359,True,False,False,253,0.5256208646856539,False,False,False,1,0.6155314397557607,False,True,False
Explain how this works: does this policy put in an application to all three campuses.,True,306,306,0.820804342764153,True,True,True,306,0.9100989575336534,False,True,False,306,0.9446030110699316,False,True,False,306,0.8764784072181349,True,True,True,306,0.9194344977657634,True,True,True,415,0.6317389159441875,False,False,False,306,0.6260766583035104,False,True,False
Describe the way School and Clinical Child Psychology is arranged.,True,19,19,0.6996604548895337,True,True,True,39,0.9475369071395645,True,False,False,39,0.9611023089409787,True,False,False,19,0.8614501050300332,True,True,True,19,0.902356760021117,True,True,True,405,0.5083307271553411,False,False,False,92,0.5012964554379726,False,False,False
Please clarify the following point: i want to know the CVV identifier on the card.,False,,379,0.3065129026007572,False,False,False,410,0.9208627872976576,False,False,False,410,0.9432463557223356,False,False,False,248,0.7790932090373672,False,False,False,432,0.7248222320929848,False,False,False,294,0.594418070652586,False,False,False,384,0.5534748309926184,False,False,False
Which employers take on people who finish Master of Education in Counselling Psychology (Global Mental Health & Counselling Psychology Field)?,True,10,15,0.7099947937153785,True,False,False,10,0.967326191404661,True,True,True,10,0.9651868262832953,True,True,True,10,0.9483188914657092,True,True,True,10,0.9492103034456975,True,True,True,444,0.7828619687329529,False,False,False,156,0.5873996479944819,False,False,False
Which professions follow on from Global Affairs?,True,210,210,0.5616226712738818,True,True,True,210,0.8906429975591025,False,True,False,210,0.904489634025432,False,True,False,210,0.6576030578474317,False,True,False,96,0.7901921185188888,False,False,False,439,0.5451862096687665,False,False,False,349,0.5434874098166614,False,False,False
What is the best camera for wildlife photography?,False,,431,0.48030682229118243,True,False,False,431,0.9765618169954653,True,False,False,431,0.9092455431566193,False,False,False,208,0.591655064708281,False,False,False,283,0.8445580704748143,True,False,False,377,0.6567154044501283,False,False,False,500,0.5528333529784576,False,False,False
Clarify what should I do if I don't get the bill for my purchase.,False,,493,0.45013335821938494,False,False,False,424,0.953551192283573,True,False,False,493,0.929029737044344,False,False,False,343,0.9156970968605543,True,False,False,343,0.8759626424164331,True,False,False,319,0.6744699308242029,False,False,False,493,0.7051833233395921,False,False,False
Describe for me does 'Out of Stock' mean.,False,,304,0.34641187931053,False,False,False,323,0.8592867727504927,False,False,False,323,0.8693756274870956,False,False,False,362,0.7296992336282555,False,False,False,353,0.7001341464297592,False,False,False,496,0.6262176055638031,False,False,False,389,0.4579255224206713,False,False,False
Explain how this works: i received a suspicious-looking email from a U of T profile. How can I tell if it's legitimate.,True,477,477,0.9130742768781029,True,True,True,477,0.9883859353745051,True,True,True,477,0.9905695086449111,True,True,True,477,0.9668223530568536,True,True,True,477,0.9733004576936078,True,True,True,477,0.9754303441134725,True,True,True,477,0.6991698360772992,False,True,False
Please clarify the following point: does this policy put in an application to the federated/theological colleges.,True,307,307,0.7647057773533541,True,True,True,307,0.9211175691904184,False,True,False,307,0.9400309198701015,False,True,False,307,0.8828865844013607,True,True,True,307,0.9019451238299572,True,True,True,307,0.6809572717464785,False,True,False,307,0.6970948811881477,False,True,False
Explain how this works: how long does it take to call off an purchase.,False,,453,0.5189117111802597,True,False,False,453,0.9271619769988195,False,False,False,453,0.9413425882444644,False,False,False,252,0.8236648624383656,False,False,False,359,0.7634221917246012,False,False,False,277,0.7105594697809637,False,False,False,231,0.7532046675724257,True,False,False
I need guidance on this matter: if I require to provide proof of English language proficiency will I get an offer of entry.,True,263,263,0.86151478132742,True,True,True,263,0.9867255571839841,True,True,True,263,0.9850947200184337,True,True,True,263,0.9559353037335765,True,True,True,263,0.9613693720602148,True,True,True,263,0.745370903289352,False,True,False,263,0.8290448662667589,True,True,True
Give me the details of the 'Save Card' function.,False,,463,0.33642827203454984,False,False,False,354,0.8796641972522067,False,False,False,354,0.8997189544297226,False,False,False,297,0.683078751637737,False,False,False,463,0.7018257272679913,False,False,False,470,0.6518204011839558,False,False,False,441,0.6439096088649251,False,False,False
I need guidance on this matter: should I call Flipkart's Customer Care for set-up once my item is delivered.,False,,300,0.3179236200409271,False,False,False,494,0.9427043204318509,True,False,False,494,0.9388146135261853,False,False,False,490,0.8187498296439335,False,False,False,490,0.7476231253630702,False,False,False,171,0.4423158975386955,False,False,False,349,0.6251324135780494,False,False,False
Please clarify the following point: how long will it take for a money back from Flipkart to my PhonePe digital purse.,False,,453,0.42671553487908737,False,False,False,359,0.909286656830319,False,False,False,381,0.9271574907969292,False,False,False,470,0.8010987181787508,False,False,False,269,0.7650809853811188,False,False,False,455,0.563164768379794,False,False,False,276,0.5265530745970821,False,False,False
"Please explain the award is renewable, what grade should I maintain.",True,372,372,0.8384880677491453,True,True,True,372,0.9623896523673989,True,True,True,372,0.9634905397963021,True,True,True,372,0.936263575942049,True,True,True,372,0.9085777325943549,True,True,True,372,0.8960347133726406,True,True,True,372,0.8434913212976866,True,True,True
What lies behind the fact that is University of Toronto smoke-free?,True,303,303,0.8089136420157104,True,True,True,303,0.9513235379255978,True,True,True,303,0.9776135649028362,True,True,True,303,0.8689938404356105,True,True,True,303,0.9588916002534836,True,True,True,303,0.8854306477156504,True,True,True,303,0.7203312979860131,False,True,False
Describe for me am I matched to a practicum.,True,478,478,0.7319442079070537,True,True,True,484,0.9289963029556574,False,False,False,490,0.9374919547661759,False,False,False,478,0.9264017775952038,True,True,True,478,0.8992751883936912,True,True,True,478,0.9469001110783815,True,True,True,241,0.623602138276745,False,False,False
What shape does Urban Innovation take?,True,102,102,0.5480812047386103,True,True,True,403,0.8708036973240049,False,False,False,403,0.8511242852759837,False,False,False,140,0.7293700933823357,False,False,False,102,0.8197810630357851,True,True,True,381,0.622907746459529,False,False,False,424,0.5841104390631081,False,False,False
What steps should someone follow to enroll in my first-year classes?,True,464,464,0.6762228958513454,True,True,True,454,0.8933891586169569,False,False,False,470,0.9152063209618116,False,False,False,464,0.8625985717590962,True,True,True,464,0.8769058423809306,True,True,True,464,0.6949371408142807,False,True,False,464,0.6487684055862274,False,True,False
Please clarify the following point: i reviewed your Partner Organizations on the FIFSW website. Why is it that I do not see a particular practicum in this year's choices.,True,490,490,0.8687191468275883,True,True,True,490,0.994377504214212,True,True,True,490,0.9948109101122499,True,True,True,490,0.9745641665811251,True,True,True,490,0.9674807763195601,True,True,True,455,0.7138760551560939,False,False,False,334,0.7431937754731456,False,False,False
Please clarify the following point: i'm not feeling well. Can I see a doctor or mental health professional on university grounds.,True,475,475,0.8232431396637008,True,True,True,475,0.9815162971275437,True,True,True,475,0.9825427144689115,True,True,True,475,0.9412586363491352,True,True,True,475,0.9328011948689634,True,True,True,475,0.8258386231168177,True,True,True,475,0.7593030040126558,True,True,True
Is it permitted to take the shipment after opening and checking the contents inside?,False,,252,0.32638976504606976,False,False,False,417,0.8689162675429801,False,False,False,496,0.8742803920033555,False,False,False,326,0.7434735951799631,False,False,False,326,0.7150220410097791,False,False,False,249,0.6005734531419117,False,False,False,282,0.522455060496464,False,False,False
Which scholarly work happens within Dentistry (with Specialty Training)?,True,183,183,0.6034222962824147,True,True,True,130,0.9124447867677209,False,False,False,232,0.9153688060423989,False,False,False,183,0.8236874949648317,False,True,False,183,0.896961431975505,True,True,True,339,0.5832275596318731,False,False,False,183,0.6836069421601317,False,True,False
Which professions follow on from Physical Therapy?,True,85,85,0.6008685403229872,True,True,True,85,0.8569247070748703,False,True,False,85,0.8777300023673706,False,True,False,85,0.7034493077574393,False,True,False,85,0.8470399541828247,True,True,True,435,0.5192037723161899,False,False,False,326,0.48615317851612916,False,False,False
"Please clarify the following point: i'm getting an error message that says, 'You've exceeded the maximum identifier of attempts to enter correct verification code'. How can I log in to my Flipkart profile now.",False,,379,0.2901059151256866,False,False,False,379,0.9293143350062764,False,False,False,493,0.917321599237266,False,False,False,412,0.8248686015525115,False,False,False,269,0.7836696544720438,False,False,False,123,0.7579344858636042,False,False,False,473,0.596823644958634,False,False,False
I need guidance on this matter: how long does it take CIC to procedure my submission.,True,453,453,0.7432154992198001,True,True,True,453,0.9642433110656315,True,True,True,453,0.9705302977836143,True,True,True,453,0.9085075940993599,True,True,True,453,0.8893709409490796,True,True,True,453,0.698425062729759,False,True,False,453,0.6536081787316247,False,True,False
Explain the cause: is my work/volunteer experience not considered when I am matched for an interview.,True,494,494,0.9414904329832341,True,True,True,494,0.9718021551408468,True,True,True,494,0.9874281226192998,True,True,True,494,0.9686043463765168,True,True,True,494,0.9877100896999967,True,True,True,494,0.9780997542473917,True,True,True,494,0.9221941291621704,True,True,True
How do people who finish Social Work progress professionally?,True,94,125,0.38734126876490604,False,False,False,439,0.8859372892451612,False,False,False,439,0.8795341538913628,False,False,False,320,0.7113573330856824,False,False,False,125,0.7178433841623414,False,False,False,178,0.5536309860933526,False,False,False,265,0.6426093274308387,False,False,False
Please clarify the following point: does dropping a class or taking a gap year affect my legal current state.,True,461,461,0.7223867749120529,True,True,True,461,0.9745007331588467,True,True,True,461,0.9783889625467862,True,True,True,461,0.9127392775568514,True,True,True,461,0.9018572980211128,True,True,True,461,0.6849215933543623,False,True,False,461,0.7167938726926175,False,True,False
"I need a clear description of Once I'm inside Convocation Hall, will I be able to leave and enter again.",True,274,274,0.9613417572262536,True,True,True,274,0.9828862211224286,True,True,True,274,0.9927098631944593,True,True,True,274,0.9595039695790504,True,True,True,274,0.9892778180833939,True,True,True,274,0.99112208743564,True,True,True,274,0.9031270265080137,True,True,True
Confirm whether someone would require to show ID to collect my gown.,True,276,276,0.7338575829075814,True,True,True,276,0.953022095452356,True,True,True,276,0.965178187132752,True,True,True,276,0.9118657206386591,True,True,True,276,0.9432788395971283,True,True,True,276,0.9565368132792543,True,True,True,276,0.8078911035559103,True,True,True
Is it the case that I would be able to live in the same room after Jump Start?,True,328,328,0.8495819503125814,True,True,True,328,0.9448757033966149,True,True,True,328,0.9599059146273138,True,True,True,328,0.9548538245835727,True,True,True,328,0.9682794856004442,True,True,True,328,0.9653300334812126,True,True,True,328,0.7497657915746748,False,True,False
I need to establish what does 'Transfer' Present Card in my Digital purse do.,False,,463,0.37330649352402895,False,False,False,341,0.9042321643836284,False,False,False,379,0.9055219877435146,False,False,False,419,0.8317549018469405,False,False,False,269,0.7802657307748566,False,False,False,150,0.6902844377286405,False,False,False,355,0.4724433807766896,False,False,False
What is the correct procedure to settle the amount my fees fees?,True,469,469,0.5087981902682476,True,True,True,386,0.9267654604538696,False,False,False,386,0.8946742933019032,False,False,False,252,0.7980019917936964,False,False,False,469,0.8100969610837941,True,True,True,469,0.8292915915881687,True,True,True,469,0.5597185809021166,False,True,False
What working life comes after Chemistry?,True,239,189,0.40978744451714666,False,False,False,131,0.8750769889535229,False,False,False,27,0.8984679285203915,False,False,False,239,0.7025614443409958,False,True,False,239,0.7331527187271409,False,True,False,125,0.6750545229508925,False,False,False,148,0.6308909411481383,False,False,False
What should be understood about an Exclusion?,True,391,391,0.6493108256155026,True,True,True,254,0.9085403960993461,False,False,False,494,0.9116935111276256,False,False,False,391,0.8295315216057234,False,True,False,391,0.8513201977273899,True,True,True,397,0.75858945236066,False,False,False,391,0.7968161287320785,True,True,True
Explain how this works: am I qualified to stay in Canada after completing my degree degree.,True,456,456,0.8106815080790213,True,True,True,456,0.9398174459027393,True,True,True,456,0.9462943906865597,False,True,False,456,0.905985746686705,True,True,True,456,0.8943607694924047,True,True,True,456,0.7960153868553623,False,True,False,456,0.7250865808996251,False,True,False
Is it permitted to bring bags into Convocation Hall?,True,272,272,0.9058875727429684,True,True,True,252,0.9106287628285592,False,False,False,327,0.917872135648386,False,False,False,272,0.8991435094751188,True,True,True,272,0.97665894957074,True,True,True,272,0.9036332330774889,True,True,True,280,0.8275679260927487,True,False,False
Is it necessary to require to wear an academic hood?,True,277,277,0.6679990666565563,True,True,True,255,0.9156966243163935,False,False,False,277,0.9299996687197775,False,True,False,277,0.8868763092342589,True,True,True,277,0.8890651447025504,True,True,True,277,0.9364648992038948,True,True,True,277,0.8980317261292404,True,True,True
What is the correct procedure to include a new shipment location to my Flipkart profile?,False,,241,0.2787235261699298,False,False,False,386,0.9420933759864238,True,False,False,386,0.8870667963584913,False,False,False,335,0.7489190178678671,False,False,False,269,0.6610306720636416,False,False,False,105,0.676787342961077,False,False,False,338,0.5350164518155882,False,False,False
Am I expected to require to submit proof of English proficiency?,True,357,357,0.7442275934343043,True,True,True,357,0.9657947585534635,True,True,True,357,0.9782659043168864,True,True,True,357,0.928340636480586,True,True,True,357,0.9391123035329254,True,True,True,357,0.9849231965661496,True,True,True,357,0.9629123314250158,True,True,True
Describe the way Geography is arranged.,True,78,178,0.4911125648028194,True,False,False,289,0.9156075669693726,False,False,False,170,0.9032090431895373,False,False,False,78,0.7020488859101329,False,True,False,78,0.7755723015480069,False,True,False,285,0.5666932305978664,False,False,False,289,0.4816306858332442,False,False,False
Can you calculate my income tax return?,False,,455,0.3323365187625382,False,False,False,465,0.8352176467410805,False,False,False,245,0.8271525858572455,False,False,False,378,0.691423067258927,False,False,False,419,0.664150956672894,False,False,False,273,0.7226295843801084,False,False,False,439,0.5230735186275308,False,False,False
Would it be possible to send back my Ather 2-wheeler in case I get a damaged vehicle?,False,,429,0.3825417141596238,False,False,False,484,0.935947616442575,True,False,False,369,0.9338463264157625,False,False,False,470,0.8364875899591578,False,False,False,269,0.7530261602887274,False,False,False,327,0.5946570711401948,False,False,False,491,0.6234452938079103,False,False,False
I need guidance on this matter: how is Bajaj Finserv transaction method distinct from the credit card EMI transaction method.,False,,289,0.4793213560032453,True,False,False,490,0.9174281836842003,False,False,False,490,0.9117184042849128,False,False,False,453,0.6831376293289749,False,False,False,289,0.6527019515084214,False,False,False,185,0.6714093271306033,False,False,False,441,0.678210908253841,False,False,False
Where can I stream the championship match?,False,,308,0.30989613954027895,False,False,False,281,0.9062460263867556,False,False,False,471,0.8715920501989732,False,False,False,328,0.6859230757207996,False,False,False,329,0.6572400199999808,False,False,False,187,0.5122510358025233,False,False,False,380,0.4815126811030354,False,False,False
What is the timing for when should I register for classes at U of T Mississauga?,True,394,394,0.8809129846084063,True,True,True,394,0.9597329213653678,True,True,True,394,0.9774555538147799,True,True,True,394,0.9037970036403317,True,True,True,394,0.9361357296131851,True,True,True,394,0.8960131041737827,True,True,True,399,0.6595186315241657,False,False,False
What material does Adult Education and Community Development teach?,True,20,20,0.8180680543470139,True,True,True,152,0.9171579922242648,False,False,False,214,0.9349584639565716,False,False,False,20,0.8346050895042307,False,True,False,4,0.9242108834096163,True,False,False,39,0.5296308631514436,False,False,False,213,0.6564891668826823,False,False,False
Would it be possible to get UTAlert notifications from all three campuses?,True,290,290,0.725367650674765,True,True,True,290,0.9172967274030587,False,True,False,290,0.9576564587450085,True,True,True,290,0.8888666463347257,True,True,True,290,0.9009669849903903,True,True,True,54,0.694654486161239,False,False,False,290,0.6671976193016107,False,True,False
I need a clear description of does smoke-free mean? Does this include cannabis.,True,304,304,0.932843454311578,True,True,True,304,0.9317079383094887,True,True,True,304,0.9802049041399459,True,True,True,304,0.9181886393594285,True,True,True,304,0.9799938425900929,True,True,True,304,0.9389936340469169,True,True,True,304,0.7572732038859147,True,True,True
Which page should someone visit to go to smoke?,True,308,308,0.5775297608441164,True,True,True,312,0.9094619130402801,False,False,False,312,0.9032719426788005,False,False,False,308,0.8356159705224082,False,True,False,308,0.8964681288978948,True,True,True,308,0.7357710402751396,False,True,False,308,0.7252432402811857,False,True,False
I want to establish whether the amount for an Ather 2-wheeler inclusive of subsidy.,False,,249,0.358592600779736,False,False,False,248,0.91781984171329,False,False,False,248,0.9271229075323622,False,False,False,410,0.8077980407794825,False,False,False,269,0.7586582864451368,False,False,False,152,0.7085779208993906,False,False,False,419,0.5122747862801058,False,False,False
Confirm whether there a filter on offer through which I can only see products with a Plus badge.,False,,475,0.26226466746217336,False,False,False,495,0.9310291905139486,True,False,False,244,0.9118592813000254,False,False,False,335,0.8036506913838497,False,False,False,490,0.7256055448460322,False,False,False,11,0.6890194996872596,False,False,False,368,0.46681844411243334,False,False,False
Which study areas does Anthropology pursue?,True,114,61,0.4345036810432306,False,False,False,43,0.8705539399203402,False,False,False,67,0.8920942177195783,False,False,False,61,0.7233639350211097,False,False,False,61,0.808178635281863,True,False,False,364,0.6059704039498556,False,False,False,444,0.4848804182635865,False,False,False
Please explain do I collect my graduation gown.,True,275,275,0.7884228577209982,True,True,True,275,0.9396087391209572,True,True,True,275,0.9425251142089959,False,True,False,275,0.9289989180417539,True,True,True,275,0.8999049747015084,True,True,True,275,0.9036984374997395,True,True,True,275,0.8465311277600761,True,True,True
