case,model,pretrained_mean_model,query,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_correct_answer,pretrained_mean_predicted_faq_id,pretrained_mean_similarity,pretrained_mean_accepted,pretrained_mean_correct_answer,sequence_predicted_faq_id,sequence_similarity,sequence_accepted,sequence_correct_answer
B,rnn,pw2v_mean,Tell me what date does the guarantee service put in an application for my refurbished item purchased on Flipkart.,82,82,0.6830080517414566,True,True,82,0.8895462476202453,True,True,469,0.6076431906305528,False,False
B,rnn,pw2v_mean,I need a clear description of is 'SuperCoins Price' calculated.,426,426,0.7917180017835317,True,True,215,0.7742634667893482,False,False,426,0.6257601957574196,False,False
B,rnn,pw2v_mean,I am trying to sign up for an extended guarantee for my item - what is the process?,106,106,0.6795643235064326,True,True,195,0.8716537781269793,True,False,305,0.845607809350348,True,False
B,rnn,pw2v_mean,Please clarify the following point: there is a mismatch in guarantee terms between Flipkart and the brand's website. What will happen to the guarantee on my item now.,122,122,0.8804289613827803,True,True,122,0.8955312005294398,True,True,327,0.7562107761437824,True,False
B,rnn,pw2v_mean,Confirm whether my shipment safe at the pick-up shop.,323,323,0.8145558199532994,True,True,323,0.9045212329967159,True,True,145,0.8060697973794637,True,False
B,rnn,pw2v_mean,Is it permitted to order all the listed benefits with prepaid method of transaction and by redeeming SuperCoins as part Money and Coins for Benefits?,483,483,0.6170814771131052,True,True,483,0.8936620367627754,True,True,363,0.6832160250808327,False,False
B,rnn,pw2v_mean,Confirm whether PhonePe digital purse on offer on Flipkart's Windows and iOS apps too.,421,421,0.8947908924439103,True,True,421,0.9143152194978581,True,True,421,0.6825720805484178,False,False
B,rnn,pw2v_mean,I need guidance on this matter: how secure is the transaction through SuperCoin Settle the amount.,296,296,0.6056971206556205,True,True,499,0.8037420957132102,False,False,167,0.6403357733930664,False,False
B,rnn,pw2v_mean,Give me the details of the costs applicable for guarantee claim in case of a refurbished item.,34,34,0.6631700932606546,True,True,34,0.8469887326567311,True,True,298,0.585720814294758,False,False
B,rnn,pw2v_mean,Is it necessary to have to settle the amount anything extra to order or make use of a Present Card?,298,298,0.6677191161550616,True,True,495,0.8813348117949449,True,False,246,0.5849536616769034,False,False
B,rnn,pw2v_mean,Is it the case that I would get the choice to test drive a Hero MotoCorp 2-wheeler? How many times will I be allowed to take a test drive in the same purchase?,307,307,0.8582768571043166,True,True,307,0.9795420325915365,True,True,188,0.5752444175676342,False,False
B,rnn,pw2v_mean,Clarify what should I do if I don't get the bill for my purchase.,2,2,0.6292038311959223,True,True,2,0.9507521982615634,True,True,321,0.7000086751454057,True,False
B,rnn,pw2v_mean,Is it permitted to order more than one BGauss 2-wheeler in my name/same Flipkart profile?,27,27,0.8232557989026223,True,True,27,0.9049634498552936,True,True,394,0.6347186483900171,False,False
B,rnn,pw2v_mean,Clarify what will happen if Ather make approved retailer who will reach me is very far from my location.,440,440,0.7138980139988552,True,True,449,0.8776228061988557,True,False,449,0.9457592163387079,True,False
B,rnn,pw2v_mean,Clarify what will happen to the cashback if I send back a item.,120,120,0.7970795337484978,True,True,120,0.9228979384469167,True,True,230,0.7025138083647111,True,False
B,rnn,pw2v_mean,Please clarify the following point: will the shipment be tried again if I'm not able to collect my purchase the first time.,252,252,0.890474199481885,True,True,252,0.9412974137463961,True,True,500,0.740936197303716,True,False
B,rnn,pw2v_mean,Give me the details of 'SuperCoins Rewards' on offer on the SuperCoin Zone and how can I avail them.,405,405,0.7762962999829199,True,True,405,0.9210034198400683,True,True,216,0.7339352129130066,True,False
B,rnn,pw2v_mean,Explain how this works: there is no seal on the guarantee card I got. How will I claim guarantee.,18,18,0.7946982141577146,True,True,18,0.8489323897697699,True,True,18,0.6600998038490696,False,False
B,rnn,pw2v_mean,Tell me if 'Credit Card No Charge EMI' transaction method on offer on Flipkart's website and mobile app.,278,278,0.7531484343750657,True,True,278,0.9072742031931051,True,True,278,0.664699677351079,False,False
B,rnn,pw2v_mean,"Please clarify the following point: i have an Axis Financial institution Buzz Credit Card, can I still put in an application for the Flipkart Axis Financial institution Credit Card.",241,241,0.7820013620305756,True,True,241,0.8976162152623737,True,True,392,0.6416389459620718,False,False
B,rnn,pw2v_mean,Is it permitted to order Flipkart Plus membership?,239,239,0.6475416648807034,True,True,192,0.8218461541025751,True,False,239,0.6101872901056146,False,False
B,rnn,pw2v_mean,Explain how this works: how will I claim guarantee for refurbished items.,74,74,0.6171663349208865,True,True,179,0.8206421889681572,True,False,101,0.6564622392685234,False,False
B,rnn,pw2v_mean,What lies behind the fact that do I see distinct prices for the same item?,184,184,0.6723309356762499,True,True,184,0.8811733617499717,True,True,171,0.5860409759438194,False,False
B,rnn,pw2v_mean,Would it be possible to transfer ownership of my Flipkart Axis Financial institution Credit Card?,430,430,0.6659901749109233,True,True,430,0.9032094969299422,True,True,400,0.7034110602183272,True,False
B,rnn,pw2v_mean,Explain a 3D Secure passcode.,471,471,0.8009270402671163,True,True,471,0.7060450114200216,False,False,471,0.6084895776053197,False,False
B,rnn,pw2v_mean,"Please clarify the following point: the location while ordering Ampere 2-wheeler on Flipkart is distinct from the one on my location proof (Aadhar Card), what should I do now.",247,247,0.7479979731757165,True,True,247,0.9465962766883411,True,True,481,0.681681509401133,False,False
B,rnn,pw2v_mean,Please clarify the following point: i didn't get a guarantee card with my item. How can I get the guarantee.,42,42,0.7564843850030241,True,True,2,0.8929498827029401,True,False,456,0.6917591058122383,True,False
B,rnn,pw2v_mean,What lies behind the fact that are faster shipment choices not on offer at my location?,231,231,0.6018690416495153,True,True,145,0.8224102186400012,True,False,129,0.9043468924315978,True,False
B,rnn,pw2v_mean,Please clarify the following point: can refurbished items be searched by their item name.,401,401,0.8196137122912587,True,True,401,0.7628732069165338,False,False,402,0.6392110128554542,False,False
B,rnn,pw2v_mean,Is it permitted to include more products after I have placed a Flipkart Quick purchase?,163,163,0.6175862476195422,True,True,163,0.8882458107386392,True,True,63,0.6475858035792665,False,False
B,rnn,pw2v_mean,I want to establish whether there a minimum buy amount for Flipkart Quick purchases.,205,205,0.6899999405993756,True,True,205,0.8559444399088965,True,True,393,0.7078405367492867,True,False
C,rnn,pw2v_mean,Is it permitted to choose a preferred time slot for the shipment of Flipkart Quick purchases?,189,189,0.7790051215697082,True,True,189,0.9077193882849777,True,True,189,0.6491241636060058,False,False
C,rnn,pw2v_mean,Which page should someone visit to locate the code for the benefits claimed as part of the Money and Coins for Benefits?,420,420,0.46610646561768876,False,False,420,0.8856903828202052,True,True,420,0.6793961896204037,False,False
C,rnn,pw2v_mean,I need a clear description of does 'Out of Stock' mean.,177,177,0.8694437213414319,True,True,177,0.8807059302387701,True,True,177,0.5871569538680325,False,False
C,rnn,pw2v_mean,Explain how this works: i missed the shipment of my purchase today. What should I do.,57,57,0.7203293489695743,True,True,57,0.9224949448440238,True,True,4,0.890634809826834,True,False
C,rnn,pw2v_mean,I am trying to make use of a new email location to log in to my Flipkart profile - what is the process?,75,75,0.6768199593084538,True,True,75,0.9153351147803189,True,True,305,0.7246780654731169,True,False
C,rnn,pw2v_mean,I am trying to locate the offers in SuperCoin Zone - what is the process?,432,432,0.6352178870784229,True,True,432,0.8624862106866743,True,True,307,0.6851680504346104,False,False
C,rnn,pw2v_mean,"Explain how this works: the location while ordering Ather 2-wheeler on Flipkart is distinct from the one on my location proof (Aadhaar Card), what should I do now.",265,265,0.711619201271912,True,True,265,0.9526624808932878,True,True,118,0.8447350935258392,True,False
C,rnn,pw2v_mean,Would it be possible to order more than one Ather 2-wheeler through the same Flipkart profile?,43,43,0.6454105447058213,True,True,43,0.888247526331196,True,True,285,0.6624562759013417,False,False
C,rnn,pw2v_mean,Am I allowed to reject the Flipkart Quick purchase at the time of shipment?,161,161,0.6617366998425191,True,True,161,0.903126289316728,True,True,291,0.6773203459070516,False,False
C,rnn,pw2v_mean,What steps should someone follow to purchase for large quantities of the item as part of a corporate purchase?,397,397,0.6301837122469988,True,True,397,0.8711449153033102,True,True,63,0.7276149266091263,True,False
C,rnn,pw2v_mean,Confirm whether someone would earn cashback if I have used someone else's Flipkart Axis Financial institution Credit Card.,344,344,0.8589936248694651,True,True,344,0.9387689201652825,True,True,400,0.8213749895320765,True,False
C,rnn,pw2v_mean,"Please clarify the following point: i always login with my phone identifier, but I recently lost my phone. I have also forgotten the passcode to my Flipkart profile. How do I access it.",246,246,0.92440214185453,True,True,246,0.9596718903892583,True,True,382,0.6492067671601187,False,False
C,rnn,pw2v_mean,What should be understood about Plus Zone?,225,225,0.6377216988355425,True,True,225,0.8261007973710519,True,True,169,0.6465291062230865,False,False
C,rnn,pw2v_mean,"I need guidance on this matter: the location while ordering Bounce vehicle on Flipkart is distinct from the one on my location proof (Aadhar Card), what should I do now.",259,259,0.7113341771224672,True,True,259,0.948156638042517,True,True,499,0.7776429694812342,True,False
C,rnn,pw2v_mean,Please clarify the following point: the choice to order an Ather 2-wheeler is not on offer at my pincode.,398,398,0.791479794727505,True,True,398,0.884350850543001,True,True,440,0.8677794546457696,True,False
C,rnn,pw2v_mean,Am I allowed to redeem all of my on offer SuperCoins while with the SuperCoin Settle the amount function?,111,111,0.5712520696053119,False,False,111,0.8651519310058509,True,True,100,0.611764909034428,False,False
C,rnn,pw2v_mean,I need guidance on this matter: how long does it take to call off an purchase.,112,112,0.5196962858288294,False,False,112,0.8659598227220453,True,True,144,0.6258061338345692,False,False
C,rnn,pw2v_mean,Tell me what date does the guarantee service put in an application for my refurbished item purchased on Flipkart.,82,82,0.6830080517414566,True,True,82,0.8895462476202453,True,True,469,0.6076431906305528,False,False
C,rnn,pw2v_mean,Please clarify the following point: there is a mismatch in guarantee terms between Flipkart and the brand's website. What will happen to the guarantee on my item now.,122,122,0.8804289613827803,True,True,122,0.8955312005294398,True,True,327,0.7562107761437824,True,False
C,rnn,pw2v_mean,Confirm whether my shipment safe at the pick-up shop.,323,323,0.8145558199532994,True,True,323,0.9045212329967159,True,True,145,0.8060697973794637,True,False
C,rnn,pw2v_mean,Is it permitted to order all the listed benefits with prepaid method of transaction and by redeeming SuperCoins as part Money and Coins for Benefits?,483,483,0.6170814771131052,True,True,483,0.8936620367627754,True,True,363,0.6832160250808327,False,False
C,rnn,pw2v_mean,Am I allowed to redeem SuperCoins to avail price reduction for Flipkart Present Card?,384,384,0.5663845018307019,False,False,384,0.8862271361844329,True,True,392,0.7412649096638773,True,False
C,rnn,pw2v_mean,Confirm whether PhonePe digital purse on offer on Flipkart's Windows and iOS apps too.,421,421,0.8947908924439103,True,True,421,0.9143152194978581,True,True,421,0.6825720805484178,False,False
C,rnn,pw2v_mean,Give me the details of the costs applicable for guarantee claim in case of a refurbished item.,34,34,0.6631700932606546,True,True,34,0.8469887326567311,True,True,298,0.585720814294758,False,False
C,rnn,pw2v_mean,Give me the details of the amount I can shop for with Money on Shipment transaction choice.,210,210,0.5051373608436186,False,False,210,0.8725426853951741,True,True,251,0.5870824595529277,False,False
C,rnn,pw2v_mean,Is it the case that I would get the choice to test drive a Hero MotoCorp 2-wheeler? How many times will I be allowed to take a test drive in the same purchase?,307,307,0.8582768571043166,True,True,307,0.9795420325915365,True,True,188,0.5752444175676342,False,False
C,rnn,pw2v_mean,Clarify what should I do if I don't get the bill for my purchase.,2,2,0.6292038311959223,True,True,2,0.9507521982615634,True,True,321,0.7000086751454057,True,False
C,rnn,pw2v_mean,Is it permitted to order more than one BGauss 2-wheeler in my name/same Flipkart profile?,27,27,0.8232557989026223,True,True,27,0.9049634498552936,True,True,394,0.6347186483900171,False,False
C,rnn,pw2v_mean,Clarify what will happen to the cashback if I send back a item.,120,120,0.7970795337484978,True,True,120,0.9228979384469167,True,True,230,0.7025138083647111,True,False
C,rnn,pw2v_mean,Please clarify the following point: will the shipment be tried again if I'm not able to collect my purchase the first time.,252,252,0.890474199481885,True,True,252,0.9412974137463961,True,True,500,0.740936197303716,True,False
C,rnn,pw2v_mean,Give me the details of 'SuperCoins Rewards' on offer on the SuperCoin Zone and how can I avail them.,405,405,0.7762962999829199,True,True,405,0.9210034198400683,True,True,216,0.7339352129130066,True,False
C,rnn,pw2v_mean,Explain how this works: there is no seal on the guarantee card I got. How will I claim guarantee.,18,18,0.7946982141577146,True,True,18,0.8489323897697699,True,True,18,0.6600998038490696,False,False
C,rnn,pw2v_mean,Tell me if 'Credit Card No Charge EMI' transaction method on offer on Flipkart's website and mobile app.,278,278,0.7531484343750657,True,True,278,0.9072742031931051,True,True,278,0.664699677351079,False,False
C,rnn,pw2v_mean,"Please clarify the following point: i have an Axis Financial institution Buzz Credit Card, can I still put in an application for the Flipkart Axis Financial institution Credit Card.",241,241,0.7820013620305756,True,True,241,0.8976162152623737,True,True,392,0.6416389459620718,False,False
C,rnn,pw2v_mean,What lies behind the fact that do I see distinct prices for the same item?,184,184,0.6723309356762499,True,True,184,0.8811733617499717,True,True,171,0.5860409759438194,False,False
C,rnn,pw2v_mean,Give me the details of the distinct transaction choices on offer for Flipkart Quick.,415,268,0.3699617309321586,False,False,415,0.8133365448034969,True,True,461,0.663874299349083,False,False
C,rnn,pw2v_mean,Would it be possible to transfer ownership of my Flipkart Axis Financial institution Credit Card?,430,430,0.6659901749109233,True,True,430,0.9032094969299422,True,True,400,0.7034110602183272,True,False
C,rnn,pw2v_mean,"Please clarify the following point: the location while ordering Ampere 2-wheeler on Flipkart is distinct from the one on my location proof (Aadhar Card), what should I do now.",247,247,0.7479979731757165,True,True,247,0.9465962766883411,True,True,481,0.681681509401133,False,False
C,rnn,pw2v_mean,Is it permitted to call off my EMI after I've placed the purchase with the Bajaj Finserv transaction choice?,104,104,0.5623880609031124,False,False,104,0.899350506814736,True,True,104,0.5370035058947068,False,False
C,rnn,pw2v_mean,Would it be possible to make use of the Money on Shipment transaction choice for every item I order on Flipkart?,9,9,0.3941193911479589,False,False,9,0.8646768076068756,True,True,436,0.7851872510046194,True,False
C,rnn,pw2v_mean,What is the correct procedure to know if the shop I am at has the choice of with SuperCoin Settle the amount function?,274,274,0.5793020183152914,False,False,274,0.874996228641143,True,True,103,0.7611450684625659,True,False
C,rnn,pw2v_mean,Is it permitted to include more products after I have placed a Flipkart Quick purchase?,163,163,0.6175862476195422,True,True,163,0.8882458107386392,True,True,63,0.6475858035792665,False,False
C,rnn,pw2v_mean,I want to establish whether there a minimum buy amount for Flipkart Quick purchases.,205,205,0.6899999405993756,True,True,205,0.8559444399088965,True,True,393,0.7078405367492867,True,False
B,bilstm,pw2v_mean,"Explain how this works: if I request for a exchange, when will I get it.",32,32,0.6887980872506112,True,True,32,0.9194802602965417,True,True,274,0.5166034099244992,False,False
B,bilstm,pw2v_mean,I need a clear description of should I do if I don't get the OTP or verification code.,107,107,0.9115374291886715,True,True,107,0.9643310289090496,True,True,372,0.6422287772388204,False,False
B,bilstm,pw2v_mean,Tell me if faster shipment choices like Same Day & In-a-Day on offer on send back requests.,128,128,0.8050873903587218,True,True,128,0.8590693760673063,True,True,128,0.5918754671082953,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: will guarantee be applicable for my item since I bought it online.,50,50,0.772525615846601,True,True,50,0.8723028547803781,True,True,207,0.5884911927822736,False,False
B,bilstm,pw2v_mean,Is it permitted to choose a preferred time slot for the shipment of Flipkart Quick purchases?,189,189,0.7790051215697082,True,True,189,0.9077193882849777,True,True,91,0.561028510396815,False,False
B,bilstm,pw2v_mean,I need a clear description of does 'Out of Stock' mean.,177,177,0.8694437213414319,True,True,177,0.8807059302387701,True,True,87,0.6665280882712258,False,False
B,bilstm,pw2v_mean,Explain how this works: i missed the shipment of my purchase today. What should I do.,57,57,0.7203293489695743,True,True,57,0.9224949448440238,True,True,287,0.6672447524640264,False,False
B,bilstm,pw2v_mean,I want to establish whether there any hidden costs (Octroi or Sales Tax) when I shop on Flipkart.,36,36,0.8743568320848248,True,True,36,0.9216468220430283,True,True,436,0.7663370011482551,True,False
B,bilstm,pw2v_mean,What is the correct procedure to foreclose my EMI with Bajaj Finserv?,439,439,0.7691405344238023,True,True,439,0.849143389638033,True,True,283,0.5388092345475788,False,False
B,bilstm,pw2v_mean,I am trying to make use of a new email location to log in to my Flipkart profile - what is the process?,75,75,0.6768199593084538,True,True,75,0.9153351147803189,True,True,184,0.5679048254336065,False,False
B,bilstm,pw2v_mean,Explain how this works: does a Present Card expire.,453,453,0.7158482775875173,True,True,453,0.7834316680142084,False,False,337,0.6083926544757439,False,False
B,bilstm,pw2v_mean,I am trying to locate the offers in SuperCoin Zone - what is the process?,432,432,0.6352178870784229,True,True,432,0.8624862106866743,True,True,432,0.5674919341712894,False,False
B,bilstm,pw2v_mean,What is the correct procedure to make use of my mobile identifier to login on the Flipkart mobile app?,1,1,0.7964797179277224,True,True,1,0.9277655217263219,True,True,1,0.6491723621505319,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: should I register the item with the make to avail the guarantee benefits on it.,58,58,0.6992233069277585,True,True,58,0.8560468109047007,True,True,448,0.7223436244698166,True,False
B,bilstm,pw2v_mean,What steps should someone follow to delete my saved card?,355,355,0.6892901904838664,True,True,355,0.8683641443852876,True,True,489,0.6939775295405411,False,False
B,bilstm,pw2v_mean,Is it permitted to redeem my 'on the way' SuperCoins to avail discounts on item?,180,180,0.8556036392858463,True,True,180,0.9334605696945962,True,True,327,0.6599325660192872,False,False
B,bilstm,pw2v_mean,Would it be possible to order more than one Ather 2-wheeler through the same Flipkart profile?,43,43,0.6454105447058213,True,True,43,0.888247526331196,True,True,235,0.6680545052689257,False,False
B,bilstm,pw2v_mean,Am I allowed to reject the Flipkart Quick purchase at the time of shipment?,161,161,0.6617366998425191,True,True,161,0.903126289316728,True,True,244,0.6358006948936792,False,False
B,bilstm,pw2v_mean,What steps should someone follow to purchase for large quantities of the item as part of a corporate purchase?,397,397,0.6301837122469988,True,True,397,0.8711449153033102,True,True,127,0.5934188296707746,False,False
B,bilstm,pw2v_mean,Describe for me quickly does the battery for BGauss 2-wheelers charge again.,303,303,0.9094640814987945,True,True,303,0.9369519195107062,True,True,303,0.6409361438811654,False,False
B,bilstm,pw2v_mean,Explain Flipkart Plus degree.,183,183,0.6386696147885594,True,True,183,0.6497972493377046,False,False,239,0.49736265468838825,False,False
B,bilstm,pw2v_mean,Please clarify the following point: i want to verify my guarantee particulars for the item but I don't have the guarantee card. What should I do.,146,146,0.6547876976657432,True,True,2,0.9088774221554686,True,False,15,0.6786234991723342,False,False
B,bilstm,pw2v_mean,Explain how this works: i have requested for a send back for my product. When will it happen.,7,7,0.7666783036395171,True,True,7,0.9269018816802068,True,True,7,0.5493847379851139,False,False
B,bilstm,pw2v_mean,"Please clarify the following point: i always login with my phone identifier, but I recently lost my phone. I have also forgotten the passcode to my Flipkart profile. How do I access it.",246,246,0.92440214185453,True,True,246,0.9596718903892583,True,True,37,0.5533014461011405,False,False
B,bilstm,pw2v_mean,What should be understood about Plus Zone?,225,225,0.6377216988355425,True,True,225,0.8261007973710519,True,True,455,0.5326918275244292,False,False
B,bilstm,pw2v_mean,"I need guidance on this matter: the location while ordering Bounce vehicle on Flipkart is distinct from the one on my location proof (Aadhar Card), what should I do now.",259,259,0.7113341771224672,True,True,259,0.948156638042517,True,True,203,0.6442855408992777,False,False
B,bilstm,pw2v_mean,Please clarify the following point: the choice to order an Ather 2-wheeler is not on offer at my pincode.,398,398,0.791479794727505,True,True,398,0.884350850543001,True,True,277,0.5309989519580317,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: how is the Send back Fee determined.,317,317,0.6988397704399342,True,True,188,0.8231140074448482,True,False,317,0.6611167284962816,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: i see that the guarantee terms for my item have changed on Flipkart from when I bought the item. Will this affect my guarantee.,154,154,0.7490357897250149,True,True,7,0.8906398904014096,True,False,209,0.6205744804454313,False,False
B,bilstm,pw2v_mean,"Explain how this works: if I call off or send back an product from my purchase, what will happen to my 'On the way' SuperCoins.",195,195,0.6108008380912138,True,True,195,0.9392790318507159,True,True,195,0.606165515899972,False,False
B,bilstm,pw2v_mean,Explain how this works: the shipment of my purchase is delayed. What should I do.,121,121,0.6372222562488289,True,True,121,0.9079841101450523,True,True,265,0.5908449098201934,False,False
B,bilstm,pw2v_mean,Is it permitted to call off a part of my Flipkart Quick purchase after I have placed it?,96,96,0.6404962242370688,True,True,96,0.9287743110421595,True,True,96,0.6248026052441107,False,False
B,bilstm,pw2v_mean,Tell me what date does the guarantee service put in an application for my refurbished item purchased on Flipkart.,82,82,0.6830080517414566,True,True,82,0.8895462476202453,True,True,82,0.5585946659223243,False,False
B,bilstm,pw2v_mean,I need a clear description of is 'SuperCoins Price' calculated.,426,426,0.7917180017835317,True,True,215,0.7742634667893482,False,False,162,0.5568336722128882,False,False
B,bilstm,pw2v_mean,I am trying to sign up for an extended guarantee for my item - what is the process?,106,106,0.6795643235064326,True,True,195,0.8716537781269793,True,False,194,0.6083263147102763,False,False
B,bilstm,pw2v_mean,Please clarify the following point: there is a mismatch in guarantee terms between Flipkart and the brand's website. What will happen to the guarantee on my item now.,122,122,0.8804289613827803,True,True,122,0.8955312005294398,True,True,277,0.6140935470997575,False,False
B,bilstm,pw2v_mean,Is it permitted to order all the listed benefits with prepaid method of transaction and by redeeming SuperCoins as part Money and Coins for Benefits?,483,483,0.6170814771131052,True,True,483,0.8936620367627754,True,True,201,0.5876447423252007,False,False
B,bilstm,pw2v_mean,Explain the cause: can't I get some products shipped to my location.,137,137,0.8322383024089278,True,True,137,0.9258972451186902,True,True,137,0.6863215378848915,False,False
B,bilstm,pw2v_mean,Would it be possible to club my purchases from distinct sellers to be delivered together?,12,12,0.7169857683407356,True,True,12,0.9027674095162723,True,True,12,0.6673385862295831,False,False
B,bilstm,pw2v_mean,Please clarify the following point: i have bought an Ather 2-wheeler but I want to have a distinct model. What should I do.,110,110,0.9604835660296293,True,True,110,0.9623100804931859,True,True,102,0.6891818767559144,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: how secure is the transaction through SuperCoin Settle the amount.,296,296,0.6056971206556205,True,True,499,0.8037420957132102,False,False,125,0.6644451665402342,False,False
B,bilstm,pw2v_mean,I need a clear description of if I do not want my cards to be imported.,199,199,0.8813359930549067,True,True,199,0.9494568356048743,True,True,95,0.6671043144055996,False,False
B,bilstm,pw2v_mean,Would it be possible to redeem SuperCoins to avail discounts for items on Shopsy?,387,387,0.6805966069176076,True,True,387,0.9088212643296756,True,True,147,0.6107487480093798,False,False
B,bilstm,pw2v_mean,Explain how this works: how will the SuperCoins earned be calculated if I choose to order a item with 'SuperCoins Price'.,151,151,0.7898909776331156,True,True,151,0.9251815686645254,True,True,151,0.59004971967704,False,False
B,bilstm,pw2v_mean,Is it necessary to have to settle the amount anything extra to order or make use of a Present Card?,298,298,0.6677191161550616,True,True,495,0.8813348117949449,True,False,298,0.5946848621627192,False,False
B,bilstm,pw2v_mean,Is it the case that I would get the choice to test drive a Hero MotoCorp 2-wheeler? How many times will I be allowed to take a test drive in the same purchase?,307,307,0.8582768571043166,True,True,307,0.9795420325915365,True,True,41,0.6560432220372616,False,False
B,bilstm,pw2v_mean,Clarify what should I do if I don't get the bill for my purchase.,2,2,0.6292038311959223,True,True,2,0.9507521982615634,True,True,107,0.6698912510113124,False,False
B,bilstm,pw2v_mean,Is it permitted to order more than one BGauss 2-wheeler in my name/same Flipkart profile?,27,27,0.8232557989026223,True,True,27,0.9049634498552936,True,True,243,0.6665502051319265,False,False
B,bilstm,pw2v_mean,I need guidance on this matter: how does the pick-up shop choice on Flipkart work.,153,153,0.6593080511228516,True,True,153,0.9017725073652875,True,True,381,0.5793623088528704,False,False
B,bilstm,pw2v_mean,Give me the details of the procedure after settling payment the ex-showroom amount for Ampere Magnus EX on Flipkart.,5,5,0.6666288887499005,True,True,5,0.886695711870279,True,True,5,0.6816852283201638,False,False
B,bilstm,pw2v_mean,What lies behind the fact that do I see a dispatch charge for an product with the Plus badge?,25,25,0.7107353650862812,True,True,25,0.9073877720495673,True,True,6,0.5675664471017925,False,False
