query,is_answerable,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_top1_correct,tfidf_correct_answer,w2v_mean_predicted_faq_id,w2v_mean_similarity,w2v_mean_accepted,w2v_mean_top1_correct,w2v_mean_correct_answer,w2v_tfidf_predicted_faq_id,w2v_tfidf_similarity,w2v_tfidf_accepted,w2v_tfidf_top1_correct,w2v_tfidf_correct_answer,pw2v_mean_predicted_faq_id,pw2v_mean_similarity,pw2v_mean_accepted,pw2v_mean_top1_correct,pw2v_mean_correct_answer,pw2v_tfidf_predicted_faq_id,pw2v_tfidf_similarity,pw2v_tfidf_accepted,pw2v_tfidf_top1_correct,pw2v_tfidf_correct_answer,rnn_predicted_faq_id,rnn_similarity,rnn_accepted,rnn_top1_correct,rnn_correct_answer,bilstm_predicted_faq_id,bilstm_similarity,bilstm_accepted,bilstm_top1_correct,bilstm_correct_answer
I need to establish what do the distinct purchase statuses in 'My Orders' mean.,True,283,283,0.7563179112701666,True,True,True,283,0.9330973747092144,True,True,True,283,0.9408016171089881,True,True,True,283,0.9120048559097373,True,True,True,283,0.9121232672685542,True,True,True,283,0.810993173349313,True,True,True,283,0.8173485664566037,True,True,True
How do I replace a car battery?,False,,500,0.41712415454809626,False,False,False,351,0.8363265606688585,False,False,False,500,0.8648759670351227,False,False,False,297,0.7542776413951058,False,False,False,500,0.7849729158312708,True,False,False,454,0.584381537619461,False,False,False,76,0.5451699254326077,False,False,False
Which study areas does History pursue?,False,,391,0.36541845893002417,False,False,False,191,0.7467177202647028,False,False,False,147,0.7700330607423551,False,False,False,432,0.5537333898260653,False,False,False,112,0.6032953371432612,False,False,False,455,0.5620723258195346,False,False,False,68,0.5744658097601903,False,False,False
Please clarify the following point: the online entry submission won't let me put in an application to the degree I want - what's wrong.,False,,64,0.2745706602258876,False,False,False,64,0.9022585685834453,False,False,False,64,0.879373859343404,False,False,False,495,0.8383745566900729,True,False,False,110,0.7715305376655575,True,False,False,92,0.5760180733105494,False,False,False,253,0.6681151195811292,False,False,False
I want to establish whether there any hidden costs (Octroi or Sales Tax) when I shop on Flipkart.,True,36,36,0.8743568320848248,True,True,True,36,0.9557598077665589,True,True,True,36,0.9752575939829893,True,True,True,36,0.9216468220430283,True,True,True,36,0.9570672757810872,True,True,True,36,0.8876699092574984,True,True,True,436,0.7663370011482551,True,False,False
I need guidance on this matter: how much time does it take for the shipment to reach a pickup shop.,True,105,105,0.809425127780625,True,True,True,105,0.9629818282337692,True,True,True,105,0.9655884878382148,True,True,True,105,0.9436585066255812,True,True,True,105,0.9631039790052043,True,True,True,105,0.8381806069216325,True,True,True,105,0.7054085450571588,True,True,True
What is the correct procedure to foreclose my EMI with Bajaj Finserv?,True,439,439,0.7691405344238023,True,True,True,499,0.9237436367326679,True,False,False,439,0.960105174226619,True,True,True,439,0.849143389638033,True,True,True,439,0.9164521942993962,True,True,True,439,0.8744746973546575,True,True,True,283,0.5388092345475788,False,False,False
In which place is it possible to verify the expiry related particulars of my Flipkart Plus membership?,True,11,11,0.520920608390343,False,True,False,123,0.8995146635706489,False,False,False,232,0.8926464828652654,False,False,False,11,0.9128106451759567,True,True,True,11,0.872602756986589,True,True,True,11,0.8377426850715454,True,True,True,11,0.7134922336469327,True,True,True
I am trying to make use of a new email location to log in to my Flipkart profile - what is the process?,True,75,75,0.6768199593084538,True,True,True,256,0.9221179340960743,True,False,False,256,0.9321205436404789,True,False,False,75,0.9153351147803189,True,True,True,75,0.880445873048403,True,True,True,305,0.7246780654731169,True,False,False,184,0.5679048254336065,False,False,False
Give me the details of the money back timelines if I call off or send back a item.,True,281,281,0.3702809628133412,False,True,False,281,0.9209358705663913,True,True,True,195,0.9239441037372437,True,False,False,7,0.813750611132429,True,False,False,281,0.737358302016639,False,True,False,48,0.6321679248788521,False,False,False,316,0.5575694421607977,False,False,False
Explain how this works: does a Present Card expire.,True,453,453,0.7158482775875173,True,True,True,412,0.901894584240075,False,False,False,412,0.902513043678324,False,False,False,453,0.7834316680142084,False,True,False,453,0.90534187872979,True,True,True,453,0.6666435070651492,False,True,False,337,0.6083926544757439,False,False,False
Describe for me should I do if I miss a call or alert.,False,,107,0.3942137497261554,False,False,False,167,0.922918338977566,True,False,False,132,0.8989031523890849,False,False,False,2,0.8576155302945577,True,False,False,195,0.7799452693681163,True,False,False,185,0.5484565710346602,False,False,False,468,0.6581394349831333,False,False,False
How do I tune an acoustic guitar?,False,,156,0.4229078130529087,False,False,False,156,0.8387018902310259,False,False,False,156,0.8128406607968636,False,False,False,60,0.6359738698377294,False,False,False,110,0.7625694150334645,True,False,False,379,0.6348871132992828,False,False,False,438,0.5724022655692012,False,False,False
Explain the advantage of buying an Ather 2-wheeler vehicle through Flipkart.,True,78,78,0.9673083041009576,True,True,True,78,0.9840455516725134,True,True,True,78,0.9934734874496239,True,True,True,78,0.9588972144920456,True,True,True,78,0.9882478506470856,True,True,True,78,0.8964464196459652,True,True,True,78,0.9124251769137655,True,True,True
"I am trying to submit my final, official academic record (or other required documents) - what is the process?",False,,214,0.38895822885866416,False,False,False,367,0.9290720881383578,True,False,False,367,0.9320849839387648,True,False,False,367,0.8212823449928377,True,False,False,367,0.8132420706338658,True,False,False,305,0.576728519040278,False,False,False,367,0.6468917665262023,False,False,False
Which medicine should I take for a fever?,False,,391,0.3156321265035561,False,False,False,92,0.8557814502779821,False,False,False,92,0.8384265345380666,False,False,False,307,0.7076714035384339,False,False,False,289,0.7608936697470382,True,False,False,290,0.43585042167574334,False,False,False,468,0.5895009017386723,False,False,False
I am trying to locate the offers in SuperCoin Zone - what is the process?,True,432,432,0.6352178870784229,True,True,True,201,0.9129464478885901,False,False,False,201,0.9006460001048806,False,False,False,432,0.8624862106866743,True,True,True,432,0.8056975299882165,True,True,True,307,0.6851680504346104,False,False,False,432,0.5674919341712894,False,True,False
Tell me the moment at which and how many times does a BGauss vehicle require servicing.,True,486,486,0.8170065223414656,True,True,True,486,0.9633528140756961,True,True,True,486,0.9672014592653052,True,True,True,486,0.9332160858156738,True,True,True,486,0.9531351886972206,True,True,True,486,0.9822470809000032,True,True,True,486,0.889867187623196,True,True,True
Tell me what should I do if I locate the package open or tampered on shipment.,True,80,80,0.81665263525206,True,True,True,80,0.9705364135125539,True,True,True,80,0.9506495963305838,True,True,True,80,0.951433402046246,True,True,True,80,0.9360304317622407,True,True,True,80,0.7694490468633282,True,True,True,80,0.8300430838103674,True,True,True
What time does the next train leave?,False,,312,0.331532401251729,False,False,False,147,0.8738403565079288,False,False,False,376,0.8263428236771982,False,False,False,105,0.7603298007419154,False,False,False,451,0.7016011500402091,False,False,False,354,0.6957128999286538,True,False,False,145,0.6851733014775494,False,False,False
Describe for me Flipkart deliver the Bounce 2-wheeler at my home.,True,482,482,0.8647544054767271,True,True,True,482,0.9761974826615213,True,True,True,482,0.9786813989115524,True,True,True,482,0.9252956818744709,True,True,True,482,0.9414729835537587,True,True,True,482,0.9289116249749765,True,True,True,482,0.9049609568117953,True,True,True
Identify who does this policy put in an application to.,False,,367,0.38100836594346343,False,False,False,105,0.8384292633153445,False,False,False,100,0.8488335314126513,False,False,False,112,0.7569748199371557,False,False,False,179,0.7060844188650328,False,False,False,64,0.6020224231831746,False,False,False,156,0.6463281182606126,False,False,False
I need a clear description of 'SuperCoins Rewards' be cancelled or returned.,True,257,257,0.865723628133084,True,True,True,257,0.9022226880780623,False,True,False,257,0.9464446792596231,True,True,True,257,0.8368513639646951,True,True,True,257,0.9575618731462139,True,True,True,257,0.8410746943171427,True,True,True,257,0.7365032498472206,True,True,True
I need a clear description of after-sales services are being provided by Flipkart for BGauss 2-wheelers.,True,261,261,0.8988207972196253,True,True,True,200,0.9783017088612423,True,False,False,261,0.9863105259231403,True,True,True,261,0.913504065340081,True,True,True,261,0.9634464499695328,True,True,True,261,0.896162302970849,True,True,True,261,0.8112621581354038,True,True,True
Describe for me is my EMI debited.,True,409,409,0.7997730105469661,True,True,True,409,0.8871503742109687,False,True,False,409,0.8889617490798124,False,True,False,409,0.892453779603321,True,True,True,409,0.9478798740281593,True,True,True,409,0.943357987433272,True,True,True,409,0.7846486662928917,True,True,True
Is it permitted to order another Present Card with the Present Card I have?,True,378,378,0.6486472192606678,True,True,True,327,0.9209789836503254,True,False,False,327,0.9103220753279078,True,False,False,451,0.8506206408515673,True,False,False,378,0.8161248587740433,True,True,True,378,0.7959242341913715,True,True,True,378,0.7357699810003834,True,True,True
Tell me if there a filter on offer through which I can only see products with a Plus badge.,True,162,162,0.8239355282424817,True,True,True,162,0.9633692830285532,True,True,True,162,0.9667088816044591,True,True,True,162,0.9344207713308796,True,True,True,162,0.9409085396144012,True,True,True,162,0.7487771195648734,True,True,True,162,0.739681981936014,True,True,True
Can you translate this paragraph into Japanese?,False,,366,0.24460050686235826,False,False,False,232,0.8588732252073603,False,False,False,232,0.8986856750362032,False,False,False,49,0.6711698141335701,False,False,False,282,0.6748498528612968,False,False,False,480,0.4898815808570359,False,False,False,48,0.6454956854325966,False,False,False
What is the correct procedure to make use of my mobile identifier to login on the Flipkart mobile app?,True,1,1,0.7964797179277224,True,True,True,234,0.9441194661628106,True,False,False,1,0.9504428677501499,True,True,True,1,0.9277655217263219,True,True,True,1,0.9632823198239968,True,True,True,1,0.9589017713179232,True,True,True,1,0.6491723621505319,False,True,False
Which classes can be taken within Master of Visual Studies in Studio Art?,False,,172,0.42299222444928314,False,False,False,172,0.82752333356374,False,False,False,235,0.81634692084566,False,False,False,235,0.6124178337064794,False,False,False,235,0.6796731193038135,False,False,False,220,0.6345726038804776,False,False,False,116,0.6643755972081751,False,False,False
Where does a qualification in Anishinaabe Law Camp lead?,False,,157,0.32536926459991444,False,False,False,148,0.7881590550704045,False,False,False,148,0.7928969787135877,False,False,False,307,0.573628555299698,False,False,False,282,0.6600885786704798,False,False,False,232,0.6062136853819035,False,False,False,464,0.6619776651182483,False,False,False
I need guidance on this matter: should I register the item with the make to avail the guarantee benefits on it.,True,58,58,0.6992233069277585,True,True,True,58,0.9381682423286587,True,True,True,58,0.9143255347859459,True,True,True,58,0.8560468109047007,True,True,True,192,0.8516380823598413,True,False,False,58,0.8671954287898027,True,True,True,448,0.7223436244698166,True,False,False
What steps should someone follow to delete my saved card?,True,355,355,0.6892901904838664,True,True,True,37,0.9005730082094541,False,False,False,37,0.9353750487494064,True,False,False,355,0.8683641443852876,True,True,True,355,0.9368411452795355,True,True,True,355,0.7680736657924655,True,True,True,489,0.6939775295405411,False,False,False
"Explain how this works: the location while ordering Ather 2-wheeler on Flipkart is distinct from the one on my location proof (Aadhaar Card), what should I do now.",True,265,265,0.711619201271912,True,True,True,265,0.9827304926676056,True,True,True,265,0.9755881353637186,True,True,True,265,0.9526624808932878,True,True,True,265,0.9143137213639214,True,True,True,118,0.8447350935258392,True,False,False,265,0.744296692655538,True,True,True
Is it permitted to redeem my 'on the way' SuperCoins to avail discounts on item?,True,180,180,0.8556036392858463,True,True,True,180,0.9431957135223061,True,True,True,180,0.9657274627039801,True,True,True,180,0.9334605696945962,True,True,True,180,0.9557984720088335,True,True,True,180,0.7232056386660152,True,True,True,327,0.6599325660192872,False,False,False
Would it be possible to order more than one Ather 2-wheeler through the same Flipkart profile?,True,43,43,0.6454105447058213,True,True,True,43,0.9551661949246554,True,True,True,43,0.9629006623805303,True,True,True,43,0.888247526331196,True,True,True,43,0.8682779032383987,True,True,True,285,0.6624562759013417,False,False,False,235,0.6680545052689257,False,False,False
Am I allowed to reject the Flipkart Quick purchase at the time of shipment?,True,161,161,0.6617366998425191,True,True,True,161,0.9338980839194153,True,True,True,168,0.9211445761118249,True,False,False,161,0.903126289316728,True,True,True,161,0.8599606972813884,True,True,True,291,0.6773203459070516,False,False,False,244,0.6358006948936792,False,False,False
What steps should someone follow to purchase for large quantities of the item as part of a corporate purchase?,True,397,397,0.6301837122469988,True,True,True,397,0.9213981632717924,True,True,True,397,0.9373066344968258,True,True,True,397,0.8711449153033102,True,True,True,397,0.8660571096192033,True,True,True,63,0.7276149266091263,True,False,False,127,0.5934188296707746,False,False,False
I need guidance on this matter: does this policy put in an application to the federated/theological colleges.,False,,367,0.49629419917657225,False,False,False,319,0.8664847327097718,False,False,False,319,0.8634231006796547,False,False,False,495,0.7661014801212984,False,False,False,495,0.7562374724007697,False,False,False,295,0.5168588855982283,False,False,False,295,0.5712092311321694,False,False,False
I need to establish what subsidies are being provided by BGauss and how to claim them.,True,47,47,0.8284739205489622,True,True,True,55,0.968292716329337,True,False,False,55,0.9707325819621988,True,False,False,47,0.9427732113601937,True,True,True,47,0.9582518101766622,True,True,True,47,0.9091408564453227,True,True,True,47,0.9336144921277145,True,True,True
Would it be possible to make use of a corporate email ID to sign up?,True,139,139,0.7350364792772047,True,True,True,139,0.9392696439607869,True,True,True,139,0.9607297624049698,True,True,True,139,0.9111869795531939,True,True,True,139,0.8953476626467445,True,True,True,139,0.9582940262024842,True,True,True,139,0.8186211641121135,True,True,True
Describe for me quickly does the battery for BGauss 2-wheelers charge again.,True,303,303,0.9094640814987945,True,True,True,303,0.9806698509669822,True,True,True,303,0.9850731047593971,True,True,True,303,0.9369519195107062,True,True,True,303,0.963942345503334,True,True,True,303,0.9732461275727083,True,True,True,303,0.6409361438811654,False,True,False
Explain Flipkart Plus degree.,True,183,183,0.6386696147885594,True,True,True,183,0.7679396407064608,False,True,False,239,0.8171451288657637,False,False,False,183,0.6497972493377046,False,True,False,183,0.6888738856458647,False,True,False,87,0.6773548409742669,False,False,False,239,0.49736265468838825,False,False,False
Explain how this works: i sent my submission but I have not heard back from the former student unit. How do I know my submission and supporting documents have been received.,False,,287,0.36993808894126146,False,False,False,146,0.9030295391911113,False,False,False,146,0.8954221814822915,False,False,False,76,0.8812558210335869,True,False,False,236,0.8295087561498311,True,False,False,195,0.7238625893590236,True,False,False,76,0.5895601642203242,False,False,False
I need guidance on this matter: in which all cities can I buy a Bounce 2-wheeler.,True,371,371,0.7363053180437924,True,True,True,371,0.9570326378236722,True,True,True,371,0.9486567368671849,True,True,True,371,0.906843985942038,True,True,True,371,0.9262693434349755,True,True,True,371,0.9692598896063479,True,True,True,371,0.9004039044952249,True,True,True
Is it permitted to forfeit awarded transfer credit?,False,,381,0.44424380390026674,False,False,False,192,0.8653930723205037,False,False,False,192,0.8260023409883308,False,False,False,56,0.6671268885180497,False,False,False,381,0.7116120862358566,False,False,False,55,0.6341158863626192,False,False,False,367,0.566539046069898,False,False,False
Please clarify the following point: how will I get alerts.,False,,457,0.6410100788634228,True,False,False,457,0.9004500405406552,False,False,False,457,0.8712880549075797,False,False,False,155,0.7746973266065847,False,False,False,282,0.8109782969613226,True,False,False,102,0.4632119083995919,False,False,False,454,0.5155263786401012,False,False,False
Is it permitted to drop off an product I want to send back at the pick-up shop?,True,48,48,0.7546260562414633,True,True,True,48,0.941283977886936,True,True,True,48,0.9561777294579674,True,True,True,48,0.9387999771227256,True,True,True,48,0.9385644911339788,True,True,True,48,0.8505920545505621,True,True,True,48,0.8062044332207776,True,True,True
Please clarify the following point: i want to verify my guarantee particulars for the item but I don't have the guarantee card. What should I do.,True,146,146,0.6547876976657432,True,True,True,146,0.9591087009838845,True,True,True,2,0.9260671349103072,True,False,False,2,0.9088774221554686,True,False,False,2,0.8533553739839673,True,False,False,146,0.9205148948009565,True,True,True,15,0.6786234991723342,False,False,False
What steps should someone follow to claim guarantee services for refurbished items?,True,66,66,0.5435680472959467,False,True,False,10,0.8912451251916401,False,False,False,10,0.9114590341641048,True,False,False,132,0.745674167316079,False,False,False,66,0.7641602572510295,True,True,True,214,0.5950783934997977,False,False,False,327,0.6570293076031457,False,False,False
Confirm whether someone would earn cashback if I have used someone else's Flipkart Axis Financial institution Credit Card.,True,344,344,0.8589936248694651,True,True,True,344,0.9858256063166545,True,True,True,344,0.9902248479313538,True,True,True,344,0.9387689201652825,True,True,True,344,0.9630195918884041,True,True,True,400,0.8213749895320765,True,False,False,344,0.7453008226809712,True,True,True
Explain how this works: i have requested for a send back for my product. When will it happen.,True,7,7,0.7666783036395171,True,True,True,7,0.9632312818133288,True,True,True,7,0.9545987222912485,True,True,True,7,0.9269018816802068,True,True,True,7,0.9208603810841757,True,True,True,7,0.8641198070487522,True,True,True,7,0.5493847379851139,False,True,False
Confirm whether the guarantee being provided by Flipkart for Ampere Magnus EX.,True,414,414,0.7467947143724779,True,True,True,414,0.9675629621595531,True,True,True,414,0.965735792590117,True,True,True,414,0.8246797227885593,True,True,True,414,0.8745736243184008,True,True,True,414,0.897151689466703,True,True,True,414,0.7516310986055261,True,True,True
"Please clarify the following point: i always login with my phone identifier, but I recently lost my phone. I have also forgotten the passcode to my Flipkart profile. How do I access it.",True,246,246,0.92440214185453,True,True,True,246,0.9899067850292588,True,True,True,246,0.9909364593833309,True,True,True,246,0.9596718903892583,True,True,True,246,0.9714330724445623,True,True,True,382,0.6492067671601187,False,False,False,37,0.5533014461011405,False,False,False
What should be understood about Plus Zone?,True,225,225,0.6377216988355425,True,True,True,225,0.8425426164876393,False,True,False,225,0.8483748577477492,False,True,False,225,0.8261007973710519,True,True,True,225,0.8473139018671485,True,True,True,169,0.6465291062230865,False,False,False,455,0.5326918275244292,False,False,False
"I need guidance on this matter: the location while ordering Bounce vehicle on Flipkart is distinct from the one on my location proof (Aadhar Card), what should I do now.",True,259,259,0.7113341771224672,True,True,True,259,0.9839614838106567,True,True,True,247,0.9781698695765718,True,False,False,259,0.948156638042517,True,True,True,259,0.9179820514954826,True,True,True,499,0.7776429694812342,True,False,False,203,0.6442855408992777,False,False,False
Confirm whether someone would be able to live in the same room after Jump Start.,False,,495,0.23216959417010685,False,False,False,495,0.9002685661944368,False,False,False,495,0.9265088132646211,True,False,False,252,0.8129824213470348,True,False,False,252,0.8244146285847962,True,False,False,307,0.7353155016319842,True,False,False,307,0.6388721913340026,False,False,False
What is the capital of every country in Europe?,False,,201,0.3451533508276104,False,False,False,201,0.8899018896659119,False,False,False,201,0.8210353129541748,False,False,False,235,0.7044971868774798,False,False,False,86,0.6644100287003378,False,False,False,253,0.6403147738107656,False,False,False,394,0.64052571852767,False,False,False
Please clarify the following point: the choice to order an Ather 2-wheeler is not on offer at my pincode.,True,398,398,0.791479794727505,True,True,True,398,0.9688621328583974,True,True,True,398,0.9630875062233492,True,True,True,398,0.884350850543001,True,True,True,398,0.838715993853573,True,True,True,440,0.8677794546457696,True,False,False,277,0.5309989519580317,False,False,False
I need guidance on this matter: how is the Send back Fee determined.,True,317,317,0.6988397704399342,True,True,True,18,0.8934358967336123,False,False,False,132,0.8642766926082114,False,False,False,188,0.8231140074448482,True,False,False,317,0.8729129915357912,True,True,True,317,0.7168099450023585,True,True,True,317,0.6611167284962816,False,True,False
Am I allowed to redeem all of my on offer SuperCoins while with the SuperCoin Settle the amount function?,True,111,111,0.5712520696053119,False,True,False,166,0.9255753134418374,True,False,False,166,0.9288652887021671,True,False,False,111,0.8651519310058509,True,True,True,111,0.8034421238192269,True,True,True,100,0.611764909034428,False,False,False,141,0.6269282399481616,False,False,False
Give me the details of the 'Save Card' function.,True,467,467,0.4896081915999542,False,True,False,402,0.8637873133861386,False,False,False,402,0.841041317460073,False,False,False,467,0.7941926189837475,False,True,False,268,0.7436804547858262,False,False,False,307,0.6029969467310704,False,False,False,34,0.6381360762618117,False,False,False
I need guidance on this matter: i see that the guarantee terms for my item have changed on Flipkart from when I bought the item. Will this affect my guarantee.,True,154,154,0.7490357897250149,True,True,True,154,0.9508213854918897,True,True,True,154,0.9425740128928951,True,True,True,7,0.8906398904014096,True,False,False,154,0.8651542644734016,True,True,True,461,0.6070388042402902,False,False,False,209,0.6205744804454313,False,False,False
"Explain how this works: if I call off or send back an product from my purchase, what will happen to my 'On the way' SuperCoins.",True,195,195,0.6108008380912138,True,True,True,195,0.961103935731573,True,True,True,195,0.9473888303773942,True,True,True,195,0.9392790318507159,True,True,True,195,0.9058612213307878,True,True,True,195,0.9328977026181214,True,True,True,195,0.606165515899972,False,True,False
Confirm whether it okay if I miss an event during Jump Start.,False,,461,0.3388241853892225,False,False,False,32,0.870782926949903,False,False,False,32,0.8429581969748472,False,False,False,167,0.8057884502034225,False,False,False,195,0.7373368043202565,False,False,False,62,0.6619525448141415,False,False,False,48,0.6727360306956448,False,False,False
I need guidance on this matter: how long does it take to call off an purchase.,True,112,112,0.5196962858288294,False,True,False,112,0.9189087059686561,False,True,False,112,0.909731752889924,False,True,False,112,0.8659598227220453,True,True,True,112,0.8503804210717786,True,True,True,144,0.6258061338345692,False,False,False,352,0.6954659922641603,False,False,False
What working outlook do former Social Work students have?,False,,351,0.5817463939263967,True,False,False,4,0.8513516219764167,False,False,False,351,0.8452011587561141,False,False,False,351,0.6657977912987879,False,False,False,118,0.7166910439857394,False,False,False,242,0.6261466744229659,False,False,False,199,0.5933316917156398,False,False,False
I need guidance on this matter: how does U of T Mississauga assess classes for equivalency.,False,,84,0.27521028631692357,False,False,False,179,0.8428129013682958,False,False,False,412,0.8327722262569635,False,False,False,313,0.7150104710818759,False,False,False,495,0.8055941683890877,True,False,False,116,0.6233800615402778,False,False,False,321,0.5211733268382199,False,False,False
Explain how this works: the shipment of my purchase is delayed. What should I do.,True,121,121,0.6372222562488289,True,True,True,121,0.9469455652767181,True,True,True,121,0.9278523581179753,True,True,True,121,0.9079841101450523,True,True,True,121,0.86518205925301,True,True,True,121,0.8997716026703888,True,True,True,265,0.5908449098201934,False,False,False
What ingredients are needed for vegetable soup?,False,,459,0.4259283962396325,False,False,False,174,0.7955419154692308,False,False,False,174,0.7732714502118047,False,False,False,20,0.5814578985095212,False,False,False,383,0.6555612155092109,False,False,False,209,0.5240460719550813,False,False,False,325,0.6318825764347888,False,False,False
Where can I stream the championship match?,False,,268,0.5437643384920168,False,False,False,445,0.914206204971198,False,False,False,268,0.8723568396606803,False,False,False,118,0.6946222230868329,False,False,False,102,0.7342258145783723,False,False,False,424,0.5393636423418365,False,False,False,457,0.5778936971788382,False,False,False
