case,model,custom_model,query,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_correct_answer,custom_predicted_faq_id,custom_similarity,custom_accepted,custom_correct_answer,pretrained_predicted_faq_id,pretrained_similarity,pretrained_accepted,pretrained_correct_answer
B,pw2v_mean,w2v_mean,I need guidance on this matter: how is the Send back Fee determined.,317,317,0.6988397704399342,True,True,18,0.8934358967336123,False,False,188,0.8231140074448482,True,False
B,pw2v_mean,w2v_mean,I need guidance on this matter: i see that the guarantee terms for my item have changed on Flipkart from when I bought the item. Will this affect my guarantee.,154,154,0.7490357897250149,True,True,154,0.9508213854918897,True,True,7,0.8906398904014096,True,False
B,pw2v_mean,w2v_mean,I need a clear description of is 'SuperCoins Price' calculated.,426,426,0.7917180017835317,True,True,215,0.9210833099695883,True,False,215,0.7742634667893482,False,False
B,pw2v_mean,w2v_mean,I am trying to sign up for an extended guarantee for my item - what is the process?,106,106,0.6795643235064326,True,True,195,0.8861045878227702,False,False,195,0.8716537781269793,True,False
B,pw2v_mean,w2v_mean,I need guidance on this matter: how secure is the transaction through SuperCoin Settle the amount.,296,296,0.6056971206556205,True,True,296,0.9059302448660737,False,False,499,0.8037420957132102,False,False
B,pw2v_mean,w2v_mean,Is it necessary to have to settle the amount anything extra to order or make use of a Present Card?,298,298,0.6677191161550616,True,True,298,0.9286801723067483,True,True,495,0.8813348117949449,True,False
B,pw2v_mean,w2v_mean,Clarify what will happen if Ather make approved retailer who will reach me is very far from my location.,440,440,0.7138980139988552,True,True,449,0.973072310599864,True,False,449,0.8776228061988557,True,False
B,pw2v_mean,w2v_mean,Is it permitted to order Flipkart Plus membership?,239,239,0.6475416648807034,True,True,91,0.8496939524226724,False,False,192,0.8218461541025751,True,False
B,pw2v_mean,w2v_mean,Explain how this works: how will I claim guarantee for refurbished items.,74,74,0.6171663349208865,True,True,74,0.9410888211581816,True,True,179,0.8206421889681572,True,False
B,pw2v_mean,w2v_mean,Explain a 3D Secure passcode.,471,471,0.8009270402671163,True,True,471,0.8610825654301061,False,False,471,0.7060450114200216,False,False
B,pw2v_mean,w2v_mean,Please clarify the following point: i didn't get a guarantee card with my item. How can I get the guarantee.,42,42,0.7564843850030241,True,True,42,0.954084470654133,True,True,2,0.8929498827029401,True,False
B,pw2v_mean,w2v_mean,Explain how this works: from when is the guarantee for my item applicable.,90,90,0.6597148208734489,True,True,90,0.9243369063648568,True,True,195,0.8167896069882636,True,False
B,pw2v_mean,w2v_mean,What lies behind the fact that are faster shipment choices not on offer at my location?,231,231,0.6018690416495153,True,True,231,0.8911954746588012,False,False,145,0.8224102186400012,True,False
B,pw2v_mean,w2v_mean,Please clarify the following point: can refurbished items be searched by their item name.,401,401,0.8196137122912587,True,True,401,0.9123702046655991,False,False,401,0.7628732069165338,False,False
C,pw2v_mean,w2v_mean,Give me the details of the money back timelines if I call off or send back a item.,281,281,0.3702809628133412,False,False,281,0.9209358705663913,True,True,7,0.813750611132429,True,False
C,pw2v_mean,w2v_mean,Please clarify the following point: i want to verify my guarantee particulars for the item but I don't have the guarantee card. What should I do.,146,146,0.6547876976657432,True,True,146,0.9591087009838845,True,True,2,0.9088774221554686,True,False
C,pw2v_mean,w2v_mean,I need guidance on this matter: i see that the guarantee terms for my item have changed on Flipkart from when I bought the item. Will this affect my guarantee.,154,154,0.7490357897250149,True,True,154,0.9508213854918897,True,True,7,0.8906398904014096,True,False
C,pw2v_mean,w2v_mean,I need guidance on this matter: i lost my guarantee card. How can I get guarantee.,98,98,0.5736243148295133,False,False,98,0.9315599204250246,True,True,2,0.8804362398898331,True,False
C,pw2v_mean,w2v_mean,Is it necessary to have to settle the amount anything extra to order or make use of a Present Card?,298,298,0.6677191161550616,True,True,298,0.9286801723067483,True,True,495,0.8813348117949449,True,False
C,pw2v_mean,w2v_mean,Explain how this works: how will I claim guarantee for refurbished items.,74,74,0.6171663349208865,True,True,74,0.9410888211581816,True,True,179,0.8206421889681572,True,False
C,pw2v_mean,w2v_mean,Please clarify the following point: i didn't get a guarantee card with my item. How can I get the guarantee.,42,42,0.7564843850030241,True,True,42,0.954084470654133,True,True,2,0.8929498827029401,True,False
C,pw2v_mean,w2v_mean,Explain how this works: from when is the guarantee for my item applicable.,90,90,0.6597148208734489,True,True,90,0.9243369063648568,True,True,195,0.8167896069882636,True,False
A,pw2v_tfidf,w2v_tfidf,In which place is it possible to verify the expiry related particulars of my Flipkart Plus membership?,11,11,0.520920608390343,False,False,232,0.8926464828652654,False,False,11,0.872602756986589,True,True
A,pw2v_tfidf,w2v_tfidf,What steps should someone follow to claim guarantee services for refurbished items?,66,66,0.5435680472959467,False,False,10,0.9114590341641048,True,False,66,0.7641602572510295,True,True
A,pw2v_tfidf,w2v_tfidf,Am I allowed to redeem all of my on offer SuperCoins while with the SuperCoin Settle the amount function?,111,111,0.5712520696053119,False,False,166,0.9288652887021671,True,False,111,0.8034421238192269,True,True
A,pw2v_tfidf,w2v_tfidf,I need guidance on this matter: how long does it take to call off an purchase.,112,112,0.5196962858288294,False,False,112,0.909731752889924,False,False,112,0.8503804210717786,True,True
A,pw2v_tfidf,w2v_tfidf,Am I allowed to redeem SuperCoins to avail price reduction for Flipkart Present Card?,384,384,0.5663845018307019,False,False,187,0.9350753967985533,True,False,384,0.8348678444545954,True,True
A,pw2v_tfidf,w2v_tfidf,I am trying to deactivate my profile - what is the process?,211,211,0.5217132157290248,False,False,69,0.856848322239192,False,False,211,0.7819431980485421,True,True
A,pw2v_tfidf,w2v_tfidf,What steps should someone follow to send back or exchange an product?,223,223,0.5236342861265941,False,False,327,0.8869030260184,False,False,223,0.8317851373557095,True,True
A,pw2v_tfidf,w2v_tfidf,Give me the details of the amount I can shop for with Money on Shipment transaction choice.,210,210,0.5051373608436186,False,False,193,0.8861018828443331,False,False,210,0.8139296040397332,True,True
A,pw2v_tfidf,w2v_tfidf,Am I expected to have to send back the freebie when I send back a item?,230,230,0.5668802944625139,False,False,230,0.892902863545704,False,False,230,0.7712977229882801,True,True
B,pw2v_tfidf,w2v_tfidf,I need guidance on this matter: should I register the item with the make to avail the guarantee benefits on it.,58,58,0.6992233069277585,True,True,58,0.9143255347859459,True,True,192,0.8516380823598413,True,False
B,pw2v_tfidf,w2v_tfidf,Explain Flipkart Plus degree.,183,183,0.6386696147885594,True,True,239,0.8171451288657637,False,False,183,0.6888738856458647,False,False
B,pw2v_tfidf,w2v_tfidf,Please clarify the following point: i want to verify my guarantee particulars for the item but I don't have the guarantee card. What should I do.,146,146,0.6547876976657432,True,True,2,0.9260671349103072,True,False,2,0.8533553739839673,True,False
B,pw2v_tfidf,w2v_tfidf,I need guidance on this matter: how secure is the transaction through SuperCoin Settle the amount.,296,296,0.6056971206556205,True,True,296,0.8947230060392221,False,False,495,0.7892636931731273,True,False
B,pw2v_tfidf,w2v_tfidf,Clarify what will happen if Ather make approved retailer who will reach me is very far from my location.,440,440,0.7138980139988552,True,True,449,0.966301681670777,True,False,449,0.8384251172640759,True,False
B,pw2v_tfidf,w2v_tfidf,Explain how this works: how will I claim guarantee for refurbished items.,74,74,0.6171663349208865,True,True,74,0.9276503526392336,True,True,74,0.7345831153743153,False,False
B,pw2v_tfidf,w2v_tfidf,Explain a 3D Secure passcode.,471,471,0.8009270402671163,True,True,471,0.9564929747413697,True,True,471,0.7293032099980601,False,False
B,pw2v_tfidf,w2v_tfidf,Please clarify the following point: i didn't get a guarantee card with my item. How can I get the guarantee.,42,42,0.7564843850030241,True,True,42,0.926393748395345,True,True,15,0.8550391189575772,True,False
B,pw2v_tfidf,w2v_tfidf,What lies behind the fact that are faster shipment choices not on offer at my location?,231,231,0.6018690416495153,True,True,231,0.8975224635561726,False,False,145,0.8055251041837866,True,False
B,pw2v_tfidf,w2v_tfidf,What lies behind the fact that is the choice to order a BGauss 2-wheeler not on offer at my pincode?,221,221,0.6884309842553311,True,True,398,0.9513994394262817,True,False,425,0.8102259755670232,True,False
C,pw2v_tfidf,w2v_tfidf,I need guidance on this matter: should I register the item with the make to avail the guarantee benefits on it.,58,58,0.6992233069277585,True,True,58,0.9143255347859459,True,True,192,0.8516380823598413,True,False
C,pw2v_tfidf,w2v_tfidf,Would it be possible to choose PhonePe digital purse as a money back choice?,275,275,0.394931066058955,False,False,275,0.912851648561719,True,True,495,0.7992580121994645,True,False
C,pw2v_tfidf,w2v_tfidf,Am I allowed to make use of an overseas identifier to sign up?,197,197,0.5298333696348014,False,False,197,0.9252821170983927,True,True,345,0.8016292755264065,True,False
C,pw2v_tfidf,w2v_tfidf,Explain how this works: how will I claim guarantee for refurbished items.,74,74,0.6171663349208865,True,True,74,0.9276503526392336,True,True,74,0.7345831153743153,False,False
C,pw2v_tfidf,w2v_tfidf,Explain a 3D Secure passcode.,471,471,0.8009270402671163,True,True,471,0.9564929747413697,True,True,471,0.7293032099980601,False,False
C,pw2v_tfidf,w2v_tfidf,Please clarify the following point: i didn't get a guarantee card with my item. How can I get the guarantee.,42,42,0.7564843850030241,True,True,42,0.926393748395345,True,True,15,0.8550391189575772,True,False
