case,model,custom_model,query,expected_faq_id,tfidf_predicted_faq_id,tfidf_similarity,tfidf_accepted,tfidf_correct_answer,custom_predicted_faq_id,custom_similarity,custom_accepted,custom_correct_answer,pretrained_predicted_faq_id,pretrained_similarity,pretrained_accepted,pretrained_correct_answer
B,pw2v_mean,w2v_mean,Which areas of learning belong to Dalla Lana School of Public Health?,80,80,0.7318223065766176,True,True,95,0.8986657959870384,False,False,80,0.8170406863353361,False,False
B,pw2v_mean,w2v_mean,Give me the details of an Extra.,392,392,0.590181418467026,True,True,354,0.8870531138861621,False,False,392,0.6972927097541803,False,False
B,pw2v_mean,w2v_mean,Describe the way Pro Bono Students Canada (PBSC) is arranged.,195,195,0.8053561887613168,True,True,195,0.8910550306840063,False,False,195,0.8480502235349394,False,False
B,pw2v_mean,w2v_mean,How is Biotechnology organised?,73,73,0.5251971246951342,True,True,417,0.7953558270923161,False,False,148,0.5813318105045724,False,False
B,pw2v_mean,w2v_mean,Which topics are covered inside Electrical and Computer Engineering?,43,43,0.5583983006330834,True,True,224,0.9033831822830407,False,False,43,0.7931344047177039,False,False
B,pw2v_mean,w2v_mean,Please clarify the following point: am I qualified to work in Canada while learning.,452,452,0.5941832126456676,True,True,452,0.9439831137313555,True,True,452,0.8417916220499213,False,False
B,pw2v_mean,w2v_mean,"Which scholarly work happens within Innovation, Law and Technology?",219,219,0.5148728400808886,True,True,130,0.8873263295050746,False,False,219,0.8295415291027988,False,False
B,pw2v_mean,w2v_mean,What shape does SURE: Summer Undergraduate Scholarly work in Engineering take?,79,79,0.5669610004941424,True,True,133,0.8948800868882949,False,False,79,0.8061853092319466,False,False
B,pw2v_mean,w2v_mean,Which professions follow on from Mineral Engineering Undergraduate Degree?,205,205,0.6427821102935657,True,True,198,0.9361985162398905,True,False,205,0.8134296921642681,False,False
B,pw2v_mean,w2v_mean,Am I expected to require a learn permit to learn in Canada as an overseas student?,449,449,0.4853939043468972,True,True,449,0.9439742317881101,True,True,450,0.8302596374301819,False,False
B,pw2v_mean,w2v_mean,What steps should someone follow to sign up for UTAlert?,285,285,0.7520881658953215,True,True,326,0.9010602244950542,False,False,285,0.8022733111397118,False,False
B,pw2v_mean,w2v_mean,How is One Year MMPA organised?,40,40,0.7017167538004327,True,True,376,0.7960996642788938,False,False,40,0.6671980490459899,False,False
B,pw2v_mean,w2v_mean,What material does Master of Urban Design (post-professional) teach?,56,56,0.7912178677882903,True,True,54,0.930658946301297,True,False,60,0.8451193751201103,False,False
B,pw2v_mean,w2v_mean,Clarify what identifier will alerts come from.,292,292,0.8343345166520957,True,True,292,0.9970304751984309,True,True,292,0.8356052476344534,False,False
B,pw2v_mean,w2v_mean,I am trying to put in an application for financial aid - what is the process?,439,439,0.5632017070150773,True,True,326,0.9330286920498733,True,False,326,0.834067573626762,False,False
B,pw2v_mean,w2v_mean,Please explain long will an assessment take.,381,381,0.7945041108581503,True,True,381,0.8837529808658269,False,False,381,0.8385629471099088,False,False
B,pw2v_mean,w2v_mean,Where does a qualification in Aerospace Science and Engineering lead?,70,70,0.6838844380193606,True,True,70,0.9214990192100636,False,False,70,0.8563958950381334,False,False
B,pw2v_mean,w2v_mean,Explain the scholarly work areas in SURE: Summer Undergraduate Scholarly work in Engineering.,133,133,0.6283235229808922,True,True,133,0.9341474225282944,True,True,133,0.8082120224635456,False,False
B,pw2v_mean,w2v_mean,What shape does Immunology take?,23,23,0.476796240378457,True,True,389,0.9062419105562878,False,False,23,0.6557695616074983,False,False
C,pw2v_mean,w2v_mean,I need guidance on this matter: can transfer students participate in the Jump Start degree.,322,322,0.7833273985610424,True,True,322,0.9446380813265028,True,True,322,0.8466253834964178,False,False
C,pw2v_mean,w2v_mean,I need guidance on this matter: how should I settle the amount the submission fee.,418,418,0.5576926899318295,True,True,418,0.9419696111526069,True,True,418,0.8552511015207904,False,False
C,pw2v_mean,w2v_mean,Please clarify the following point: am I qualified to work in Canada while learning.,452,452,0.5941832126456676,True,True,452,0.9439831137313555,True,True,452,0.8417916220499213,False,False
C,pw2v_mean,w2v_mean,Am I expected to require a learn permit to learn in Canada as an overseas student?,449,449,0.4853939043468972,True,True,449,0.9439742317881101,True,True,450,0.8302596374301819,False,False
C,pw2v_mean,w2v_mean,Clarify what identifier will alerts come from.,292,292,0.8343345166520957,True,True,292,0.9970304751984309,True,True,292,0.8356052476344534,False,False
C,pw2v_mean,w2v_mean,Explain the scholarly work areas in SURE: Summer Undergraduate Scholarly work in Engineering.,133,133,0.6283235229808922,True,True,133,0.9341474225282944,True,True,133,0.8082120224635456,False,False
A,pw2v_tfidf,w2v_tfidf,"What investigations are carried out in Germanic Literature, Culture and Theory?",47,97,0.7770981683169131,True,False,161,0.9573651663016788,True,False,47,0.9410939546580462,True,True
A,pw2v_tfidf,w2v_tfidf,What investigations are carried out in Master of Applied Science (MASc)?,221,101,0.7088919077284314,True,False,25,0.9654000985802851,True,False,221,0.9020267056803197,True,True
A,pw2v_tfidf,w2v_tfidf,Which scholarly work happens within Ecology and Evolutionary Biology?,127,48,0.5685990825805813,True,False,64,0.9403142706909051,False,False,127,0.9141837118264875,True,True
A,pw2v_tfidf,w2v_tfidf,What investigations are carried out in Electrical and Computer Engineering?,67,43,0.6784291397530283,True,False,43,0.921483928306453,False,False,67,0.8907287553254801,True,True
A,pw2v_tfidf,w2v_tfidf,Is it permitted to modify my class timetable?,465,465,0.4235022727373807,False,False,496,0.894882195137223,False,False,465,0.8134372678586135,True,True
A,pw2v_tfidf,w2v_tfidf,In which place is it possible to locate practicum details for Overseas Students?,488,488,0.39548700649679114,False,False,496,0.9262242081611363,False,False,488,0.8131253498124955,True,True
B,pw2v_tfidf,w2v_tfidf,Which classes can be taken within Master of Visual Studies in Studio Art?,1,1,0.6467507978829522,True,True,1,0.9448135632545518,False,False,57,0.8935585531844359,True,False
B,pw2v_tfidf,w2v_tfidf,Which professions follow on from Global Affairs?,210,210,0.5616226712738818,True,True,210,0.904489634025432,False,False,96,0.7901921185188888,False,False
B,pw2v_tfidf,w2v_tfidf,What material does Adult Education and Community Development teach?,20,20,0.8180680543470139,True,True,214,0.9349584639565716,False,False,4,0.9242108834096163,True,False
B,pw2v_tfidf,w2v_tfidf,I need guidance on this matter: how should I settle the amount the submission fee.,418,418,0.5576926899318295,True,True,418,0.9233401308981593,False,False,252,0.8637007635008567,True,False
B,pw2v_tfidf,w2v_tfidf,Give me the details of an Extra.,392,392,0.590181418467026,True,True,259,0.9099032423872433,False,False,392,0.7993905525433079,False,False
B,pw2v_tfidf,w2v_tfidf,How is Biotechnology organised?,73,73,0.5251971246951342,True,True,283,0.7724361913909468,False,False,62,0.8094708504571069,True,False
B,pw2v_tfidf,w2v_tfidf,Please clarify the following point: am I qualified to work in Canada while learning.,452,452,0.5941832126456676,True,True,452,0.9436046357414751,False,False,334,0.696955000664106,False,False
B,pw2v_tfidf,w2v_tfidf,Am I expected to require a learn permit to learn in Canada as an overseas student?,449,449,0.4853939043468972,True,True,449,0.9535462177050361,True,True,449,0.761464602635351,False,False
B,pw2v_tfidf,w2v_tfidf,What material does Master of Urban Design (post-professional) teach?,56,56,0.7912178677882903,True,True,54,0.9452946003101929,False,False,60,0.9186327350855045,True,False
B,pw2v_tfidf,w2v_tfidf,I am trying to put in an application for financial aid - what is the process?,439,439,0.5632017070150773,True,True,326,0.911869668876597,False,False,439,0.7795538249998893,False,False
C,pw2v_tfidf,w2v_tfidf,Am I expected to require a learn permit to learn in Canada as an overseas student?,449,449,0.4853939043468972,True,True,449,0.9535462177050361,True,True,449,0.761464602635351,False,False
