id,question,answer,category,source,source_type
11,Where can I check the expiry related details of my Flipkart Plus membership?,You can view the details of your membership by following these simple steps: For App- Log in to your account- Click on Flipkart Plus logo For Website- Log in to your account- Click on 'My Account'- Go to 'Flipkart Plus Zone' To know more about the program click here For more information on SuperCoins click here,accounts,https://www.flipkart.com/helpcentre?catalog=5b5edbf548000027009e432b&faq=5b612bd51300001900653942&view=FAQ,official_web_via_public_dataset
12,Can I club my orders from different sellers to be delivered together?,"Currently, there is no option to club orders from different sellers to be delivered together as sellers could be located in different locations and the delivery timelines would vary based on their partnered courier service providers. To ensure your items reach you at the earliest, each seller ships their products as per their individual timelines.",orders,https://www.flipkart.com/helpcentre?catalog=55c9c8e2b0000023002c1702&faq=5b34dc5e1400001500f63e31&view=FAQ,official_web_via_public_dataset
13,How can I unlink a Gift Card which is added to my wallet?,"To unlink your Gift Card, transfer it to yourself by using the 'Transfer this Gift Card' option and enter your email ID. The Card ID and PIN will be sent to you while the Gift Card is unlinked from your Wallet. It can then be added to another person's Flipkart account.",payments,https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56d997711200003c008b03be&view=FAQ,official_web_via_public_dataset
14,What is the process after paying the ex-showroom price for a BGauss 2-wheeler on Flipkart?,"Once you've paid the ex-showroom price for the 2-wheeler on Flipkart, the authorised dealer will contact you within 48 hours to initiate the process of registration. After this, you will need to visit the brand authorised dealer to submit the required documents and within the next 7-10 days, the 2-wheeler will be handed over to you at the authorised dealer's location.",products,https://www.flipkart.com/helpcentre?catalog=632beac264d0b60fba412142&faq=632bf56c64d0b60fba416ee4&view=FAQ,official_web_via_public_dataset
15,I didn’t get the Gift Card I ordered for. What should I do?,"Please check your inbox and spam folder for the Gift Card. If you don’t find the card in spite of this, you can get the card details from your Flipkart account. To do this, Visit your Orders Go the order for the Gift Card Click on resend Gift Card details",promotions_rewards,https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=55f2a5965c00003700342bce&view=FAQ,official_web_via_public_dataset
16,Can I cancel the order that I paced by redeeming SuperCoin through the SuperCoin Pay feature?,"Yes, orders placed by redeeming SuperCoins through SuperCoin Pay feature can be cancelled as per the cancellation policy of the third-party partner store at which the transaction was made. Kindly contact the partner store for more details. For purchases on Flipkart platform, please refer to the cancellation policy of the product.",returns_refunds,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f8ed6f3952a4e7984822fb2&view=FAQ,official_web_via_public_dataset
17,Why is the 'Cash on Delivery' payment mode not available at my location?,Availability of the 'Cash on Delivery' payment mode depends on the courier services delivering to your location. Please enter your pincode on the product page to check if this payment mode is available at your location. Courier service providers also have limits on the amount you can pay through cash on delivery based on the destination and your order could have exceeded this limit.,shipping_delivery,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55bf0ebbab00003400e3546d&view=FAQ,official_web_via_public_dataset
18,There is no seal on the warranty card I got. How will I claim warranty?,The seal on the warranty card is not mandatory for the warranty to be valid. The invoice you received along with the product can be used to claim warranty for the product as it has the details of your purchase.,warranties_installation,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c7bc6f0000250035c347&view=FAQ,official_web_via_public_dataset
19,Can I buy more than one Ampere vehicle in my name/same Flipkart account?,"No, only one vehicle can be purchased through a Flipkart account. Please note, the price displayed on the product page includes subsidy provided by the central government and is linked to your Aadhar Card and that would mean that this price is applicable only for your first purchase of an electrical vehicle.",accounts,https://www.flipkart.com/helpcentre?catalog=6308ea59f86ae76c18b1420d&faq=6308f57d14e57550750a9bf3&view=FAQ,official_web_via_public_dataset
20,How can I trust that the groceries that will be delivered are quality checked and fresh?,"Groceries on Flipkart are available from top brands such as HUL, P&G, ITC etc. which are renowned for their quality products. Seller also checks the freshness of groceries when they receive the stock from vendors and before the dispatch of items in order to ensure that only the best produce and packaged groceries reach you.",orders,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=59f85092140000290063b07c&view=FAQ,official_web_via_public_dataset
21,How can I pay for my order using the Bajaj Finserv payment mode?,"While paying for your order, choose 'Bajaj Finserv No Cost EMI' as the payment option & select the EMI plan of your choice from the available EMI plans. You can then complete the payment using your Bajaj Finserv EMI Card after OTP verification. Please note, the Bajaj Finserv EMI option will not be available if your cart contains more than 1 item.",payments,https://www.flipkart.com/helpcentre?catalog=5717798d1300001d0007d6e0&faq=5714707f15000039002770ed&view=FAQ,official_web_via_public_dataset
22,What is the process after paying the ex-showroom price for a Bounce 2-wheeler on Flipkart?,"Once you've paid the ex-showroom price for the 2-wheeler on Flipkart, the authorised dealer will contact you within 48 hours to initiate the process of registration. After this, you will need to visit the brand authorised dealer to submit the required documents and within the next 7-10 days, the 2-wheeler will be handed over to you at the authorised dealer's location.",products,https://www.flipkart.com/helpcentre?catalog=62da9d35aca9fa77e9e5c342&faq=62daa54a1c67763c20d1afae&view=FAQ,official_web_via_public_dataset
23,What subsidies are being offered by Ather and how to claim them?,"For Ather vehicles, the central subsidy is already included and you do not have to apply for it again. The authorised dealers will assist you with the state subsidies at the time of the vehicle delivery. (Note: All subsidy discounts will be provided to customers if they are first time electric scooter buyer).",promotions_rewards,https://www.flipkart.com/helpcentre?catalog=632bec61a0eaa942e1bed2d9&faq=632c03da64d0b60fba41d4d7&view=FAQ,official_web_via_public_dataset
24,"If I cancel or return an item from my order, will the SuperCoins credited be deducted?",SuperCoins calculation happens at the order level. You will get to know about the SuperCoins deducted after you've cancelled or returned an item as it will be recalculated on the basis of the updated order value. To know more about the program click here. For more information on SuperCoins click here,returns_refunds,https://www.flipkart.com/helpcentre?catalog=5b5edbf548000027009e432b&faq=5b6122e01000003100e9fca4&view=FAQ,official_web_via_public_dataset
25,Why do I see a shipping charge for an item with the Plus badge?,"Sellers may charge a nominal fee for shipping, even for products with the Plus badge, if the order is less than ₹ 500. Shipping is free for items with the Plus badge if the order value is more than ₹ 500.",shipping_delivery,https://www.flipkart.com/helpcentre?catalog=55c9c8e2b0000023002c1702&faq=57b56bd61300003500456aae&view=FAQ,official_web_via_public_dataset
26,I don't remember the warranty details for my product. Where can I find it?,You can check the brand website for the warranty details of your product. The product invoice can be used to claim the services from any Authorised Service Centre.,warranties_installation,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639e9801900003300fb7f35&view=FAQ,official_web_via_public_dataset
27,Can I buy more than one BGauss 2-wheeler in my name/same Flipkart account?,"No, only one vehicle can be purchased through a Flipkart account. Please note, the price displayed on the product page includes subsidy provided by the central government and is linked to your Aadhaar Card and that would mean that this price is applicable only for your first purchase of an electrical vehicle.",accounts,https://www.flipkart.com/helpcentre?catalog=632beac264d0b60fba412142&faq=632c0b8e14e5755075430694&view=FAQ,official_web_via_public_dataset
28,What should I do if my order is approved but hasn't been shipped yet?,Sellers usually ship orders 1-2 business days before the delivery date so that they reach you on time. In case your order hasn't been shipped within this time please contact our Customer Support so that we can look into it.,orders,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55f2a53f5c00003200342b9c&view=FAQ,official_web_via_public_dataset
29,How is Bajaj Finserv payment mode different from the credit card EMI payment mode?,"In credit card EMIs, banks charge an interest rate based on the EMI plan chosen whereas Bajaj Finserv EMI Card holders are not charged any interest on the EMI. Unlike other credit card based EMI options, you don't need to have a credit card to avail EMI plans. The EMI payments are deducted by Bajaj Finserv from your bank account linked to the Bajaj Finserv EMI Card.",payments,https://www.flipkart.com/helpcentre?catalog=5717798d1300001d0007d6e0&faq=57146e441200003200db573d&view=FAQ,official_web_via_public_dataset
30,What is the process after paying the ex-showroom price for an Ather 2-wheeler on Flipkart?,"Once you've paid the ex-showroom price for the 2-wheeler on Flipkart, the authorised dealer will contact you within 48 hours to initiate the process of registration. After this, you will need to visit the brand authorised dealer to submit the required documents and within the next 7-10 days, the 2-wheeler will be handed over to you at the authorised dealer's location.",products,https://www.flipkart.com/helpcentre?catalog=632bec61a0eaa942e1bed2d9&faq=632bf72c64d0b60fba4177db&view=FAQ,official_web_via_public_dataset
31,How long will the benefit be unlocked as part of my SuperCoin Milestones?,"Once you reach the specified Milestone by earning required number of SuperCoins and unlock a benefit, it will be available for a year. However, if you have the required number of SuperCoins even after a year, the benefit you have unlocked will be automatically renewed for another year.",promotions_rewards,https://www.flipkart.com/helpcentre?catalog=5f295ded4052815c7aef207e&faq=5f75fc52e1118c3df3dd1149&view=FAQ,official_web_via_public_dataset
32,"If I request for a replacement, when will I get it?","Visit My Orders to check the status of your replacement. In most locations, the replacement item is delivered to you at the time of pick-up. In all other areas, the replacement is initiated after the originally delivered item is picked up. Please check the SMS & email we send you for your replacement request for more details.",returns_refunds,https://www.flipkart.com/helpcentre?catalog=55c9c6edb000002e002c1701&faq=564974431900003000fe6504&view=FAQ,official_web_via_public_dataset
33,How long do I have to pick up my shipment from the pick-up store?,"You can pick up your shipment within 5 days of the order arriving at the pick-up store. If you are on vacation, or can't pick it up within 5 days, you can contact our Customer Support to schedule the pickup at a later date. In case the shipment is not picked up within this time, the store will return the item to the seller and the order will be cancelled.",shipping_delivery,https://www.flipkart.com/helpcentre?catalog=56614d156e00003000775aee&faq=55c1f673b0000038002c16fc&view=FAQ,official_web_via_public_dataset
34,What are the charges applicable for warranty claim in case of a refurbished product?,Services covered under the warranty will be provided without any charge. You can find more details about the services in the product page or the warranty card provided.,warranties_installation,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe31ffffadf02fcf1331b&view=FAQ,official_web_via_public_dataset
35,Can I buy more than one Bounce vehicle in my name/same Flipkart account?,"No, only one vehicle can be purchased through a Flipkart account. Please note, the price displayed on the product page includes subsidy provided by the central government and is linked to your Aadhar Card and that would mean that this price is applicable only for your first purchase of an electrical vehicle.",accounts,https://www.flipkart.com/helpcentre?catalog=62da9d35aca9fa77e9e5c342&faq=62dacd9c72a08c713279822a&view=FAQ,official_web_via_public_dataset
36,Are there any hidden charges (Octroi or Sales Tax) when I shop on Flipkart?,There are NO hidden charges when you shop on Flipkart. The price you see on the product page is final and it's exactly what you pay. Note: There can be additional delivery charges based on the seller's policy.,orders,https://www.flipkart.com/helpcentre?catalog=55c9c8e2b0000023002c1702&faq=55bb489d31000028007864cc&view=FAQ,official_web_via_public_dataset
37,How can I add a card label to my saved card?,"You can specify a card label at the time of saving a card on Flipkart through the My Account section. If you did not specify any card label at the time of saving the card, you can still add/edit the label anytime through the ""My Saved Cards"" menu in the My Account section on Flipkart.",payments,https://www.flipkart.com/helpcentre?catalog=55bf48f4d00000490011ffa5&faq=5ae1a7be4e00001c008325c8&view=FAQ,official_web_via_public_dataset
38,What is the advantage of buying a Hero MotoCorp 2-wheeler vehicle through Flipkart?,"If you choose to buy 2 wheeler on Flipkart, then the vehicle will be delivered to you within 15 days by the brand authorised dealers. In case you book the vehicle at a showroom, it may take up to 90 days for the vehicle to be delivered.",products,https://www.flipkart.com/helpcentre?catalog=632fc25214e57550754db0d8&faq=632fcdccf86ae76c18f429c9&view=FAQ,official_web_via_public_dataset
39,What subsidies are being offered by Ampere and how to claim them?,"For Bounce vehicles, the central subsidy is already included and you do not have to apply for it again. The authorised dealers will assist you with the state subsidies at the time of the vehicle delivery. (Note: All subsidy discounts will be provided to customers if they are first-time electric scooter buyer).",promotions_rewards,https://www.flipkart.com/helpcentre?catalog=6308ea59f86ae76c18b1420d&faq=6308f321a0eaa942e18712ab&view=FAQ,official_web_via_public_dataset
40,Can I return my Ather 2-wheeler in case I receive a damaged vehicle?,"While Ather ensures stringent quality check before the delivery of the vehicle, it is recommended that you check the vehicle thoroughly at the dealer's location before accepting the delivery. In the unlikely event of the vehicle having any issue, you can contact the brand at 8882118118 or you can choose to write to them at info@atherenergy.com. You can also check with the brand authorised dealer for assistance.",returns_refunds,https://www.flipkart.com/helpcentre?catalog=632bec61a0eaa942e1bed2d9&faq=632d1a9764d0b60fba454056&view=FAQ,official_web_via_public_dataset
41,Is a pick-up store option better than having the shipment sent directly to me?,Pick-up stores are an option is for those who want to collect their orders at leisure. It works great for those who can't receive shipments at home or offices at the specific moment the courier executive calls.,shipping_delivery,https://www.flipkart.com/helpcentre?catalog=56614d156e00003000775aee&faq=55c1fc31a900004100b9992a&view=FAQ,official_web_via_public_dataset
42,I didn't get a warranty card with my product. How can I get the warranty?,You need not have a warranty card to claim warranty for your product. Please use the invoice which can be used to avail warranty at any authorised service centre of the brand.,warranties_installation,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c8472200003a00e70306&view=FAQ,official_web_via_public_dataset
43,Can I buy more than one Ather 2-wheeler through the same Flipkart account?,"No, only one vehicle can be purchased through a Flipkart account. Please note, the price displayed on the product page includes subsidy provided by the central government and is linked to your Aadhaar Card and that would mean that this price is applicable only for your first purchase of electrical vehicle.",accounts,https://www.flipkart.com/helpcentre?catalog=632bec61a0eaa942e1bed2d9&faq=632d1b2d14e5755075462150&view=FAQ,official_web_via_public_dataset
44,How do I get invoices for my previous orders without having to check my e-mails?,"You can easily send invoices to your email ID from your Flipkart account. To do so, visit My Account › Orders, choose the order for which you'd like the invoice for and click on the 'E-mail Invoice' option.",orders,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55c042d66000003100cb5061&view=FAQ,official_web_via_public_dataset
45,How can I pay for my order using the 'Credit Card No Cost EMI' payment mode?,You can pay for your order using the 'Credit Card No Cost EMI' payment mode by following these simple steps: Add item(s) to your cart. Go to 'Payments'. Choose EMI › No Cost EMI. Select the bank & credit card of your choice and complete the payment.,payments,https://www.flipkart.com/helpcentre?catalog=57aad44e1200002e00e98c06&faq=579b00400e00002800ace4d3&view=FAQ,official_web_via_public_dataset
46,What is the process after paying the ex-showroom price for a Hero MotoCorp 2-wheeler on Flipkart?,"Once you've paid the ex-showroom price for the 2-wheeler on Flipkart, the authorised dealer will contact you within 48 hours to initiate the process of registration. After this, you will need to visit the brand authorised dealer to submit the required documents and within the next 7-10 days, the 2-wheeler will be handed over to you at the authorised dealer's location.",products,https://www.flipkart.com/helpcentre?catalog=632fc25214e57550754db0d8&faq=632fcec864d0b60fba4d3200&view=FAQ,official_web_via_public_dataset
47,What subsidies are being offered by BGauss and how to claim them?,"For BGauss vehicles, the central subsidy is already included and you do not have to apply for it again. The authorised dealers will assist you with the state subsidies at the time of the vehicle delivery. (Note: All subsidy discounts will be provided to customers if they are first-time electric scooter buyer).",promotions_rewards,https://www.flipkart.com/helpcentre?catalog=632beac264d0b60fba412142&faq=632bfdf064d0b60fba41ad81&view=FAQ,official_web_via_public_dataset
48,Can I drop off an item I want to return at the pick-up store?,"Pick-up stores are not authorised to accept items for returns yet. To return items, please raise a request from the 'My Orders' section of your Flipkart account and wait for more details via email and SMS.",returns_refunds,https://www.flipkart.com/helpcentre?catalog=56614d156e00003000775aee&faq=55c1e5da6000002f00cb507c&view=FAQ,official_web_via_public_dataset
49,How can I add a new delivery address to my Flipkart account?,"To add a new delivery address, follow these simple steps:1. Log into your Flipkart account 1. Log into your Flipkart account2. Go to My Account › Settings › Addresses3. Add details of your new address 4. Choose 'Save Changes'",shipping_delivery,https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55f2a3625c000020004513cd&view=FAQ,official_web_via_public_dataset
50,Will warranty be applicable for my product since I bought it online?,"At Flipkart, all our sellers offer products from authorised vendors or brands directly and are 100% genuine. Rest assured, products will have the applicable warranty from brands as confirmed on the product page.",warranties_installation,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=55bf67ef1f000023007dbeaf&view=FAQ,official_web_via_public_dataset
51,How can I change the email ID linked with my Flipkart account?,"To change the email ID associated with your Flipkart account, follow these simple steps on our website: 1. Log in to your Flipkart account2. Go to My Account › Settings › Update Email/Mobile3. Add the new email ID 4. Enter the verification code sent to your old and new email IDs 5. Choose 'Save Changes'",accounts,https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55f2a3e45c00002b00342ad2&view=FAQ,official_web_via_public_dataset
52,Why do I see different prices for books with the same title?,"You can find various editions of books with the same title on Flipkart -- from paperbacks or hardcovers to collector's editions. Some of them are re-published/printed within India, while some editions are imported. The price of the titles varies based on this and the seller offering it. All other available editions and their prices for a particular title are mentioned on the respective product page under 'Other Editions'.",orders,https://www.flipkart.com/helpcentre?catalog=55c9c8e2b0000023002c1702&faq=55bf30d1ab00004500e35474&view=FAQ,official_web_via_public_dataset
53,What is the credit limit on the Bajaj Finserv card for shopping on Flipkart?,"The credit limit varies based on the type of Bajaj Finserv EMI Card you hold. For more details, please check Bajaj Finserv support FAQs here: https://www.bajajfinserv.in/insta-emi-card You can also contact Bajaj Finserv at 08698010101 for support.",payments,https://www.flipkart.com/helpcentre?catalog=5717798d1300001d0007d6e0&faq=571476ca120000210019d4c7&view=FAQ,official_web_via_public_dataset
54,What after sales services are being provided by Flipkart for Ather 2-wheelers?,"Please note, there will be no after sales services provided by Flipkart. Kindly contact the brand at 8882118118 or you can choose to write to them at info@atherenergy.com for any assistance needed after the purchase of the vehicle. You can also check with the brand authorised dealer.",products,https://www.flipkart.com/helpcentre?catalog=632bec61a0eaa942e1bed2d9&faq=632d1e6df86ae76c18ec8eb7&view=FAQ,official_web_via_public_dataset
55,What subsidies are being offered by Bounce and how to claim them?,"For Bounce vehicles, the central subsidy is already included and you do not have to apply for it again. The authorised dealers will assist you with the state subsidies at the time of the vehicle delivery. Note: All subsidy discounts will be provided to customers if they are first-time electric scooter buyer.",promotions_rewards,https://www.flipkart.com/helpcentre?catalog=62da9d35aca9fa77e9e5c342&faq=62dab1d9aca9fa77e9e5f740&view=FAQ,official_web_via_public_dataset
56,Can I cancel an order placed using the 'Credit Card No Cost EMI' payment option?,"Yes, you can cancel the order irrespective of the payment mode used for it. However, orders for certain items cannot be cancelled after 24 hours of order placement. Please check the seller's cancellation policy on the product page for details.",returns_refunds,https://www.flipkart.com/helpcentre?catalog=57aad44e1200002e00e98c06&faq=579b01101200002500e744b2&view=FAQ,official_web_via_public_dataset
57,I missed the delivery of my order today. What should I do?,The courier service delivering your order usually tries to deliver on the next business day in case you miss a delivery. You can check your SMS for more details on when the courier service will try to deliver again.,shipping_delivery,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55bf40a7d000003d0011ffa1&view=FAQ,official_web_via_public_dataset
58,Should I register the product with the brand to avail the warranty benefits on it?,"No, it's not necessary to register the product with the brand. The warranty is automatically valid from the date on the seller's invoice sent to you.",warranties_installation,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c7d56f0000270035c350&view=FAQ,official_web_via_public_dataset
59,Will I get early access to sale as I'm a Flipkart Plus customer?,"Yes, you will be able to access select sale events such as Big Billion Days, Big Shopping Days etc. for select products few hours prior to the sale event which will be communicated to you before the sale as per the applicable terms and conditions. To know more about the program click here For more information on SuperCoins click here",accounts,https://www.flipkart.com/helpcentre?catalog=5b5edbf548000027009e432b&faq=5b61239f6c000022008f3bc6&view=FAQ,official_web_via_public_dataset
60,"My package shows as delivered but I can't find it, what should I do?","If your tracking information shows that your package was delivered, but you can't find it: Check your phone for any notification about attempted delivery.See if any of your neighbours/friends/relatives/house owner/security guard has collected your product on your behalf.Wait until the end of the day— sometimes packages can show as delivered while still in transit. In the unlikely event of you still not being able to locate your item, please contact us and we will be happy to help.",orders,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=5b34dce2120000300088ac3d&view=FAQ,official_web_via_public_dataset
61,How can I apply for Flipkart Axis Bank Credit Card? Am I eligible for the card?,"You can apply for the Flipkart Axis Bank Credit Card by visiting the Flipkart Home Page and clicking on 'Apply Now' on the banner or by going to the Flipkart Axis Bank Credit Card section under 'My Account'. Alternatively, you can apply for the card through Axis Bank's channels such as by visiting any of their branches, tablet sourcing, Axis Bank mobile banking app, etc.",payments,https://www.flipkart.com/helpcentre?catalog=5d27036a2100002900f9dc20&faq=5d2708082100001e002d04fb&view=FAQ,official_web_via_public_dataset
62,What charging options are available with Ather 2-wheelers. Is there a separate cost associated with it?,"For Ather vehicles, Ather Dot is ideal for home charging and it comes complimentary with Ather scooters. If you like you can also choose to buy a portable charger for Rs 12,500 including GST. For more details on charger related queries, please refer to the brand website.",products,https://www.flipkart.com/helpcentre?catalog=632bec61a0eaa942e1bed2d9&faq=632d1c37a0eaa942e1c2d5a1&view=FAQ,official_web_via_public_dataset
63,On what products will I get the option of 'SuperCoins Price'?,"The 'SuperCoins Price' option is available on select products sold by select sellers and will be visible on the product page along with the regular price. You can also use the filter option to search products with the 'SuperCoins Price' option. To know more about 'SuperCoins Price', please refer to the terms and conditions here.",promotions_rewards,https://www.flipkart.com/helpcentre?catalog=5b5edbf548000027009e432b&faq=5d1f3abe6700002d00393155&view=FAQ,official_web_via_public_dataset
64,Can I change the address for the pick-up the of item(s) in my order?,"If the pincode of the new address is serviceable for pick-up, the address can be changed while creating the return. The address cannot be changed in case the new address is not serviceable.",returns_refunds,https://www.flipkart.com/helpcentre?catalog=55c9c6edb000002e002c1701&faq=578c92951300001f005bfd82&view=FAQ,official_web_via_public_dataset
65,Can someone else collect an order on my behalf from a pick-up store?,"Yes, someone else can collect the order for you. To do this, the person will have to share the OTP sent to you by SMS and a vaild photo ID at the pick-up store.",shipping_delivery,https://www.flipkart.com/helpcentre?catalog=56614d156e00003000775aee&faq=55c1fcaf6000001b00cb507d&view=FAQ,official_web_via_public_dataset
66,How do I claim warranty services for refurbished products?,You can get in touch with the warranty service provider to claim services covered under the seller's warranty. Please check the warranty card you would have received with the product or the product page for contact details of the warranty service provider.,warranties_installation,https://www.flipkart.com/helpcentre?catalog=60ebdbb4fffadf02fcf1231c&faq=60ebe38ffffadf02fcf133f2&view=FAQ,official_web_via_public_dataset
67,What are the benefits of buying an item with a Plus badge?,Items with the Plus badge are extensively quality checked from storage to transit safe packaging and also comes along with fast & free delivery* from our best sellers. *Free shipping for orders above Rs. 500,accounts,https://www.flipkart.com/helpcentre?catalog=55c9c8e2b0000023002c1702&faq=57b56b2f1300001700456a92&view=FAQ,official_web_via_public_dataset
68,Can I order a product that is 'Out of Stock' or 'Temporarily Unavailable'?,The products listed as 'Out of Stock' or 'Temporarily Unavailable' are not available for sale. Please use the 'Notify Me' feature to be informed of the product's availability with sellers on Flipkart.,orders,https://www.flipkart.com/helpcentre?catalog=55c9c8e2b0000023002c1702&faq=55bf1392bc000027005be755&view=FAQ,official_web_via_public_dataset
69,What can I do if the balance in my wallet is not enough to pay for my order?,"You can pay part of the amount through your wallet and the remaining through any other prepaid payment modes like Credit/Debit Cards, and Flipkart Gift Cards. Please note that wallet cannot be combined with Cash/Card on Delivery (CoD) payment mode for now, and bank offers will not applicable for partial payments from the wallet.",payments,https://www.flipkart.com/helpcentre?catalog=55c9bc6bb000003f002c16ff&faq=56d95cc312000030008af318&view=FAQ,official_web_via_public_dataset
70,What is the advantage of buying a BGauss 2-wheeler vehicle through Flipkart?,"If you choose to buy 2 wheeler on Flipkart, then the vehicle will be delivered to you within 15 days by the brand authorised dealers. In case you book the vehicle at a showroom, it may take up to 90 days for the vehicle to be delivered.",products,https://www.flipkart.com/helpcentre?catalog=632beac264d0b60fba412142&faq=632bf491f86ae76c18e8cdc6&view=FAQ,official_web_via_public_dataset
71,"Some of my SuperCoins are expiring, how can I redeem them?",You can redeem your SuperCoins at the SuperCoin Zone to avail third-party benefits. You can also redeem them for discounts funded by third parties for products on Flipkart platform and at third-party partner stores based on terms and conditions. To know more about the program click here For more information on SuperCoins click here,promotions_rewards,https://www.flipkart.com/helpcentre?catalog=5b5edbf548000027009e432b&faq=5b612d0d6c00003f008f3f77&view=FAQ,official_web_via_public_dataset
